Iteration,UserSide1_ns,BankSide_ns,UserSide2_ns
391,356488,388047,457948
392,347907,396577,460114
393,356208,387326,465006
394,354758,378903,473220
395,369895,394849,461519
396,354263,398003,461100
397,358217,380294,452349
398,345649,379420,460343
399,370681,384373,452681
400,360034,382738,470551
401,358703,408181,460805
402,355460,390521,469597
403,349468,435347,463230
404,353690,393418,473354
405,361330,388087,463805
406,363713,386764,463429
407,358392,481421,472778
408,361225,428019,587636
409,422303,378714,465183
410,359094,439103,467791
411,382549,384506,454401
412,352913,390702,458915
413,353915,381219,472667
414,359544,388944,472692
415,358773,384198,450818
416,346328,383682,461546
417,348221,382262,450880
418,349476,389452,470485
419,356593,464876,521446
420,366862,524806,468413
421,356899,382530,460651
422,349439,376044,449817
423,345458,384076,468177
424,350024,382124,452815
425,364675,380984,464367
426,356023,388341,457427
427,349681,396414,489646
428,357111,386280,458940
429,344995,381734,465414
430,357085,386937,465317
431,352414,376243,450040
432,384597,407659,473547
433,361555,485906,544839
434,568608,445380,595163
435,363349,387698,470093
436,359574,385217,453043
437,362318,381287,450818
438,353391,381448,455721
439,359300,386585,451201
440,351492,387792,452220
441,348355,376286,449008
442,353316,377877,449011
443,346102,401347,605956
444,357427,381307,457929
445,359567,378938,454327
446,346283,415124,464725
447,452035,383127,449103
448,346896,380716,467152
449,367552,397935,477031
450,364084,383184,461420
451,350272,387046,472538
452,353835,380550,451360
453,364849,375746,465467
454,348667,386463,451275
455,349550,377270,448530
456,355358,399576,496135
457,354481,396335,492029
458,436580,386597,462567
459,359020,476192,656504
460,447292,440859,499946
461,368880,388065,502238
462,381196,381539,458543
463,373941,414686,473827
464,360205,399731,455652
465,349739,386827,450981
466,359648,387600,448954
467,353868,398692,494026
468,359379,373889,449630
469,354392,394870,451680
470,352551,381985,464527
471,357419,391601,458061
472,503310,568308,463447
473,375025,384694,467826
474,352598,438504,459097
475,351639,532178,637268
476,363291,415516,491372
477,356444,382439,467527
478,353608,374984,454933
479,351723,390299,455478
480,374239,374512,463065
481,350439,382104,459297
482,372673,389249,451863
483,347833,403007,458107
484,359789,374428,552166
485,365787,387140,469237
486,390069,533769,477591
487,393223,409393,482426
488,349623,389099,454231
489,348457,378768,464797
490,362815,395854,463743
491,362394,392977,459962
492,354733,386227,458113
493,353097,378121,449628
494,347743,388546,455661
495,349824,381367,457976
496,366431,382672,448551
497,347742,383074,557421
498,359107,386990,516981
499,390983,494398,526387
500,366079,373423,449038
501,344952,376585,463633
502,359326,384816,495822
503,364247,379289,469287
504,369329,384495,464611
505,350415,376504,453297
506,352819,385210,454998
507,350050,384274,466386
508,356116,389111,455961
509,355459,383739,456684
510,361561,400758,561273
511,356614,387422,452605
512,409898,503768,491619
513,383971,387078,451682
514,348768,381991,445655
515,353976,377838,452586
516,366695,380852,468682
517,350416,379728,455791
518,348779,386378,454962
519,347482,378202,450430
520,366062,380047,457330
521,353975,384258,457674
522,353837,376359,447937
523,359683,379951,452431
524,449973,404990,459741
525,385194,487959,491570
526,391598,389827,495488
527,351617,385111,458502
528,350743,379022,451519
529,348344,376838,494939
530,371303,375970,478293
531,362482,390675,469166
532,374628,406627,465874
533,351366,383200,462064
534,351412,380872,453548
535,351106,376936,486210
536,376756,401135,560636
537,349441,378954,454872
538,396541,509076,481149
539,398421,382914,452783
540,352936,389158,459024
541,349248,384993,454102
542,363272,380633,481832
543,357413,385365,473777
544,359943,384760,465730
545,354449,377770,449132
546,356329,392630,450247
547,349553,378133,450497
548,356808,380900,458596
549,358638,400324,457755
550,497657,459409,507230
551,444075,382014,526384
552,360424,382412,462874
553,360062,382726,466975
554,351862,383685,457266
555,351694,388201,448058
556,362155,382562,477180
557,357748,389749,455602
558,357787,377322,452697
559,344800,394894,471012
560,361270,391803,455643
561,361258,382709,450765
562,353898,395649,562450
563,370561,393988,469594
564,358651,426894,576267
565,352080,374691,455398
566,359348,388639,457328
567,355069,374632,451390
568,363918,378131,454634
569,354707,392995,454385
570,356208,381301,462761
571,350638,385097,468038
572,361250,391508,462736
573,374402,387256,484675
574,351087,390142,466803
575,352254,383764,451515
576,399607,499995,470390
577,355519,387477,570872
578,361838,437923,464882
579,356943,386330,468972
580,357262,392411,463411
581,381416,392139,464469
582,357317,383337,471340
583,352648,382363,462147
584,358666,396358,453182
585,349531,379105,463101
586,357532,383115,456903
587,352787,389284,451708
588,351318,375526,466084
589,360363,456685,511870
590,373920,468842,481701
591,466279,388325,471835
592,447885,399332,486100
593,361255,393801,461650
594,408218,415612,507860
595,367760,392907,476348
596,359284,385917,504308
597,395700,385496,466256
598,353678,389270,462516
599,355620,396638,466219
600,358311,386167,461170
601,349719,381998,591230
602,367190,409577,476275
603,365898,393528,461885
604,353102,394178,459107
605,359910,395423,461425
606,353025,382763,488804
607,359413,388052,460411
608,353922,379382,470413
609,360551,399976,457084
610,358790,377919,462819
611,353235,395606,461948
612,352209,384697,452455
613,351735,393153,463787
614,356862,407296,557642
615,358983,390822,517629
616,482108,384896,488874
617,380017,466402,584080
618,348154,385944,456292
619,348553,380388,481122
620,371502,385446,468276
621,352972,384299,480691
622,358844,373437,447080
623,356544,382843,458540
624,357984,387231,444117
625,340812,379785,460541
626,360462,385450,464235
627,359140,379038,551027
628,386358,436200,468340
629,370529,394313,478884
630,365939,396651,464006
631,365749,397042,464403
632,353540,384722,464983
633,352806,379072,449330
634,357703,388309,457302
635,354237,398859,462905
636,374102,379754,466872
637,369277,396072,464991
638,362087,396130,453276
639,350784,391072,462023
640,360425,384404,516045
641,420239,402850,465293
642,355606,381972,472078
643,363652,414071,477132
644,361715,391333,465158
645,362936,398603,492018
646,352106,377855,448570
647,360514,391002,458131
648,354469,387075,464337
649,353598,386798,454266
650,370059,408430,459124
651,349173,383084,462425
652,362787,404023,482706
653,358977,394804,515064
654,412597,382993,468431
655,360478,387262,447242
656,343554,374433,447289
657,354134,378369,459861
658,348668,383960,453936
659,353971,379997,460984
660,353273,383241,458889
661,346057,399386,482245
662,354735,386748,464331
663,348400,380040,448628
664,349147,387026,461185
665,343691,381411,465085
666,347235,396755,454163
667,357011,408718,448444
668,349772,375504,450539
669,349206,380311,462874
670,351622,390922,459329
671,344918,381667,452630
672,365257,382653,457231
673,358137,389063,459403
674,360133,387502,467761
675,355323,380255,453371
676,352836,387139,457078
677,353759,370570,458989
678,366425,387915,450275
679,353220,382891,451152
680,344318,380885,458225
681,361597,381235,469596
682,358500,383690,461674
683,353406,383828,451742
684,355147,374041,443360
685,344285,375036,468983
686,353180,451696,463259
687,365451,389133,471522
688,359512,385209,456497
689,351364,384455,450713
690,348567,393319,471484
691,364457,415891,460831
692,362584,385683,448877
693,350614,380875,461910
694,352614,379898,453994
695,397599,382737,470340
696,356967,388550,463445
697,352749,386481,456565
698,357876,382145,562142
699,365516,395383,475673
700,355582,387821,458264
701,356109,398799,455562
702,349848,381123,453590
703,356439,392781,462678
704,353930,384733,456968
705,354340,380391,463774
706,367080,389340,466318
707,355513,385887,459684
708,349176,374746,449339
709,362441,374407,453352
710,346558,378719,465928
711,358640,380435,470842
712,366198,382230,458829
713,351615,397264,460398
714,349950,385544,487965
715,355402,374471,453694
716,355742,382456,454893
717,347037,376098,464972
718,347396,387326,459916
719,353670,383758,463479
720,361061,411396,453001
721,347400,389731,456157
722,355686,377536,457385
723,356004,397338,462069
724,346200,389769,449697
725,347867,376113,448384
726,356222,386663,455475
727,354130,398379,461496
728,351408,387657,454844
729,360669,377475,459867
730,350077,385830,464125
731,354851,382284,459799
732,360944,377945,449816
733,346629,377904,538769
734,440088,495467,549327
735,369266,414677,463278
736,369221,390291,462758
737,349974,376818,464289
738,359918,376921,499370
739,368695,382509,456726
740,351820,396808,460734
741,353225,380836,451621
742,355307,378046,449019
743,348405,385055,456691
744,353922,384224,459794
745,371966,386415,454904
746,353195,464162,508338
747,431211,381916,463343
748,351981,420764,470932
749,365592,383245,459416
750,358355,378857,470939
751,362541,400533,481074
752,367001,384805,457969
753,374261,382507,463588
754,357046,395735,463180
755,357832,396033,496227
756,373452,395222,480508
757,356468,379716,453257
758,350899,378955,467583
759,370276,433360,508630
760,359970,396169,468324
761,381246,398182,458310
762,353524,423349,471252
763,365095,409489,458698
764,348271,385032,460322
765,354068,381229,448122
766,371096,385054,457221
767,360960,392564,458139
768,352273,377884,474252
769,353225,388114,456540
770,350021,393845,468447
771,354259,386079,463130
772,348062,376989,838269
773,443659,396442,482753
774,380405,382230,461719
775,349699,377830,463861
776,361794,391502,457708
777,366131,410645,464365
778,350325,378698,466089
779,348695,385473,449070
780,357474,382520,465830
781,360485,395103,464976
782,349782,379086,464660
783,359150,385190,453486
784,349110,388688,473813
785,358955,527980,528751
786,379718,385009,454491
787,348635,380937,464344
788,353633,383768,449888
789,354034,390438,448262
790,340038,376105,463607
791,360264,376977,445792
792,345597,386901,458752
793,350212,387640,460826
794,356183,387868,459719
795,359831,381000,450511
796,346617,376502,458838
797,348505,374451,447912
798,345304,384884,452617
799,366639,395812,488259
800,351055,390158,465043
801,362056,380291,455735
802,380438,393198,471184
803,361048,389570,469238
804,364496,393832,463436
805,368671,384006,453602
806,352551,388398,466816
807,363460,383792,461128
808,359035,375135,455057
809,352945,425734,505991
810,363696,391956,469703
811,362797,385123,577452
812,365605,462610,631328
813,557087,444328,482556
814,388484,486536,454588
815,353600,380836,463528
816,352983,382874,448294
817,350004,398366,526575
818,435101,384095,453560
819,349691,389961,445227
820,348153,372590,444907
821,362529,375618,461556
822,351488,389559,454581
823,350981,371955,461023
824,361392,384073,456085
825,378756,482404,483416
826,378974,395355,456806
827,350511,421606,505564
828,365570,386033,459093
829,350467,391820,456250
830,355900,382599,447765
831,375970,394149,467848
832,366681,391928,487041
833,355108,384884,464934
834,363377,429298,461761
835,348928,381482,467797
836,357209,375422,457436
837,363832,391584,462424
838,350309,376586,458325
839,356515,389712,454071
840,352819,396594,454373
841,351553,381295,449706
842,361921,392259,481210
843,365054,396112,453928
844,351001,383450,455100
845,364063,432420,461944
846,347090,386226,467770
847,366400,394977,458824
848,367589,397390,469175
849,351535,384343,471293
850,354270,406088,579468
851,365257,397399,496036
852,480518,453184,455705
853,361551,380402,466471
854,347035,381928,450452
855,348016,387933,456919
856,386935,385824,464935
857,361274,391009,476429
858,359009,385664,490795
859,377926,391384,458765
860,355282,377257,456394
861,356249,388094,467252
862,367043,399505,454635
863,354849,390273,523802
864,360943,383484,466416
865,349080,379985,466476
866,369976,379922,495887
867,372694,391214,470480
868,361607,397413,452927
869,399138,390448,472607
870,358163,387471,477474
871,363348,401588,457609
872,355472,393491,453554
873,363451,383321,464547
874,364084,395176,475702
875,408767,388525,473802
876,351177,383768,567456
877,380575,389428,590762
878,362686,416543,485454
879,368329,401030,520037
880,355358,378045,548547
881,364732,385588,457831
882,368037,392118,494816
883,349517,384580,470862
884,360180,381784,459196
885,360499,377027,461874
886,355935,382364,465114
887,353035,387196,455403
888,362985,386452,474504
889,366552,398342,462141
890,361121,379338,455546
891,424889,397647,455116
892,349823,429931,489998
893,374830,389102,454961
894,371661,386714,473724
895,355168,376700,461880
896,351996,389725,466697
897,368325,388076,466214
898,364014,394392,462698
899,365512,389817,462582
900,357550,372739,466805
901,355113,392194,466536
902,355821,392748,459546
903,391506,387690,466034
904,351610,382034,512252
905,355538,390596,463113
906,361420,390192,451263
907,360629,390937,476453
908,361155,390760,455546
909,353474,387715,459996
910,355215,384020,458700
911,356189,375093,453427
912,340055,388720,453241
913,355746,378610,465306
914,363564,376467,460297
915,356579,389448,462624
916,364582,388761,458505
917,417483,399752,470823
918,374472,399270,463035
919,352792,385816,465042
920,366460,395737,452447
921,356682,384805,456420
922,355251,381273,464488
923,351658,376864,465401
924,364118,395663,467816
925,361013,379179,455125
926,358506,379635,488182
927,365845,380563,461445
928,345827,386373,459767
929,353322,503664,505560
930,370473,437032,479716
931,374024,416813,463517
932,366922,400978,471600
933,356033,389384,463719
934,358451,400012,464711
935,362819,393306,480285
936,364739,394829,461801
937,373856,382653,463894
938,355312,385203,470024
939,355705,381586,450250
940,372059,388721,457546
941,358351,389700,476351
942,357205,389946,477616
