Iteration,UserSide1_ns,BankSide_ns,UserSide2_ns
775,296693,325906,434648
776,294137,337529,420483
777,302067,334278,441907
778,302696,331661,424475
779,302149,348024,418188
780,295145,330076,431454
781,308806,331219,425821
782,288020,338167,423508
783,364476,355442,433123
784,303018,333960,447257
785,302000,326687,427454
786,300182,352426,423863
787,297933,330140,432942
788,295260,332409,425238
789,296517,340096,432989
790,296088,333995,429112
791,291241,321183,418411
792,292735,324802,427193
793,293300,324595,439561
794,315109,332563,439377
795,296895,326207,439092
796,303578,333609,504195
797,340752,391427,567132
798,371427,343688,439538
799,303687,348280,434215
800,303583,346719,424033
801,296643,332997,426862
802,296426,329850,421872
803,301867,327734,424651
804,297871,332243,436281
805,302563,331720,429791
806,299916,335496,451245
807,309842,339619,441210
808,304460,328369,425667
809,297303,328485,424025
810,311670,363164,437171
811,301089,335898,440322
812,293724,326048,422455
813,309088,334030,429290
814,300592,332657,436568
815,297141,325456,440874
816,287362,333040,421865
817,288676,319564,418564
818,307656,333693,424419
819,297737,352074,428095
820,300951,329307,421591
821,291425,321741,423952
822,298033,344726,423446
823,292420,322915,433265
824,306241,333320,449809
825,296145,343337,427803
826,293240,328469,425111
827,293643,326150,425934
828,292758,334680,424080
829,297195,334452,431735
830,300867,327825,422842
831,294798,338034,427111
832,300336,330143,429959
833,298543,341403,433445
834,301367,338982,434390
835,300265,326767,422263
836,293638,334508,423362
837,297924,331882,425917
838,293724,325864,425806
839,299322,340308,419990
840,295508,321712,428701
841,296653,327880,431924
842,288359,354463,425684
843,302827,333253,424368
844,298862,331349,438823
845,289589,333726,434790
846,302987,333100,433984
847,301886,333531,423923
848,335868,334786,427317
849,298426,322628,444099
850,305498,348838,437187
851,311610,334855,430027
852,299380,337908,447053
853,303259,337153,436838
854,308413,354142,426663
855,298525,327762,438214
856,297867,335954,430914
857,299592,334529,433541
858,296239,331382,449228
859,346291,322951,419252
860,301773,324720,431088
861,290398,325960,439621
862,294638,332067,424557
863,299014,340974,433533
864,296090,322485,420144
865,302393,329940,420446
866,293809,323262,448318
867,301530,345935,449020
868,314889,332067,430642
869,298870,345138,441925
870,284917,322299,416840
871,290845,330063,421931
872,302229,330697,449465
873,295560,321681,446202
874,308874,336192,430222
875,302348,330553,424998
876,339292,326767,434829
877,295159,340688,446998
878,304280,338598,438670
879,308409,349881,431052
880,297625,328597,443716
881,303919,332033,429247
882,304664,346400,433409
883,297915,322789,437809
884,295625,345707,447439
885,306909,330302,424891
886,297670,325843,445905
887,304384,337286,435984
888,304763,324139,438795
889,300273,327109,434244
890,296410,322475,425388
891,294500,333547,428353
892,300751,333689,441508
893,334129,400017,444431
894,302017,325864,434541
895,290841,324135,422532
896,296437,337871,428667
897,299048,335035,427987
898,305554,319856,419581
899,294867,329961,431196
900,289345,326619,423412
901,293032,324202,426201
902,297698,337203,424601
903,293370,328338,420552
904,310849,328481,425764
905,315137,327267,435987
906,300552,329383,476503
907,306842,328296,430855
908,294410,326069,434217
909,297284,324791,418600
910,309154,344846,471896
911,299075,338822,435651
912,292192,322302,423823
913,294799,328329,437290
914,304253,329067,420140
915,310708,332651,418863
916,290712,322220,428379
917,296047,326779,418176
918,301751,321839,437547
919,310552,326773,436324
920,302973,346865,429979
921,295250,342640,428426
922,303549,338016,432640
923,295181,317129,423591
924,290947,321871,436751
925,317955,330444,442105
926,296652,340721,425952
927,299925,346832,455528
928,303078,321879,425035
929,295206,317624,443398
930,294401,323639,428667
931,301873,329950,420577
932,298470,330708,430675
933,295190,323653,423287
934,295060,334642,425571
935,290740,327300,458279
936,301538,335574,423824
937,293754,337472,421075
938,296476,325343,419721
939,296127,330399,423101
940,289947,329584,433758
941,297313,320295,427062
942,300180,334513,428346
943,289404,323988,437640
944,302300,328615,424621
945,302069,340915,422522
946,291405,326336,421836
947,302853,332652,422500
948,300369,339692,422988
949,299794,319488,434034
950,299973,356702,423925
951,298215,328549,429127
952,296789,326879,428194
953,287547,324470,438316
954,303392,346447,422696
955,298242,324361,420651
956,301558,330828,421403
957,297205,335089,433505
958,295460,335933,424979
959,299011,331598,422858
960,300995,357609,437507
961,305238,334294,436239
962,300699,339246,429923
963,297386,341228,431153
964,290024,324831,434683
965,307902,332128,429589
966,300820,341889,435322
967,297732,333070,431476
968,307271,363233,422992
969,293528,326356,444821
970,299896,333148,429118
971,302934,334907,427139
972,300509,331826,435612
973,304317,337957,425377
974,312022,328402,421196
975,298007,328149,430411
976,294277,324057,424317
977,295723,336455,443713
978,294006,323926,430303
979,303858,334722,432153
980,290795,323888,430575
981,293937,324369,434769
982,302164,336528,422647
983,298534,330370,435552
984,298355,323607,422596
985,301417,332866,422475
986,293724,324153,432319
987,302056,324869,416278
988,302737,357769,429788
989,306466,329427,467806
990,344777,351822,427790
991,296285,326358,433363
992,295515,324772,427845
993,302567,326953,456058
994,294774,322286,433976
995,288735,329431,432276
996,293436,334729,454228
997,289649,320188,434261
998,294545,315464,420348
999,298170,329348,423784
1000,299235,327445,419387
1001,301039,324872,425664
1002,293716,327354,430869
1003,300039,332708,502259
1004,300222,325706,426353
1005,303717,336648,436525
1006,296556,328396,434161
1007,298871,333991,430527
1008,303178,333734,431125
1009,290120,330747,436434
1010,304647,329390,423611
1011,293822,328293,418122
1012,291925,321627,415767
1013,309002,332812,438924
1014,308280,333105,423828
1015,294567,323257,419409
1016,302079,324536,415775
1017,294974,349180,459371
1018,299585,330321,452837
1019,300972,346978,451553
1020,298872,325977,426549
1021,297456,336769,423465
1022,294795,330393,439338
1023,294283,322650,419911
1024,289038,333614,423842
1025,290438,326384,416494
1026,301639,322866,424510
1027,290634,324719,434932
1028,298977,325039,417697
1029,297698,327947,424616
1030,294814,331780,435828
1031,350246,442706,437393
1032,303142,330038,439082
1033,298479,325378,437397
1034,294923,339576,422855
1035,298023,336656,422004
1036,302743,324303,422470
1037,306978,344649,432833
1038,300923,331886,421725
1039,309252,327757,440959
1040,296804,323754,430896
1041,297959,373517,431655
1042,309626,335634,424534
1043,341216,331246,449582
1044,298361,330825,504894
1045,317612,329707,430579
1046,300685,334047,426295
1047,294985,330159,424456
1048,311159,333329,422520
1049,295493,335887,427470
1050,304162,327755,423841
1051,307129,323201,426107
1052,291081,328708,439096
1053,303207,335719,434791
1054,297261,337354,424981
1055,296998,325668,426221
1056,301877,329951,424872
1057,317849,331360,435211
1058,291581,355877,537914
1059,292904,335606,442260
1060,303074,329459,436944
1061,301959,343861,423167
1062,296932,343094,430054
1063,307729,336573,432770
1064,298796,326518,439151
1065,299165,329074,448262
1066,294269,333878,484795
1067,301164,324551,463220
1068,306586,334642,424772
1069,297770,330583,434595
1070,301471,332062,428194
1071,296685,341062,426748
1072,320641,337955,482152
1073,429080,358675,494917
1074,304482,336883,437676
1075,303367,337498,429589
1076,300712,339631,426802
1077,307079,332164,425099
1078,291542,333028,444847
1079,302336,330945,517736
1080,304670,331274,427097
1081,304052,322352,431244
1082,293215,333062,435928
1083,296613,332486,424903
1084,302460,321011,431804
1085,290538,323397,435061
1086,293030,326369,425202
1087,295226,329862,430504
1088,305215,327469,440025
1089,304535,324639,423853
1090,290891,322195,432364
1091,292188,322253,432153
1092,330127,337902,428969
1093,300788,326657,429934
1094,300836,334672,450991
1095,303655,327146,432939
1096,296955,341772,436340
1097,346861,423215,435037
1098,299052,328913,436901
1099,304269,348880,433597
1100,301469,336068,422684
1101,291423,323969,424182
1102,296253,328656,429230
1103,294949,336304,421652
1104,288273,319525,431732
1105,294197,319955,422759
1106,305107,339708,423660
1107,298674,325537,434913
1108,294650,324557,416040
1109,298028,328240,426025
1110,300649,329081,436193
1111,298616,328075,429579
1112,300536,346731,431693
1113,391443,336310,426808
1114,299942,343809,429199
1115,301644,319941,424872
1116,304862,366943,435566
1117,293715,331071,434493
1118,347753,334074,434259
1119,299772,340838,423442
1120,289951,327635,418779
1121,292052,325227,424206
1122,294942,323908,436483
1123,292808,330226,426016
1124,295230,335384,444861
1125,297235,330723,442798
1126,303909,331327,520993
1127,335471,377547,578200
1128,330642,365989,426342
1129,292929,334396,425363
1130,316166,389835,441409
1131,305432,336951,433153
1132,307494,332611,430807
1133,313678,343925,435581
1134,293436,326213,441037
1135,295416,339134,431464
1136,307322,332342,425298
1137,304525,323849,434965
1138,302589,332464,435052
1139,303138,344022,556229
1140,373680,407044,533550
1141,302164,372098,464258
1142,302928,334528,429326
1143,303186,333446,437653
1144,300299,336453,421641
1145,290134,336339,437629
1146,298196,331446,423677
1147,293352,337941,420498
1148,310503,322287,425685
1149,317058,332129,437046
1150,290668,322501,433821
1151,295127,326185,434632
1152,288118,330387,422821
1153,396775,334984,430512
1154,311325,442044,484708
1155,295374,373874,422352
1156,303525,327825,420902
1157,309235,324438,439655
1158,297619,336695,434399
1159,293676,328112,423967
1160,294002,334561,424982
1161,296516,328382,420454
1162,299483,331281,420626
1163,304631,329427,416897
1164,303567,329901,420767
1165,337379,318874,436517
1166,300829,331056,541036
1167,293683,379997,556204
1168,356994,357479,432277
1169,299316,325603,435068
1170,301966,334211,430566
1171,299922,333553,429424
1172,305650,337701,441694
1173,295548,323370,433745
1174,300038,329094,434907
1175,298128,333909,438240
1176,300286,331399,430741
1177,300295,339002,435224
1178,293939,329925,418460
1179,298833,324067,431304
1180,395209,333174,465835
1181,299446,447162,452222
1182,301418,334004,430440
1183,303825,332560,439466
1184,306844,331895,444361
1185,298805,342043,421537
1186,289491,335207,432176
1187,302967,330831,432517
1188,311742,324570,429607
1189,292582,324938,461256
1190,290462,328156,435865
1191,289905,316918,437411
1192,287102,336773,420614
1193,300421,322828,547206
1194,354954,333740,433464
1195,298744,344658,424125
1196,300792,328498,426392
1197,299000,323262,419393
1198,293017,327679,433734
1199,295075,330333,423409
1200,306527,331980,444635
1201,292917,317710,425569
1202,297198,339036,417954
1203,300914,329113,424622
1204,296680,328534,428408
1205,289363,325014,419837
1206,304267,344092,421486
1207,341500,442394,521509
1208,301087,330977,449889
1209,343333,396454,432098
1210,295696,329325,436387
1211,296990,325753,421836
1212,301746,324936,422451
1213,291113,319477,470582
1214,296007,334946,429650
1215,298651,335576,429040
1216,298689,330033,437789
1217,297505,335953,432327
1218,302801,326346,430954
1219,299281,332378,434870
1220,305265,328009,425165
1221,460093,430062,517553
1222,429553,370409,469968
1223,305625,335475,422595
1224,307145,327742,427888
1225,311868,330104,435304
1226,296509,325231,444549
1227,300602,330927,440005
1228,294944,326163,427239
1229,298640,333886,417268
1230,294818,337791,420686
1231,298053,324778,424306
1232,345293,322348,427120
1233,289726,321332,428854
1234,305345,351912,464007
1235,422477,331941,551528
1236,356455,335973,434071
1237,297282,336395,423805
1238,292655,375752,419388
