Iteration,Payee1_ns,Payer_ns,Payee2_ns
2040,1944508,4477196,2531735
2041,1955651,4477133,2464723
2042,1938833,4432620,2485947
2043,1901802,4457758,2459835
2044,1955841,4430786,2484940
2045,1947548,4526841,2492209
2046,1957589,4429925,2459020
2047,1952874,4410670,2523140
2048,1980853,4461424,2569258
2049,1928224,4492229,2639664
2050,2011099,4563216,2498501
2051,2027787,4912103,2718733
2052,2036038,4655297,2544180
2053,2117399,4649870,2731135
2054,2009153,4536846,2475308
2055,1994999,5453875,2544331
2056,2012796,4424689,2468587
2057,2380832,4484640,2523849
2058,1961583,4501639,2553257
2059,1972189,4420266,2442405
2060,2013159,4498970,2506930
2061,2050884,4498834,2513865
2062,1976226,4441201,2481805
2063,1972895,4557185,2501783
2064,1991182,4443797,2505355
2065,1966392,4518862,2535687
2066,1983576,4570095,2487948
2067,1975741,4501484,2501819
2068,1931444,4380282,2447524
2069,1938669,4354974,2411778
2070,2008436,4503677,2580051
2071,1970380,4461914,2464098
2072,1936717,4563585,2502570
2073,1971301,4460365,2596202
2074,1954522,4797017,2519842
2075,1940359,4450675,2452833
2076,1947725,4462774,2446573
2077,1954793,4511509,2499816
2078,2002003,4434864,2504032
2079,2025573,4678133,2553503
2080,1977132,4487463,2445124
2081,2011319,4601360,2487002
2082,1954552,4438407,2415568
2083,1926774,4872457,2472973
2084,2157368,4533558,2640789
2085,2009243,4470780,2539836
2086,1940809,4540905,2737730
2087,1979998,4510638,2493578
2088,1976402,4718788,2642357
2089,1972168,4364759,2457803
2090,1949532,4529241,2519321
2091,1971421,4343319,2417062
2092,2074398,4496300,2444525
2093,1942442,4396736,2420969
2094,1922928,4383737,2433901
2095,1915286,4581047,2691253
2096,2021744,4450073,2445090
2097,1956680,4715118,2508544
2098,1920696,4450118,2480124
2099,2020935,4660324,2440684
2100,1958413,4468491,2641784
2101,2194605,4446396,2460393
2102,1898780,4755228,2915578
2103,1976733,4421293,2521078
2104,1970028,4597796,2411088
2105,1938556,4371849,2458576
2106,1969436,4609952,2430103
2107,1901147,4736748,2503772
2108,2199679,4713702,2502490
2109,1920879,4389546,2561509
2110,1947209,4394431,2483480
2111,1928220,4372540,2471971
2112,1895995,4394452,2406548
2113,1939786,4355599,2418846
2114,1926866,4372761,2401211
2115,1939945,4829149,2520142
2116,1946312,4426083,2431506
2117,2152181,4520048,2503810
2118,1980702,4501330,3027173
2119,2008945,4439167,2426525
2120,2000343,4675234,2551158
2121,1986521,4406456,2512740
2122,1967225,4703134,2600418
2123,1916936,4412479,2447139
2124,2086775,4621242,2400562
2125,1953939,4564752,2624628
2126,2123951,4429478,2570815
2127,1975810,4989780,2428903
2128,1998094,4444779,2527018
2129,1901954,4955726,2478567
2130,1942109,4452619,2460144
2131,2258404,4532322,2493013
2132,2043039,4457326,2744897
2133,1967103,4389160,2468554
2134,1917912,4722712,2513555
2135,1936059,4572836,2445298
2136,1951844,4427099,2442007
2137,1996007,4502435,2454286
2138,1950725,4360353,2456617
2139,1904150,4418372,2421074
2140,2002159,4416484,2412534
2141,1956269,4327465,2486216
2142,1926982,4432943,2484046
2143,1945890,4451711,2716613
2144,2000828,4461310,2482621
2145,1939825,4811518,2463602
2146,1966642,4387094,2420804
2147,1947760,4481338,2455293
2148,1913664,4369275,2445012
2149,1969711,4449752,2444414
2150,1946693,4452089,2739516
2151,2048234,4476773,2476632
2152,1994101,4639174,2728171
2153,1992397,4463759,2544012
2154,1894833,4936972,2456654
2155,1955816,4777512,2470601
2156,2091395,4450534,2511573
2157,2015275,4484103,2718390
2158,1956562,4300012,2419617
2159,1995940,4340406,2468786
2160,1929057,4392611,2428479
2161,1963986,4426031,2507358
2162,1929972,4371813,2442686
2163,1930665,4520459,2429868
2164,1908396,4422682,2446615
2165,2061340,4408285,2510773
2166,1970622,4496612,2749604
2167,2168577,4688917,2512790
2168,2008302,4559833,2611533
2169,1976851,4468942,2459352
2170,1969550,4540923,2449250
2171,1949595,4425258,2478260
2172,1992688,4399111,2462022
2173,1934959,4376607,2443368
2174,1951617,4399475,2406056
2175,1957032,4438932,2452907
2176,1921125,4420952,2419290
2177,1898315,4673467,2683055
2178,1948073,4468333,2471161
2179,2070271,4443227,2449615
2180,1967628,4352472,2510018
2181,2153604,4401508,2434291
2182,1936075,4352636,2639357
2183,1973735,4363281,2468258
2184,1959339,4421106,2630705
2185,1950918,4595418,2483060
2186,1957709,4459234,2421433
2187,1914882,4529792,2479450
2188,1981286,4373827,2441162
2189,2012263,4514184,2509230
2190,2280357,4575355,2470555
2191,1965445,4480066,2761390
2192,1957485,4461224,2424927
2193,1939255,4621048,2728894
2194,1956972,4432972,2423081
2195,1922812,4422791,2465083
2196,1973981,4379210,2451488
2197,1971145,4537819,2517639
2198,1908146,4396190,2495297
2199,1959672,4373288,2472656
2200,1920368,4415309,2488374
2201,1986894,4329333,2460651
2202,1951027,4520549,2420760
2203,1895057,4357656,2410491
2204,1914643,4351038,2478566
2205,1922164,4420429,2428971
2206,1926700,4382785,2466871
2207,1942325,4542937,2452059
2208,1983531,4443049,2460675
2209,1936778,4556892,2437246
2210,1917665,4424900,2417998
2211,1961130,4469324,2449387
2212,1972996,4343112,2408578
2213,1934528,4339413,2462418
2214,1927498,4593017,2481501
2215,1921371,4545179,2466529
2216,2114535,4349625,2503638
2217,1927488,4682549,2473612
2218,1967119,4427179,2472484
2219,1926634,4385469,2507950
2220,1907235,4342311,2405329
2221,1941671,4378509,2488649
2222,1899798,4360512,2425963
2223,1913953,4373435,2436950
2224,1978432,4410404,2443465
2225,1932570,4317730,2445473
2226,1934569,4391722,2542891
2227,1960882,4370856,2436447
2228,2029019,4579596,2489856
2229,1935901,4475003,2466377
2230,1970612,4422528,2448502
2231,1912582,4596219,2411712
2232,1903643,4363567,2434181
2233,1985715,4417510,2402317
2234,1910728,4325186,2465375
2235,1966674,4343603,2419236
2236,1960907,4409728,2464079
2237,1939386,4374638,2437442
2238,1918471,4452494,2419245
2239,1962699,4382825,2605683
2240,1935258,4367222,2419505
2241,1951223,4814801,2481721
2242,1910778,4436367,2433379
2243,1929343,4522517,2473875
2244,1978129,4451994,2468852
2245,2002566,4437261,2435793
2246,1941805,4391812,2501148
2247,1953637,4476502,2433132
2248,1913003,4408141,2441074
2249,1951943,4435728,2489223
2250,2249539,4412375,2436344
2251,1958161,4508455,2466720
2252,1935549,4344545,2421010
2253,1934967,4480874,2483452
2254,1936640,4470210,2482475
2255,2178085,4402424,2448938
2256,1950148,4340279,2554684
2257,2020312,4601695,2531990
2258,2014552,4608349,2445381
2259,1915395,4404534,2480306
2260,1988428,4427310,2498078
2261,1934977,4365930,2598029
2262,1981602,4360065,2415240
2263,1924596,4529548,2441019
2264,1935243,4368388,2469463
2265,1926529,4438190,2476606
2266,1957872,4428302,2490037
2267,1936355,4400507,2435680
2268,1963347,4415686,2706312
2269,2063702,4654432,2482073
2270,1952217,4502847,2483941
2271,1945063,4546534,2439079
2272,2129568,4365644,2529760
2273,1937063,4670639,2490825
2274,1932407,4391705,2402108
2275,1927781,4459967,2439102
2276,1965445,4441367,2467367
2277,1956185,4380972,2456991
2278,1953027,4368657,2487031
2279,1893703,4407985,2476294
2280,1899052,4488292,2444112
2281,1956498,4394832,2447163
2282,2240129,4580101,2699647
2283,1910976,4467174,2454777
2284,1943722,4490034,2595670
2285,1978321,4427430,2553082
2286,1912636,4398371,2411348
2287,1921107,4402489,2415384
2288,2050945,4413696,2439075
2289,1958378,4349606,2459730
2290,1935100,4705132,2459633
2291,1965714,4426301,2452774
2292,1920585,4500047,2471598
2293,2042197,4658374,2532602
2294,1958894,4469853,2493896
2295,1960234,4578807,2470171
2296,1969636,4449203,2451262
2297,1974975,4468049,2435697
2298,1948367,4370223,2453522
2299,1921107,4401371,2586864
2300,2016821,4488970,2436702
2301,1912197,4447630,2466515
2302,1969871,4354221,2522619
2303,1931149,4374906,2639487
2304,1965993,4389222,2525386
2305,1916648,4373142,2454702
2306,2187002,4579069,2445027
2307,1932374,4511749,2508309
2308,1971746,4507735,2505483
2309,1986891,4459423,2494158
2310,1951749,4672764,2496368
2311,1963276,4430756,2462079
2312,1995169,4559432,2456744
2313,1916161,4387986,2467872
2314,1915313,4423802,2445315
2315,1957792,4660567,2503898
2316,1953216,4417534,2519340
2317,1950585,4383535,2439450
2318,1938134,4427123,2488632
2319,2041000,4396959,2402441
2320,1939696,4343026,2458402
2321,1979266,4398050,2465009
2322,1894963,4816087,2440233
2323,1923064,4561652,2430025
2324,1949427,4352796,2404488
2325,1948817,4417203,2424031
2326,1941532,4402394,2407336
2327,1969146,4434992,2450768
2328,1935133,4498103,2451293
2329,1967353,4494896,2448784
2330,1950166,4450798,2481928
2331,2023691,4370726,2431433
2332,1955197,4419624,2432697
2333,1931421,4451722,2413404
2334,1893761,4477610,2436980
2335,1924272,4437003,2408387
2336,1944731,4369171,2438500
2337,1898038,4333254,2440256
2338,1986135,4389571,2417266
2339,1949429,4371741,2461240
2340,1924144,4472248,2446079
2341,1927965,4367190,2434347
2342,1965064,4411497,2416298
2343,2012662,4393591,2472577
2344,1906024,4428661,2430950
2345,1993910,4358516,2404512
2346,1918703,4433827,2444731
2347,1984570,4395574,2410124
2348,1935932,4400945,2427398
2349,1927191,4388673,2451320
2350,1936101,4403979,2422163
2351,1929132,4447198,2426344
2352,1919328,4403658,2460517
2353,2022727,4417398,2389399
2354,1920736,4456839,2691771
2355,1966595,4368834,2458262
2356,1957567,4449609,2520214
2357,1920767,4423784,2371917
2358,1934251,4644633,2474303
2359,1960592,4460661,2578548
2360,2038582,4445438,2453483
2361,1911306,4502748,2423930
2362,1906259,4375978,2437860
2363,1957237,4401535,2473893
2364,1934654,4481510,2490057
2365,1967006,4374439,2433566
2366,1930787,4369322,2622833
2367,1941855,4369619,2469565
2368,1964122,4416154,2481099
2369,1927638,4389837,2495670
2370,2088941,4500922,2443981
2371,1952528,4387539,2471452
2372,1909472,4347184,2466648
2373,1912047,4340728,2432541
2374,1908423,4374891,2430464
2375,1942085,4447188,2464169
2376,1947588,4371124,2414086
2377,2071226,4492165,2633128
2378,1959239,4421969,2482125
2379,1934357,4331128,2424262
2380,1901462,4500312,2415214
2381,1934149,4477483,2467481
2382,1951435,4349115,2436950
2383,1925475,4412261,2441534
2384,1980451,4464344,2481980
2385,1944403,4377201,2492238
2386,1925197,4355258,2465531
2387,1940008,4408678,2435827
2388,1937791,4404351,2511122
2389,2125548,4419690,2533835
2390,2024455,4501807,2523214
2391,1927923,4389323,2544031
2392,2121780,4434337,2500288
2393,1981902,4373424,2454780
2394,2000034,4516076,2504123
2395,1980610,4509725,2452642
2396,1961046,4403797,2453623
2397,1986140,4483347,2483661
2398,1935358,4410034,2713371
2399,1964243,4459710,2486334
2400,1925021,4601449,2548571
2401,1929758,4378267,2425322
2402,1940418,4368467,2469493
2403,1900247,4373158,2498296
2404,1924844,4469793,2441159
2405,1945400,4367046,2461884
2406,1904925,4373333,2526418
2407,2079358,4469730,2455454
2408,1935074,4379845,2499161
2409,1988497,4445651,2498421
2410,1978937,4447788,2547329
2411,1961344,4354490,2413106
2412,1947586,4381391,2438081
2413,1965099,4376512,2482344
2414,1961242,4408480,2441223
2415,1956594,4445181,2502281
2416,1905704,4565115,2517655
2417,2176512,4561021,2562394
2418,2119722,4414472,2552394
2419,1965799,4436749,2501059
2420,2053500,4622087,2456124
2421,1970953,4495845,2619163
2422,2388488,4939180,2512935
2423,1943241,4604040,3073794
2424,2018308,4697830,2475972
2425,1951224,4462514,2519965
2426,2040288,5088296,2472391
2427,2038577,4439086,2487017
2428,1929337,4391401,2454222
2429,1937633,4639197,2613062
2430,1908393,4432492,2445427
2431,1965005,4404128,2469645
2432,2079397,4457628,2499921
2433,1932763,4363636,2502931
2434,1932352,4581497,2488191
2435,1948208,4478987,2756925
2436,1917530,4388563,2499424
2437,1918584,4606764,2578036
2438,2046888,4625092,2594818
2439,1966328,4638341,2513151
2440,2004687,4460279,2524150
2441,1933413,4462279,2677821
2442,2117602,4421537,2404745
2443,1945316,4345795,2466677
2444,1943130,4469819,2418570
2445,1880291,4412422,2436465
2446,1939479,4415772,2470474
2447,1909724,4437507,2477569
2448,1900268,4379722,2539729
2449,1957468,4444202,2443501
2450,1924834,4454777,2468435
2451,1992634,4409525,2471403
2452,1937720,4453579,2466144
2453,1951447,4365847,2493245
2454,1932808,4412942,2459324
2455,1968724,4432041,2492295
2456,1986946,4509977,2438050
2457,1972751,4463840,2440215
2458,1906703,4425798,2470078
2459,1905237,4471693,2525554
2460,1975709,4389542,2675192
2461,1985209,4377070,2446431
2462,2040749,4555778,2442443
2463,1976732,4406112,2403523
2464,1873170,4402371,2465658
2465,1961242,4390533,2499758
2466,1932720,4390237,2444158
2467,2205800,4760110,2421567
2468,1996825,4369744,2461025
2469,1999431,4410414,2446378
2470,1917550,4332320,2623284
2471,1918092,4464002,2473684
2472,1975552,4451673,2394080
2473,1965707,4441450,2430539
2474,1966652,4549517,2403083
2475,1872604,4329821,2518006
2476,1941017,4405562,2458914
2477,1923892,4397349,2603393
2478,1941628,4462866,2439022
2479,1993569,4481160,2439442
2480,1946100,4428484,2504554
2481,2008915,4338177,2518092
2482,1918344,4423547,2470001
2483,1945226,4458173,2420290
2484,1931295,4390608,2443640
2485,1925734,4341313,2431404
2486,1920313,4387969,2427377
2487,1923718,4389901,2490945
2488,1930225,4407519,2462767
2489,2046990,4395787,2447261
2490,1910306,4401959,2466823
2491,1930503,4364660,2445770
2492,1930195,4359058,2434491
2493,1960267,4405651,2444518
2494,1960120,4417694,2435184
2495,1941120,4362957,2532349
2496,1948934,4449800,2400286
2497,1939830,4406839,2434909
2498,2115669,4416699,2432430
2499,1943293,4388560,2565030
2500,1874528,4413186,2458947
2501,1897514,4430143,2484768
2502,1917893,4446097,2432702
2503,1914892,4391761,2450197
2504,2017762,4380618,2459875
2505,1942951,4417346,2479855
2506,1956357,4430282,2422229
2507,1883213,4488597,2411506
2508,1940519,4390879,2455813
2509,1939922,4366017,2504905
2510,1949330,4424251,2468287
2511,1924869,4775895,2441044
2512,2267975,4458412,2416183
2513,1978678,4578911,2489113
2514,1906470,4581156,2475521
2515,1964710,4569759,2449534
2516,1931597,4695031,2483283
2517,1962362,4413165,2444289
2518,2169400,4469170,2492021
2519,1918388,4385238,2714222
2520,1975153,4372080,2461551
2521,1947334,4378408,2465812
2522,2023588,4412594,2418516
2523,1920712,4397396,2471300
2524,1914220,4522585,2611734
2525,1914573,4419301,2419901
2526,1947437,4596542,2605854
2527,2003982,4559891,2479838
2528,2099279,4402848,2513490
2529,1943161,4388265,2485795
2530,1970700,4396997,2414458
2531,1935044,4322209,2436941
2532,1984136,4381387,2409597
2533,1942814,4385261,2414438
2534,1917150,4426072,2465640
2535,1927071,4396644,2456169
2536,1929849,4358190,2544323
2537,1949048,4344161,2467948
2538,1968759,4358498,2695698
2539,1919977,4438262,2495520
2540,1924231,4343643,2477161
2541,1899751,4426251,2691522
2542,1965011,4487256,2452342
2543,1973732,4620689,2495734
2544,1932990,4387807,2475907
2545,1926240,4473775,2428877
2546,1957522,4426466,2483311
2547,1967562,4355733,2487575
2548,1957886,4378124,2440156
2549,1906947,4390627,2424590
2550,1983221,4394755,2471280
2551,1926395,4378424,2395581
2552,1882053,4364097,2422841
2553,1958973,4363543,2510302
2554,1921322,4424119,2403632
2555,1928470,4379100,2401318
2556,1965426,4365206,2425569
2557,1929762,4347746,2413368
2558,1906128,4413143,2434114
2559,1939682,4393983,2528101
2560,2011597,4560682,2401148
2561,1911623,4382497,2407381
2562,1952894,4567223,2470988
2563,1954422,4457638,2469522
2564,1920285,4399207,2445346
2565,1954781,4610995,2528261
2566,1927828,4430538,2512892
2567,1980762,4397454,2406658
2568,1865678,4461077,2500260
2569,1945748,4400501,2458027
2570,1886162,4614189,2585873
2571,1940646,4399282,2454148
2572,1900743,4614747,2465858
2573,1951778,4416205,2433656
2574,2007107,4342153,2488702
2575,1934326,4761978,2442340
2576,1960300,4487658,2408816
2577,1949700,4358806,2451394
2578,1950562,4377409,2511635
2579,1922303,4347861,2395025
2580,3826785,5174079,2409251
2581,1933945,4370941,2580464
2582,1938903,4437818,2428280
2583,1944346,4414511,2451912
2584,1915238,4343013,2485529
2585,1957378,4334267,2473249
2586,1890167,4466060,2403926
2587,1986484,4485742,2465373
2588,1985901,4687131,2555648
2589,1975209,4458610,2427522
2590,1925798,4521384,2441245
2591,1903368,4440891,2447921
2592,1976498,4380980,2430348
2593,1919394,4369526,2465575
2594,1942866,4408722,2503247
2595,1916226,4429156,2424620
2596,1941541,4447043,2439249
2597,1945115,4380066,2390534
2598,1984923,4382784,2486641
2599,1948454,4532550,2459165
2600,1917471,4422543,2470208
2601,1963221,4393641,2401856
2602,1951476,4482425,2427973
2603,1997424,4480570,2454867
2604,1908053,4460853,2405689
2605,1903013,4390430,2446014
2606,1929788,4414916,2423557
2607,2205304,4536744,2570813
2608,2037660,4404779,2655764
2609,1920497,4333709,2409262
2610,1999442,4488117,2388324
2611,2017278,4397526,2489624
2612,1948914,4446384,2416932
2613,1948104,4406323,2440613
2614,1941514,4593515,2490622
2615,1925042,4504717,2473235
2616,1892632,4399292,2469805
2617,2224036,4464228,2489513
2618,1953949,4424836,2474185
2619,1916641,4457338,2447740
2620,1937483,4393230,2480731
2621,1951313,4351922,2373968
2622,1957538,4605398,2404898
2623,1944752,4571498,2478188
2624,2137533,4546672,2411677
2625,1953868,4414105,2455675
2626,1944361,4324516,2488864
2627,1925855,4401393,2514449
2628,1933904,4443515,2400495
2629,1927858,4321138,2429193
2630,1998854,4461107,2579139
2631,1951034,4442116,2494066
2632,1954849,4594953,2423374
2633,1979111,4540374,2468083
2634,1946846,4382311,2469866
2635,1925892,4414214,2487313
2636,1946098,4351473,2425296
2637,1993993,4406309,2396987
2638,1947050,4409205,2445080
2639,1973975,4480183,2408551
2640,1977317,4401432,2624897
2641,1917622,4398878,2445198
2642,1904574,4420445,2472302
2643,1937702,4399033,2437802
2644,1991055,4560397,2468595
2645,1959086,4352300,2409766
2646,1996283,4508407,2448874
2647,2010774,4396206,2409692
2648,1941251,4561847,2448493
2649,1898977,4619659,2578515
2650,1976238,4416671,2443440
2651,1936989,4393575,2426022
2652,2049077,4604808,2468455
2653,1946829,4389475,2481568
2654,1921136,4454928,2441854
2655,1934664,4423480,2426034
2656,2149543,4414950,2449036
2657,1923553,4448312,2485189
2658,1992400,4407926,2413198
2659,1965050,4530589,2500028
2660,1958703,4404773,2637534
2661,1955033,4413549,2464237
2662,1951634,4563347,2489432
2663,1987194,4391640,2473266
2664,1951850,4575606,2448468
2665,1925272,4506095,2647492
2666,1935890,4454999,2447300
2667,1906082,4443603,2455988
2668,1979989,4399825,2413706
2669,1972739,4370757,2490962
2670,1936639,4386923,2497438
2671,1987681,4406114,2499447
2672,1921944,4575853,2463389
2673,1931305,4435080,2491448
2674,1949949,4535344,2472239
2675,1930538,4449697,2422446
2676,2012522,4422040,2427141
2677,1939081,4619724,2408825
2678,1933773,4371070,2426100
2679,1944324,4586915,2464982
2680,1952339,4317545,2426614
2681,1949991,4386692,2487337
2682,1923257,4401194,2518567
2683,1949990,4480642,2430451
2684,1931874,4472180,2468146
2685,1936443,4437630,2477648
2686,2075222,4415255,2486947
2687,1943872,4412348,2518777
2688,1947613,4393503,2478847
2689,1908129,4601972,2439359
2690,1953083,4343230,2404565
2691,1932681,4381037,2459651
2692,2007448,4451441,2446097
2693,1919575,4399920,2452389
2694,1915145,4409418,2466944
2695,1913078,4397262,2432716
2696,1940736,4432877,2444107
2697,1933750,4375792,2461265
2698,2003368,4450925,2525744
2699,1986456,4492830,2472510
2700,1965272,4412858,2497303
2701,1914277,4378159,2473992
2702,1941093,4431312,2425250
2703,1940645,4434896,2478284
2704,1939917,4386226,2545141
2705,1943901,4390569,2464099
2706,1910221,4358057,2470825
2707,1913839,4395768,2425709
2708,1920635,4402550,2409776
2709,1926072,4324686,2413763
2710,1944694,4418796,2414996
2711,1978594,4368518,2495522
2712,1918221,4371354,2393800
2713,1940689,4393548,2457552
2714,1905512,4406048,2410841
2715,1935466,4363982,2407656
2716,1906920,4401593,2497103
2717,1961744,4338921,2471396
2718,1895705,4620968,2484342
2719,1963002,4423486,2446088
2720,1984982,4540449,2476873
2721,1930459,4416767,2413572
2722,1960966,4461652,2488676
2723,1977559,4422574,2447834
2724,1932874,4370121,2491304
2725,1929090,4436865,2505125
2726,1940816,4388209,2444149
2727,1929229,4392361,2420896
2728,1955795,4461136,2455133
2729,1940388,4357689,2463119
2730,1942423,4456259,2539154
2731,1976419,4476198,2523767
2732,1954768,4451622,2468544
2733,2050384,4411856,2433225
2734,1963134,4344497,2441789
2735,1948193,4400420,2423740
2736,1978095,4401544,2447279
2737,1941866,4458743,2500489
2738,1964338,4394718,2422840
2739,2063329,4697776,2443439
2740,1929366,4430509,2467014
2741,1971002,4395236,2468101
2742,2063464,4396743,2385065
2743,2043467,4526668,2475441
2744,1994876,4491055,2450224
2745,1987388,4512128,2538807
2746,1925379,4467483,2444381
2747,1942786,4480141,2437851
2748,1937349,4386109,2435298
2749,1921370,4337499,2471730
2750,1925370,4336926,2456609
2751,2002543,4348355,2411831
2752,1923694,4436483,2512477
2753,1911733,4307197,2527832
2754,1975770,4412206,2451501
2755,1964354,4375409,2471646
2756,1972023,4352273,2426339
2757,1910132,4370141,3047925
2758,1964181,4532218,2423024
2759,1908084,4438137,2457174
2760,1971871,4353204,2470824
2761,1967902,4463260,2418592
2762,1897035,4376020,2658130
2763,1961518,4390626,2404098
2764,1918075,4442575,2523065
2765,1974233,4426859,2483469
2766,2175716,4347167,2431610
2767,1955376,4417154,2505080
2768,1932405,4382599,2421066
2769,1935869,4367724,2733440
2770,2218994,5441486,2618501
2771,1966746,4501065,2825325
2772,2239866,5243496,2439321
2773,1942800,4628868,2514589
2774,1995389,4511452,2400858
2775,1961824,4560674,2626878
2776,2024461,4482560,2471421
2777,1936399,4367828,2544682
2778,2056562,4671847,2490616
2779,1907904,4410711,2527145
2780,1977273,4992478,2487675
2781,2032327,4351992,2506912
2782,1952699,4751092,2655613
2783,1962723,4379331,2760104
2784,2010903,4977119,2420441
2785,1931039,4574613,2695153
2786,2046952,4530813,2451637
2787,1965073,4579939,2697590
2788,1984417,4474372,2461274
2789,1911702,5148381,2451913
2790,1993226,4463932,2558475
2791,2027306,4997159,2769481
2792,1972619,4399979,2443596
2793,2005217,4551971,2650728
2794,1983149,4419405,2470978
2795,2074004,4633284,2469401
2796,1922296,4483595,2484833
2797,1945413,4583905,2448490
2798,1951761,4319037,2461091
2799,1924002,4370027,2425942
2800,1939572,4396920,2415580
2801,1938869,4324751,2432800
2802,1917277,4384980,2423279
2803,2018918,4503928,2425193
2804,1946405,4379373,2430887
2805,1949259,4413390,2521778
2806,1936062,4365918,2469929
2807,1949806,4533421,2418852
2808,1932015,4431178,2420774
2809,1916129,4378904,2430594
2810,1900470,4342469,2879368
2811,1948420,4340437,2449918
2812,1926666,4345315,2421325
2813,1932819,4416687,2456707
2814,1914116,4336669,2487100
2815,1953829,4386846,2413745
2816,1947762,4382056,2408371
2817,1940502,4592089,2489490
2818,1925874,4425573,2407746
2819,1921891,4440384,2492955
2820,1901714,4439623,2496411
2821,1961241,4550737,2437235
2822,2015208,4493910,2444815
2823,1934771,4410673,2425986
2824,1936221,4459489,2475428
2825,1911904,4353329,2424642
2826,1981302,4404012,2400628
2827,1932429,4361446,2422021
2828,2006762,4415367,2474213
2829,1968628,4501344,2504216
2830,1900173,4430420,2434430
2831,1958941,4384779,2457831
2832,1974308,4456311,2459656
2833,1939987,4407668,2454133
2834,1966456,4413480,2451840
2835,1930840,4387751,2451197
2836,1958643,4369075,2431737
2837,1953394,4430368,2433228
2838,1975478,4400675,2474207
2839,1937174,4399762,2459110
2840,1963936,4344516,2454281
2841,1923722,4545232,2490084
2842,1912366,4401198,2418229
2843,1935919,4409173,2453401
2844,1925587,4371827,2434132
2845,1937914,4398804,2491275
2846,1982740,4443683,2439117
2847,1943435,4330512,2450513
2848,1923285,4409229,2494076
2849,1947911,4407569,2407458
2850,1927200,4507943,2448627
2851,1915091,4431127,2477385
2852,1960318,4431691,2437518
2853,1924873,4464895,2446758
2854,1924224,4397901,2481802
2855,1961555,4381992,2433405
2856,1927067,4427747,2473836
2857,1968815,4434122,2470389
2858,1932865,4452049,2383361
2859,1956854,4388836,2459105
2860,1936540,4399975,2462320
2861,1960892,4365584,2439769
2862,1993978,4331935,2461227
2863,1983410,4435770,2422559
2864,1946787,4392156,2457871
2865,1892369,4416897,2422418
2866,1914705,4378340,2467107
2867,1942431,4445439,2417590
2868,1896287,4340326,2480121
2869,1989586,4425511,2436460
2870,1984495,4461554,2474191
2871,1926002,4360868,2399440
2872,1946606,4359282,2433757
2873,1974597,4378959,2415209
2874,1942025,4315834,2456621
2875,1927490,4418262,2410898
2876,1929444,4451305,2538807
2877,1913988,4412663,2442148
2878,1934053,4374996,2418287
2879,1912216,4334394,2534331
2880,1936754,4424761,2438058
2881,1953863,4393568,2395223
2882,1935844,4408500,2404596
2883,1919069,4327545,2458362
2884,2023102,4418210,2415385
2885,1943460,4443399,2490924
2886,1937958,4392854,2480590
2887,1969673,4340335,2525815
2888,1924534,4378453,2477522
2889,1920431,4447839,2423909
2890,1918567,4444442,2466475
2891,2012313,4397194,2440674
2892,1925877,4378915,2393161
2893,1945373,4415641,2450485
2894,1937705,4529881,2407034
2895,1984363,4384549,2454371
2896,1931306,4381352,2509262
2897,1922880,4447053,2448994
2898,1922335,4450781,2450504
2899,1954737,4519541,2450655
2900,1988640,4476007,2473988
2901,2018766,4456322,2449022
2902,1966023,4383675,2471326
2903,1955131,4417334,2427957
2904,1939250,4427346,2454764
2905,1972745,4462781,2437191
2906,2166357,4446397,2418579
2907,1953383,4387946,2490418
2908,1988643,4354663,2443799
2909,1945748,4422893,2454976
2910,1931477,4385436,2425387
2911,1972274,4449151,2468699
2912,1971467,4437398,2493112
2913,1952239,4417946,2399291
2914,1920175,4727720,2482581
2915,1961583,4469289,2469683
2916,2099915,4462562,2455589
2917,1942423,4464544,2663611
2918,1944609,4409218,2472174
2919,1911611,4728472,2444118
2920,1978931,4487484,2470606
2921,1913265,4423770,2468036
2922,1994088,4404942,2482716
2923,1987040,4382783,2446731
2924,1904113,4500031,2586214
2925,1980952,4465674,2466425
2926,2003431,4508991,2458566
2927,1916243,4376164,2579131
2928,1956480,4424067,2424999
2929,1907516,4408791,2472314
2930,1915173,4362492,2420246
2931,1945660,4327396,2413551
2932,1921259,4376299,2463755
2933,1942952,4444574,2426306
2934,1929516,4340003,2521937
2935,1905888,4398929,2416342
2936,1956278,4395218,2440097
2937,1924156,4364066,2448148
2938,1920962,4330611,2428743
2939,1908314,4399090,2538759
2940,1958659,4391045,2474192
2941,1935769,4435742,2424087
2942,1961154,4410706,2444495
2943,1936269,4716715,2480786
2944,1916980,4390618,2406080
2945,2201727,4407609,2496594
2946,1939895,4404065,2736833
2947,1909218,4424811,2476561
2948,1917646,4447532,2456599
2949,1920362,4411499,2419329
2950,1924838,4399822,2379398
2951,1934588,4437722,2755888
2952,2068991,4467606,2463846
2953,1930888,4470096,2535347
2954,1946837,4409672,2789701
2955,2126547,4709436,2495564
2956,1952766,4515822,2554522
2957,1971384,4359342,2449016
2958,1976680,4574841,2471785
2959,2059612,4449500,2469470
2960,2165666,4503570,2517169
2961,1908336,4436808,2445715
2962,1931265,4495999,2425195
2963,1942916,4558285,2468495
2964,1974666,4410925,2626303
2965,1952468,4403672,2436732
2966,1972767,4569892,2459298
2967,2041542,4454780,2484922
2968,1979322,4477684,2431949
2969,2058535,4508971,2577752
2970,2045897,4486074,2601016
