Iteration,Payee1_ns,Bank1_ns,Payee2_ns,Bank2_ns,Payee3_ns,Bank3_ns
2965,3298023,6967746,684751,696400,803785,5611027
2966,2756989,6937322,679895,695107,786006,5557281
2967,2866706,7052630,693596,714403,798845,6376833
2968,3793124,6920670,683122,698024,814093,5549490
2969,2888314,6791640,662099,726106,800507,6024989
2970,2829446,7106277,706561,708469,780633,5679299
2971,2826122,6758779,691941,714658,787474,5520134
2972,2815729,7123831,767614,733936,790538,5661787
2973,3059651,6853590,745119,714416,772664,5384372
2974,2782352,6964039,700049,708270,792833,5481232
2975,3210015,7865630,669090,709158,780897,5307490
2976,3785881,6900344,671403,710925,795601,5064751
2977,2797621,6899577,704182,736790,779877,5089119
2978,2772944,6850723,679300,703164,782004,5252761
2979,2767204,7342167,708403,722044,803341,5738674
2980,2895349,6843395,682659,696714,787682,5032219
2981,2826740,6909856,689685,684980,784375,8484393
2982,2811578,6813191,662996,717664,791041,1725286505
2983,2868089,6823248,666854,721609,785672,5363510
2984,2822964,6896593,676657,702640,792002,5088956
2985,2756680,6810613,672050,681694,794735,5061768
2986,2952973,6817293,678724,708522,799569,5086999
2987,2757743,6941171,690898,709309,797531,5230183
2988,2812520,6747405,698651,767750,783204,4986343
2989,2744925,6826539,692452,711223,789742,5614237
2990,2805296,6793426,681890,701164,789241,5402161
2991,2794892,6933764,710931,713455,817638,5327267
2992,2834715,6861178,689559,690157,777961,5347623
2993,2796578,6894953,695773,709846,809229,5100790
2994,2800695,6874764,674671,688107,803542,5205464
2995,2849124,6900470,682439,699464,779203,5122344
2996,2772703,6827938,675288,708765,780195,5241648
2997,2762216,6754900,666325,691822,783123,6717893
2998,2789191,6837348,684615,832527,824102,5353500
2999,3109854,7018202,691587,688781,803011,5397181
3000,2782255,6876762,728692,709203,795697,6137880
3001,2862049,6846471,689515,702391,798070,4916252
3002,2850142,6809708,671417,687692,799003,6204220
3003,2780747,6804006,673258,712095,784351,5440879
3004,2803667,6751733,697235,697426,783295,5386224
3005,2764182,6779780,674844,746037,794077,7921555
3006,2793597,6788965,673597,706594,798086,9463001
3007,2811971,6808905,661040,682839,814516,8228577
3008,2802821,6814386,679614,699292,809513,5073350
3009,2809217,6850310,677397,693287,812219,4976235
3010,2878109,6864533,685583,703338,785286,5279505
3011,2889109,6913471,684870,697345,796810,5600055
3012,2835796,6823305,667703,693425,793513,5845050
3013,3743458,6787862,685198,703352,788497,5653731
3014,2841508,6800828,675901,689528,1223554,12675912
3015,2926993,9937016,731742,889015,1134232,6897753
3016,2778015,6759489,691026,691199,830568,6001931
3017,2796577,6754256,695510,714975,791134,5400745
3018,2820446,6966394,678447,707061,784400,5765474
3019,2784398,6765003,690031,686571,832493,5797001
3020,2888420,6825511,689742,707253,793954,5103750
3021,3121477,6765295,668582,705251,787854,5027164
3022,2973531,6733364,686481,721425,778400,5524456
3023,2785908,6797623,709291,697472,802166,5121600
3024,2825444,6797094,678346,722658,807378,5361870
3025,2799847,6967208,721423,728547,854212,13398122
3026,2804663,6869892,663867,728688,798601,5098839
3027,2933611,6824319,690815,692282,810575,5088567
3028,2875421,6860572,671844,700912,778323,4925209
3029,3109438,6775696,696212,701902,786797,5141689
3030,2811202,6872814,678493,706458,796806,5067701
3031,2816751,6893837,692340,709996,786454,5628774
3032,2858128,6791675,679206,684687,777753,5354297
3033,2795379,6765698,692153,716265,818339,5297619
3034,2827577,6826068,684099,705153,830432,5835037
3035,2801711,6902726,680277,685840,772735,5246979
3036,2855958,6786257,691176,719305,807105,6421154
3037,2739366,6971147,687667,693426,771306,8654732
3038,2722281,6798550,684689,734204,797828,5105352
3039,2823893,6874937,685791,711507,785709,5457385
3040,2782606,6798405,687420,696596,909756,5191723
3041,2814532,6924125,688638,719785,814918,5188712
3042,2746169,6677637,712227,692602,784249,5404132
3043,2798404,6942629,699196,714786,808264,6051414
3044,2778160,7177494,692632,705320,780848,5207365
3045,2738779,6994540,689635,695705,794179,6696028
3046,2904534,6825450,679778,708616,808274,6432213
3047,2845654,6915909,699995,718209,778979,11272885
3048,2822292,6954357,683235,707511,787917,5738692
3049,2786756,6840354,681096,706146,783812,5492058
3050,2955047,6756166,702848,682635,774192,5822420
3051,2856389,6854085,687095,688193,767417,5985204
3052,2803423,6714798,668648,698087,816421,5351392
3053,2828920,6834836,676452,814084,930398,5888186
3054,2913793,6871510,697350,712978,801145,5284716
3055,2783164,6906532,670776,706756,797942,5501480
3056,2752460,6990072,738690,769779,792571,5662116
3057,2780122,7217396,692905,701040,796567,5421113
3058,2997268,7466994,699833,759872,799852,5424255
3059,2869189,6812790,673054,708636,795296,5476831
3060,2823123,6901551,687930,718985,779387,5832046
3061,2913536,6960339,702500,697938,864137,6760332
3062,2839040,8530803,927955,1254268,1664141,11716567
3063,4477094,6792598,787159,1355578,1466859,7993570
3064,3594969,6880206,680023,698765,786380,5507128
3065,2866818,6817303,668222,675669,806340,5407693
3066,2769528,6767438,684615,711933,802314,5174101
3067,2810611,6844207,673664,680755,775196,5206473
3068,2814610,6787829,674451,703013,792984,6324954
3069,2802523,6762739,671724,716578,784083,9384917
3070,2837248,6713246,666603,686159,810825,4974692
3071,2802901,6903395,685879,709552,774842,15250421
3072,2755259,6848550,676668,678280,789421,6652254
3073,2796468,6795037,664341,688610,796035,6058595
3074,2791449,6878897,668612,769945,791571,5348086
3075,2774940,6792779,699298,711203,805955,5257461
3076,2919976,6914366,672441,750526,802695,4966476
3077,2790059,6877258,676669,692778,798544,5316492
3078,2774097,6808644,669586,692441,794401,6148250
3079,2864084,6859727,684789,701014,787990,5282088
3080,2810510,6749954,681430,706259,781761,9133314
3081,2747795,6926916,675742,711820,805982,10498502
3082,2853626,6916570,691168,705214,776840,11669790
3083,2812951,6780622,676641,750436,800972,8997546
3084,2762244,6783232,713356,691515,788103,10444166
3085,2840244,6759339,685504,698835,784825,5081813
3086,2837675,6803310,666177,745212,787146,4873680
3087,2763174,6805774,681741,736859,799568,8106648
3088,2780136,7368834,699661,698522,786785,5737174
3089,2809888,6849863,668938,685441,789731,4966052
3090,2822374,6806354,695017,759130,791794,5206791
3091,2802873,6861049,695668,704004,807113,7076927
3092,2792834,6882026,672055,724134,783587,5292627
3093,2950989,7253923,690676,706203,896299,5140502
3094,2995082,6933286,681005,697697,795226,5357592
3095,2784595,6769048,664061,705122,809043,4897426
3096,2779932,6931850,673085,709184,788925,4929043
3097,2751997,6940668,673777,694172,810349,5007568
3098,2878159,6837544,667586,715244,782793,5046302
3099,2783245,6830290,674084,706200,776496,6256419
3100,2845873,6855649,674409,679265,779973,6872486
3101,2822473,6867950,668427,692388,793627,6238429
3102,2821791,6889676,687632,731079,774155,5119147
3103,2827630,6746207,689375,707460,797458,4905897
3104,2795683,6870418,666824,694006,792462,5014276
3105,2787872,6868150,699152,697496,781412,5516574
3106,2831610,6786495,681126,716006,819303,5451184
3107,2829363,6849323,723188,693862,781557,5088814
3108,3105431,6966310,678623,698736,799976,5100437
3109,2834340,6812601,673672,698096,798487,5961079
3110,2868051,6977327,682356,707157,826851,6386328
3111,2761281,6879462,675269,697566,779921,11473585
3112,2785176,6802346,707184,703881,773515,7152630
3113,2884043,6741843,676645,714422,789613,5710398
3114,2778737,6857331,671309,690999,792740,7397106
3115,2835723,6824602,687624,706555,786107,5388044
3116,2795103,6961050,679067,698285,785896,5286054
3117,2772665,6725178,729494,691457,795845,5402370
3118,2812611,6765446,861469,730944,800368,5042381
3119,2790580,6823561,682163,690068,793466,7802991
3120,2776978,6904255,678040,717525,780913,5597725
3121,2794463,6804810,667876,683766,780422,7299536
3122,2833652,6829722,683412,695217,792145,5170380
3123,2777060,6883565,705273,728101,797737,5213779
3124,2795057,6854670,672506,697211,775125,5609178
3125,2823647,6785830,674260,697749,799491,7322816
3126,2590775,6596761,674422,664790,738307,4671751
3127,2630364,6427543,626469,647538,739211,4826570
3128,2638313,6501642,669397,659112,744106,10903583
3129,2618951,6349716,631686,656044,746141,4753875
3130,2675062,6493994,649424,673909,751099,5208806
3131,2646190,6453489,651726,658115,751778,5014855
3132,2612286,6401504,642383,653863,727929,4792150
3133,2610743,6618224,643403,694807,751176,4792961
3134,2580019,6392129,625086,663499,739359,4671808
3135,2649759,6417103,641496,656582,738948,4528990
3136,2648841,6399727,639765,652473,748272,4819381
3137,3134014,6485558,639686,647622,738927,5369977
3138,2665337,6390737,657473,679096,731417,4987893
3139,2647045,6424896,651843,645599,744057,4647318
3140,2694017,6509187,649017,662935,752411,6552345
3141,2642453,6418368,641341,819546,745580,5327464
3142,2650162,6508082,650027,682719,731777,9400709
3143,2707201,6523267,643520,661828,789406,5342829
3144,2699032,6511128,852786,731006,801410,5529888
3145,2813334,6742380,754585,766790,741672,5666981
3146,2691371,6438785,713909,690694,765667,5243368
3147,2600244,6580975,626742,642945,749346,4970946
3148,2706972,6446636,631938,680523,776640,4893724
3149,2693268,6469591,647281,659757,738775,5251574
3150,2750214,6571178,639199,651305,743798,5382803
3151,2591879,6571388,686922,669432,739103,4934169
3152,2716478,6473613,626154,657644,735455,5201932
3153,2610611,6558565,652161,660602,744778,5159662
3154,2847025,6399154,661634,693597,785334,5119931
3155,2700767,6431807,655128,673951,773134,5232165
3156,2646997,6464853,647473,653674,737048,6754688
3157,2774569,6700492,676646,670023,764474,5373580
3158,2736137,6511869,648134,677551,740487,5397994
3159,2650000,6478452,649433,658174,746614,5395635
3160,3065038,6465085,670576,684453,742164,5092963
3161,2650111,6527197,661479,663380,746534,4867253
3162,2643331,6425445,646198,646205,753013,5154555
3163,2660328,6785462,655468,680068,785496,5139825
3164,2556005,7003040,656668,681909,779690,5054605
3165,2673044,7442464,641359,658318,739798,5024873
3166,2664382,6944107,667242,642201,734224,5367900
3167,2881273,6536327,640417,668825,736778,5266080
3168,2644428,6460598,634410,649281,763974,5100535
3169,2599558,6316903,669143,671747,742764,5122449
3170,2617748,6411084,644820,657996,738085,4810295
3171,2669281,6432521,633265,658709,745830,5138442
3172,2734572,6398874,652773,665253,747617,5503760
3173,2629109,6500870,657036,674590,755317,5643390
3174,2661919,6503626,660977,666211,754901,5039879
3175,2910749,6584680,638988,658646,762239,5590387
3176,2630842,6618213,636712,651762,737213,5256585
3177,2692250,6443051,640483,667516,750865,5554454
3178,2738721,6488504,655750,673888,868398,5899956
3179,2645543,6534809,670473,672124,749713,5237579
3180,2627261,6694757,670576,665209,752726,5225150
3181,2633933,6478947,664159,689923,759798,5247747
3182,2699247,6562975,659071,673599,770018,5004340
3183,2602826,6874410,656540,732514,744746,5054220
3184,2630394,6591901,675097,669681,772562,5042109
3185,2645458,6445253,656669,663440,746721,5291769
3186,2660228,6495655,641532,655008,727793,4932597
3187,2599492,6422619,630090,652868,741497,4919941
3188,2539938,6422380,653856,655473,787834,4948242
3189,2611663,6389372,656642,663706,752406,4852383
3190,2580921,6535797,671288,675265,754040,4926698
3191,2657775,6628311,650515,680313,737257,4779160
3192,2602273,6509046,646986,653466,726879,4933940
3193,2650285,6531595,666539,667395,743743,4906308
3194,2610021,7183229,641826,666369,746322,8428159
3195,2625088,6459443,674880,661798,756109,5469505
3196,2659145,6394096,654290,675972,752848,5030372
3197,2627555,6446057,629051,655087,743448,5302309
3198,2716725,6477208,631993,714352,746912,4992178
3199,2695659,6465153,625836,646840,740793,4971881
3200,2597553,6314451,649141,667595,739407,5180241
3201,2658184,6635672,644021,678346,762227,5018175
3202,2667007,6463423,642109,668129,743192,5290509
3203,2631260,6388289,632637,656838,741161,5071154
3204,2649649,6470836,630883,651085,736945,5075950
3205,2584560,6372743,651552,657252,742194,5092871
3206,2644531,6391374,642298,778839,737098,5063482
3207,2614000,6416206,637645,748932,787140,5319323
3208,2655021,6423790,663723,657908,755040,5307549
3209,2675419,7047460,735933,693805,749048,4712234
3210,2684373,6410450,650018,654492,742040,4693729
3211,2638424,6531822,639449,666816,734181,4568880
3212,2697506,6501025,649027,647911,751180,4645179
3213,2646813,6757511,650291,664350,734115,4760145
3214,2634868,6333099,637035,693279,796417,4710372
3215,2592178,6585436,631025,654599,750504,4699100
3216,2688142,6462734,646649,670169,773875,4589472
3217,2781181,6490447,651493,664099,724371,8532097
3218,2643445,6322463,621793,730970,739522,5485902
3219,2618554,6493720,629186,665798,728645,4587516
3220,2765170,6441708,637364,655172,751850,4635495
3221,2717338,6755265,637694,660549,730164,9397916
3222,2763092,6406145,638776,659259,744514,4925646
3223,2715010,6410442,628402,646518,759654,11949103
3224,2641127,6503403,633851,693147,732905,4722633
3225,2567599,6439446,653269,656648,749081,4547280
3226,2688470,6425158,653215,663880,735012,4702725
3227,2621555,6492657,662283,649146,741222,4638418
3228,2639146,6421441,636321,646147,755369,4560640
3229,2605892,6350402,641610,655955,731481,4963788
3230,2672929,6378575,653115,666928,748331,4715016
3231,2597613,6542799,648906,679660,733940,4707480
3232,2585494,6420665,633536,652930,728970,4701271
3233,2609904,6393978,661655,656964,783533,4636306
3234,2690498,6409981,645578,673275,763081,4656683
3235,2663544,6449366,628053,709187,753217,6472705
3236,2603755,6724433,633012,651534,742406,11680459
3237,2636710,6400858,658884,656540,766628,4639242
3238,2838493,6457353,637012,656767,741519,4872831
3239,2633961,6467175,644247,647861,742419,6150195
3240,2917076,6506840,663941,668549,764796,4629368
3241,2601775,6604070,629529,658591,730894,5008077
3242,2629273,6430633,635803,649102,757994,4841230
3243,2579630,6746332,639956,659478,729952,4842386
3244,2632515,6399461,658600,672175,748713,4587437
3245,2666373,6465485,662315,652500,762156,5011174
3246,2665645,6448948,634414,664763,745225,4497417
3247,2655811,6476807,647698,660022,753494,5098074
3248,2664412,6308958,649350,666375,746236,4949634
3249,2640914,6438972,653017,659754,743823,6091889
3250,2574364,6486180,632438,648749,743061,5009168
3251,2640326,6446676,630655,653973,761664,4970958
3252,2616077,6345380,662848,687152,741231,4690599
3253,2708973,6458808,620187,668760,748672,4705506
3254,2589346,6548286,637265,658559,729698,4516886
3255,2649644,6400104,652932,667339,728099,4836276
3256,2602785,6587489,675611,666630,770321,4680415
3257,2612034,6403609,636282,660696,749695,5080378
3258,2655788,6438663,638763,664862,746116,4837561
3259,2778487,6528999,649064,657227,754736,4703340
3260,2689055,6459803,819471,710165,765799,5006176
3261,2602055,6434032,645290,656496,763222,5075071
3262,2663212,6599604,633086,649186,751161,4979449
3263,2682588,6547462,660498,676444,765840,5025002
3264,2653420,6543661,653033,652007,751734,4811144
3265,2661560,6613358,649967,687782,756628,4937124
3266,2627264,6573055,657043,662739,743787,4776626
3267,2638084,6483931,643878,660717,762490,4877694
3268,2615434,6398390,627814,670311,746293,4548201
3269,2650014,6498499,650013,656868,744467,4630084
3270,2623254,6446209,659110,658377,751958,4485687
3271,2593910,6492712,629114,662504,737830,4664703
3272,2615176,6565945,648313,669839,738457,4636460
3273,2643393,6479248,648770,661396,746717,4716725
3274,2733379,6410632,650403,659313,736319,4764873
3275,2711249,6473558,674933,661827,740585,4566692
3276,2716452,6419125,642757,665430,742010,4590441
3277,2747441,6441804,632258,656604,756157,4755991
3278,2706475,6445912,652853,656424,750933,4607580
3279,2616536,6428536,642325,665532,742406,4850734
3280,2603283,6307189,643482,646949,765324,4628301
3281,2660886,6362251,643558,642558,732529,4960892
3282,2632174,6534283,631343,714274,750297,4533598
3283,2640149,6411126,713416,675189,752102,4848113
3284,2680136,6444189,654620,669855,762846,4868324
3285,2653689,6593192,654657,686591,738237,4552141
3286,2674846,6540809,644229,668118,776463,4930564
3287,2624392,6492765,667379,658113,727296,4539482
3288,2685564,6465588,634707,661923,757386,4670573
3289,2611875,6557147,629737,652467,736036,4527805
3290,2653480,6579793,644350,663261,821563,4748082
3291,2744345,6492127,661037,677961,739171,4850045
3292,2781208,6593292,660236,652633,750429,5124483
3293,2624658,6756659,643701,677041,744106,4918447
3294,2618380,6461555,633774,690936,762245,4776611
3295,2594840,6371165,694818,698405,736247,4723473
3296,2589464,6610914,669437,659155,745601,4523670
3297,2584740,6415684,638988,680093,750273,4618431
3298,2644314,6456907,643939,672564,740491,4520347
3299,2627370,6678091,648349,667603,729090,4574048
3300,2639987,6626492,647095,680234,754617,9760456
3301,2587690,6405912,651182,676593,754464,6136852
3302,2733131,6411823,658507,657645,794761,4955739
3303,2581695,6445964,642321,762580,741498,4784900
3304,2699660,6580528,654012,690305,787477,4804053
3305,2674963,6502359,664439,674739,748337,6726051
3306,2624109,6491294,650749,664156,741163,4738254
3307,2713108,6667171,692945,676318,735850,4781255
3308,2651570,6506364,655981,664224,746420,4461962
3309,2584690,6492178,649409,666915,733298,5188417
3310,2628166,6400285,648760,649023,745606,5032813
3311,2613445,6403904,639641,643914,734662,5044305
3312,2636566,6390925,640756,667242,746155,4619975
3313,2596761,6383662,638850,679167,751057,4622581
3314,2625764,6405734,640994,651189,755038,4708594
3315,2620650,6360707,641384,675518,736798,4565858
3316,2603229,6532725,647261,642833,748268,4764704
3317,2663716,6560384,634711,644322,759843,4586498
3318,2655778,6506195,651115,666181,742546,4694931
3319,2655656,6518579,679835,649783,741683,4645044
3320,2654002,6617802,635760,661784,731412,4624080
3321,2607471,6354195,642050,658285,739801,4550890
3322,2888205,6437879,635401,647713,750662,4630645
3323,2912901,6483027,636387,653914,740938,4921487
3324,2667989,6420756,662131,663429,733847,4633883
3325,2633563,6455230,663977,647165,739164,4891706
3326,2691281,6459285,658786,657925,772574,4801249
3327,2636643,6434672,667369,688409,811655,5334457
3328,2633306,6477167,668410,661874,744178,4909716
3329,2610630,6446507,652740,650681,757910,4570624
3330,2651153,6450747,630633,668244,744956,4750705
3331,2680611,6565830,642267,663849,734033,4762873
3332,2640726,6487094,632496,655456,753348,5354791
3333,2721546,6457760,630801,675479,773167,4967663
3334,4034418,7696908,639459,644804,740161,4826245
3335,2834556,6455299,643711,684416,786934,5389085
3336,3384774,6464794,649114,654893,748012,5723425
3337,2812419,6653512,637185,656060,767864,4768733
3338,2681686,6443449,651120,651033,739504,4967664
3339,2645307,6560252,664699,652537,757432,5024419
3340,2590369,6483415,641659,671441,755309,7266584
3341,2653488,6416739,658495,666398,750781,4991611
3342,2717040,6616086,665287,656929,736436,4692039
3343,2606438,6717198,657484,660529,820205,4862267
3344,2617572,6453982,656883,707640,769221,4652775
3345,2572882,6563426,645328,657869,744753,4812898
3346,2826319,6404942,648003,662121,747378,4735936
3347,3115707,6763948,640986,638763,757828,4638385
3348,2600956,6588815,641096,658290,737278,4837454
3349,2598707,6486134,695325,667898,762284,4708466
3350,2600594,6467661,630882,645412,738071,4578017
3351,2788361,6422853,641262,655859,741288,5821824
3352,2650820,6543040,625202,650109,751259,4565066
3353,2660144,6365530,628478,656728,744439,4695149
3354,2588612,6461565,638588,650213,737839,4463382
3355,2629892,6451061,627503,651310,730753,4754021
3356,2644861,6417249,624551,652523,809190,4742993
3357,2691601,6508256,913224,675775,752778,4665451
3358,2660427,6579666,641727,675857,760883,4884350
3359,2604478,6527666,668287,647548,740128,4736659
3360,2595771,6484829,646369,657361,738290,4945510
3361,2569188,6542032,650612,651157,726574,4813714
3362,2648523,7405172,642944,667147,750920,5019469
3363,2937756,6706274,647928,662879,738272,5864938
3364,2655377,6427807,629372,652913,746059,5046545
3365,2652913,6399397,659391,674533,807687,4752956
3366,2699374,6511569,663392,650931,754246,5725603
3367,2610316,6405574,642769,783032,743420,4941655
3368,2828482,6471396,640379,667373,750353,5312096
3369,2676139,6435609,640144,669025,759977,5259872
3370,3161292,6442306,647661,646618,744148,4728923
3371,2605579,6547389,648571,662558,747472,5331441
3372,2706530,6694668,630600,669504,756516,4902069
3373,2605613,6551406,669987,681436,756829,4887263
3374,2640531,6367818,639247,654575,847131,5050575
3375,2706393,6408578,658036,666964,747566,5678611
3376,2651839,6540409,654940,670737,757222,4981435
3377,2743907,6513283,672269,687793,741391,5131164
3378,2689684,6487232,643097,662730,737987,4877220
3379,2805439,6512840,638738,650731,755201,5143423
3380,2803442,6423080,618064,629836,717161,4737952
3381,2595988,6538815,658619,634738,714480,5101383
3382,2614944,6316827,629638,647709,717441,4975771
3383,2876708,6380997,633409,666391,712161,4697974
3384,2603328,6218268,656633,666189,729113,4601652
3385,2563031,6589328,636159,647308,712143,4720769
3386,2531648,6251089,637929,634495,724022,4801943
3387,2493178,6145955,613606,636118,714085,4772118
3388,2565967,6270544,654562,644558,708048,4606226
3389,2553665,6282629,618362,644084,730003,4791722
3390,2936608,6325790,627094,630903,725793,4744822
3391,2726981,6266151,615873,625963,719594,5031647
3392,2629935,6397229,611033,648075,725184,4773855
3393,2551676,6269116,618548,629613,718731,4840708
3394,2542852,6495440,672729,672320,724751,4812651
3395,2536837,6244367,693555,658654,724641,4864447
3396,2582243,6286039,618291,649544,706012,4741982
3397,2549937,6427944,630050,638300,722847,4643118
3398,2558994,6184215,621203,651213,716330,4632645
3399,2550488,6314561,641480,643412,742064,4413719
3400,2498262,6213902,606633,634586,733357,4492869
3401,2518223,6243902,612768,635946,719627,4462043
3402,2603386,6260764,632551,658818,728214,4786596
3403,2581956,6210071,609596,643942,710094,4624195
3404,2574708,6232719,610748,637354,718455,4547693
3405,2549616,6265732,618924,625567,715706,5211615
3406,2535402,6323790,622807,633952,711005,4608314
3407,2576589,6134331,651079,656501,723864,4852303
3408,2607184,6151167,629073,630446,717397,4855862
3409,2599623,6092680,613745,634051,821527,4644520
3410,2598756,6326653,623399,632291,718725,4456559
3411,2532162,6159045,634569,636165,740191,4680333
3412,2532455,6306618,638495,639505,723136,4715777
3413,2536294,6684648,635512,633418,710896,8293602
3414,2532264,6243810,614204,689639,713586,4784507
3415,2621850,6202833,628807,636227,717283,4647983
3416,2545388,6170810,611036,619493,720084,4511674
3417,2566755,6274943,609391,654532,723680,4765085
3418,2549282,6200413,651795,631263,730052,4500009
3419,2526436,6111323,615113,645361,715450,4579801
3420,2554541,6481255,621325,634704,720998,4757243
3421,2565184,6237663,617884,625181,736483,4843175
3422,2583259,6216683,606277,626227,740496,4791001
3423,2597099,6186132,621143,646724,724602,4712187
3424,2540937,6352484,623994,635827,712544,4456572
3425,2562076,6269955,667703,647422,722215,4442408
3426,2541414,6286963,618776,639544,721835,4606406
3427,2647820,6178510,622142,627666,746390,4484130
3428,2708973,6284927,640722,631995,715904,4784483
3429,2672940,6238361,627365,636524,733103,5057573
3430,2663125,6190621,611518,635549,711220,4699149
3431,2588874,6307091,623153,648398,729483,6101837
3432,2563682,6390502,677834,638479,721999,4411037
3433,2566609,6284713,624716,636672,719423,4583098
3434,2535040,6241077,616884,640408,710018,4624324
3435,2529241,6519910,639144,639736,714344,4526767
3436,2551201,6554624,631480,639987,722267,4438673
3437,2540629,6122190,611560,624662,721520,4476938
3438,2713526,6138079,611206,627289,722133,4444825
3439,2781581,6230848,628928,628488,737287,4371280
3440,4333209,6749193,616981,630737,721014,4585414
3441,2520896,6299505,643553,638550,715783,5022171
3442,2515432,6187796,630671,636058,785418,4604291
3443,2533986,6244605,742775,644168,719053,4580950
3444,2597527,6233187,621030,624287,723197,4606407
3445,2571026,6275155,609788,652903,716892,4444018
3446,2668851,6139240,608153,639694,708797,4635968
3447,2509044,6411437,624456,625772,713217,4345765
3448,2564902,6284841,604389,663197,727850,4332762
3449,2584049,6195518,607419,645799,718251,4616620
3450,2548046,6225731,642854,636240,714882,4595232
3451,2668320,6172427,600826,637302,708868,4659867
3452,2556769,6199746,634967,640701,715249,4334226
3453,2550575,6325750,606714,642965,717809,4661802
3454,2566483,6157810,617560,639708,716095,4666071
3455,2554326,6281899,616159,640656,848322,4981338
3456,2565193,6204202,762945,642660,721909,4538117
3457,2604286,6232357,611857,660658,729619,4371894
3458,2546049,6319355,679726,631414,715103,4473609
3459,2615277,6087665,652209,632480,721156,4551788
3460,2532647,6296195,623079,635221,711409,4460976
3461,2561136,6268170,619783,667269,779945,4486630
3462,2540030,6220851,613725,628853,710338,4453323
3463,2591037,6282008,632256,640371,715984,4569152
3464,2642688,6345814,651533,636029,717176,4400776
3465,2612710,6343756,620339,644290,723446,4352522
3466,2558996,6261692,608612,630021,703897,4619356
3467,2516939,6230779,606748,641810,719573,4562349
3468,2555322,6285657,635151,630970,706953,4748236
3469,2544184,6163872,629123,638205,724190,4724797
3470,2591080,6591623,632898,632070,714794,5005400
3471,2557808,6307724,623176,633392,713731,4492289
3472,2632395,6376409,614694,657291,737479,4944213
3473,3482199,6229010,613357,624662,708817,4680946
3474,2529903,6286626,621256,658334,723089,4766764
3475,2542381,6298077,620752,639995,711843,4563837
3476,2556003,6329298,622423,643986,715970,4670683
3477,2567962,6262225,601164,623266,714485,4624506
3478,2592400,6248764,624097,646236,729074,4573194
3479,2597263,6248400,611415,634711,733913,4319763
3480,2513460,6273045,621277,658308,751305,5317871
3481,3460715,6231659,642546,631528,713980,4627920
3482,2498440,6374305,622456,647102,745136,4668054
3483,2506218,6991928,619109,629142,717229,4594079
3484,2696459,6247772,608868,629582,723220,4453159
3485,2571057,6350499,614510,636552,703517,4382617
3486,2651949,6250673,632078,650608,734033,4719867
3487,2515617,6131748,613373,642516,723297,4711788
3488,2562127,6192656,708681,684662,763431,4788721
3489,2513446,6233474,728964,647528,706993,4693451
3490,2561835,6275165,630019,637413,801715,4488326
3491,2624775,6368913,687246,638437,711038,4600920
3492,2534907,6300278,625372,644869,714124,4633880
3493,2552900,6966444,631323,623775,711008,4561870
3494,2517906,6270029,620544,629359,709064,4402307
3495,2614096,6222933,610488,628277,738137,5219399
3496,2587278,6427031,609592,630456,710688,4354416
3497,2547199,6298745,614782,634276,722083,4490867
3498,2519734,6232813,622954,637208,745026,4542691
3499,2517693,6187229,610855,660974,723642,5069160
3500,2563736,6342577,624320,634388,712008,5541353
3501,2566948,6215317,612183,634365,723826,4692590
3502,2639418,6194405,620586,637549,773085,4336194
3503,2480372,6211720,614619,695577,705087,4756117
3504,2547441,6263133,632015,647847,729886,4456172
3505,2575013,6331279,616236,637453,702656,4633328
3506,2635316,6345067,636256,652436,745035,4573524
3507,2508047,6342693,628855,660161,745679,4638873
3508,2602031,6366658,625953,659425,719381,4596459
3509,2515284,6345224,622540,646772,709470,4623919
3510,2533305,6195005,631050,641673,706801,4643172
3511,2595128,6148157,614677,656147,736094,5460996
3512,2669738,6254566,615747,622344,725705,4736002
3513,2615669,6149458,625324,647726,737091,4766373
3514,2536466,6295290,626648,661020,714961,4774268
3515,2514621,6310501,663251,721993,719072,5023770
3516,2578381,6258176,621542,665454,717241,4407364
3517,2548821,6181745,652305,642446,716845,5030638
3518,2573226,6325882,631872,637202,716159,4910505
3519,2768784,6386524,613538,630049,705913,5751813
3520,2596225,6311535,640529,635871,737798,4856970
3521,2653887,6442576,640180,619862,727258,4665714
3522,2673882,6417759,628665,630357,719516,4993243
3523,2539434,6404309,620005,652123,735536,4758549
3524,2541754,6299533,624886,639409,713914,4765147
3525,2653284,6209306,616992,634721,737608,5011360
3526,2561028,6258519,678162,648596,719095,4917976
3527,2577352,6325512,616709,660078,700866,5044973
3528,2609188,6319911,665348,636753,708818,4923283
3529,2655900,6227999,620716,627545,716862,4832256
3530,2574334,6321504,623650,647197,717159,4989447
3531,2563157,6264843,620776,627269,718515,4755242
3532,2689196,6271224,609440,637590,740936,5173471
3533,2558571,6183502,616302,636558,702558,5044493
3534,2513997,6187306,632112,638258,716353,5273363
3535,2563913,6265220,652921,642651,788811,5020319
3536,2555288,6202992,681010,658653,719567,4975366
3537,2591435,6291263,637637,652004,735253,4861380
3538,2535241,6307092,611136,638687,711368,4716580
3539,2599185,6310640,641275,657635,712567,4926066
3540,2565382,6332959,637052,657801,717221,4845960
3541,2573167,6357855,638227,657007,728371,4698978
3542,2643331,6213650,624536,705722,805710,4904434
3543,2572183,6225573,625287,661543,736488,5117545
3544,2604882,6181139,634340,637823,745581,5090259
