Iteration,UserSide1_ns,BankSide_ns,UserSide2_ns
1052,580090,58679,424147
1053,573056,58621,432203
1054,569254,58395,426790
1055,566870,58732,444798
1056,586146,59462,427489
1057,578828,58942,431050
1058,575781,56059,426797
1059,585516,60072,427891
1060,572787,58213,428730
1061,578282,59997,457877
1062,571709,57261,437244
1063,573351,57130,424958
1064,588505,61736,419566
1065,573141,59349,444000
1066,569405,58678,422750
1067,566406,66014,433345
1068,573424,56939,429891
1069,571215,56964,428718
1070,562967,57123,440917
1071,565418,59993,437398
1072,590057,60379,422745
1073,560272,56926,421868
1074,574552,58286,426865
1075,572247,57505,431699
1076,565239,57958,418719
1077,575578,60571,426033
1078,561070,71957,434948
1079,575739,58542,433310
1080,575982,58967,436387
1081,579884,59101,422989
1082,575644,58174,437277
1083,574539,58652,433321
1084,570977,57229,430307
1085,573518,58600,427606
1086,573449,57581,419120
1087,563316,64463,434711
1088,586451,59727,420661
1089,584301,59377,428655
1090,578206,57365,421595
1091,562429,56589,423184
1092,563563,58070,421750
1093,584942,60051,428568
1094,569361,59666,452551
1095,575450,59029,423698
1096,563137,59907,418128
1097,560745,57570,428649
1098,562560,56802,413666
1099,560624,58420,424682
1100,567520,57359,419132
1101,572318,58970,422665
1102,571225,60502,438335
1103,578613,61763,418265
1104,573501,56785,440174
1105,599554,57966,434741
1106,579401,58774,505996
1107,584100,57059,428920
1108,564763,58938,425080
1109,578481,56645,416171
1110,555418,57547,415262
1111,577339,58408,422712
1112,555456,60064,438764
1113,567464,57975,420700
1114,563540,64179,431042
1115,580577,59388,426552
1116,562518,57770,449922
1117,584922,57332,438134
1118,572255,57520,422826
1119,575414,59905,434617
1120,566812,57622,424879
1121,595455,59143,427890
1122,560803,57699,433941
1123,566208,57028,425209
1124,576801,57893,417794
1125,551732,57609,415423
1126,572217,58776,422536
1127,576904,58746,441579
1128,576462,59888,424331
1129,576735,58512,428218
1130,554616,59606,426877
1131,571138,59225,428286
1132,562124,57271,443390
1133,579400,58138,432022
1134,583728,57860,428049
1135,581997,58218,426066
1136,576432,61627,433757
1137,592222,57748,433247
1138,577922,59078,417226
1139,581556,59675,423591
1140,560593,57530,439786
1141,586374,58310,419585
1142,579215,60280,437475
1143,594563,59448,440649
1144,576982,59244,545264
1145,582998,57856,432235
1146,588116,59115,417063
1147,554071,59440,420083
1148,589117,61401,549191
1149,585691,67670,447204
1150,587179,58230,526849
