Iteration,Payee_ns,Bank_ns
2365,2765477,10180101
2366,2684186,10386507
2367,2684771,10665700
2368,3114504,10255305
2369,2682281,10211677
2370,2779175,10380645
2371,2698447,11270123
2372,2669948,11475901
2373,2980791,10146806
2374,3012060,10264190
2375,2711237,10540225
2376,2703790,10215306
2377,2739618,10153388
2378,2782691,10234112
2379,2743555,10427039
2380,2984710,11754625
2381,2674824,10736847
2382,2695931,10552235
2383,2747846,10717668
2384,3077754,10580433
2385,2720941,10431987
2386,2712631,11081383
2387,2835291,10567727
2388,2691647,10633797
2389,2817491,10328503
2390,3173671,10405258
2391,2714626,10558193
2392,2782413,10445022
2393,2737690,11859781
2394,2780664,10473111
2395,2724469,10314297
2396,2711085,10261962
2397,2668851,10295109
2398,2770548,10231184
2399,2737368,10993561
2400,2697885,10283639
2401,2841819,10708035
2402,2748751,10201662
2403,2737033,10099807
2404,2718959,10018208
2405,2843389,10255335
2406,2828280,10162260
2407,2685929,10044155
2408,2705587,10209009
2409,2700976,9994946
2410,2689503,10087438
2411,2827261,10081767
2412,2661407,10167186
2413,2690596,10275621
2414,2718132,12472307
2415,2667481,10173453
2416,2703424,13329978
2417,2704047,10579098
2418,2647092,10249498
2419,2737402,10058489
2420,2703554,10063023
2421,2721806,16595865
2422,2687331,12441733
2423,2688308,10295346
2424,2754549,10275458
2425,2803109,10447798
2426,2707819,10519432
2427,2738412,10522153
2428,2724830,10291028
2429,2768123,12294373
2430,3670505,10224233
2431,2738532,10260620
2432,2742911,10806393
2433,2688353,10092105
2434,2679821,10142680
2435,2694044,11517698
2436,2699071,12356481
2437,2722900,10997804
2438,2717552,10807469
2439,3676333,10088564
2440,3072755,10079641
2441,2704347,10342870
2442,2665244,10099371
2443,2693893,10262603
2444,2741262,10120146
2445,2717384,10147869
2446,2732840,10119509
2447,2759678,9997440
2448,2717777,10011540
2449,2672315,14628898
2450,2673419,12070671
2451,2711724,10283344
2452,2782216,10106447
2453,2724554,10834311
2454,2705772,10171059
2455,2755439,10163504
2456,2690096,10069806
2457,2683965,11797331
2458,2729044,9947056
2459,2680904,10017922
2460,2688356,10141286
2461,2653487,9928525
2462,2760762,10290186
2463,2843259,11087582
2464,2723718,10237236
2465,2706068,14369187
2466,2670544,10290351
2467,2834700,10122402
2468,2676670,12649248
2469,2690260,10918662
2470,2701940,10336834
2471,2830645,10229545
2472,2718240,10261997
2473,2789542,10267386
2474,2706330,10551954
2475,2782431,13814072
2476,2648811,16684376
2477,2665247,11993829
2478,2826778,10945154
2479,2688140,10675696
2480,2699454,14512249
2481,2732640,10134400
2482,2738485,13604561
2483,2650057,16053479
2484,2868457,10891048
2485,2736154,10100291
2486,2668551,10211223
2487,2742242,12603623
2488,2684520,14000475
2489,2870056,10321010
2490,2655689,10281127
2491,2714262,10118623
2492,3101427,10733583
2493,3305160,10169268
2494,2707639,10248110
2495,2692965,10134940
2496,2779069,11358803
2497,2672585,11058391
2498,2694020,10451462
2499,2707404,10172466
2500,2683347,12507155
2501,2700053,15690569
2502,2686707,10061020
2503,2678593,14822629
2504,3662682,10366975
2505,2728727,9982493
2506,2687326,10474244
2507,3701169,10421877
2508,2709625,10018651
2509,2487312,9336555
2510,2510302,9214084
2511,2432067,9091721
2512,2580243,9223915
2513,2497478,9154437
2514,2467019,10026413
2515,2456892,9200422
2516,2533095,14281572
2517,2517220,14947516
2518,2497198,9459162
2519,2476581,9380798
2520,2488578,9171600
2521,2510980,10566933
2522,2457702,11160106
2523,2538449,9309570
2524,2489893,11346127
2525,2499193,10375648
2526,3108605,9399366
2527,2566450,9310227
2528,2482914,9640129
2529,2554139,9916818
2530,2452759,9233814
2531,2479625,9386502
2532,2521674,9197239
2533,2466490,10014354
2534,2483655,9860456
2535,2451117,9221882
2536,2448810,9418051
2537,2498850,9247610
2538,2451334,9298661
2539,2446022,9255127
2540,2656713,9243352
2541,2463130,9314582
2542,2498726,11392773
2543,2446094,9422613
2544,2484201,11158998
2545,2520059,9504235
2546,2543966,12012738
2547,2471953,9500257
2548,2600930,9174764
2549,2499590,11009255
2550,2519610,9348211
2551,2546103,9458976
2552,2450333,10402211
2553,2453733,18567252
2554,2544754,9737407
2555,2651673,9290622
2556,2437476,13104298
2557,2446401,10152133
2558,2469989,9276864
2559,2453660,11149118
2560,2491220,9363690
2561,2520794,9346979
2562,2499616,10563057
2563,2475157,10422768
2564,2500882,9184343
2565,2446994,9460148
2566,2517323,10325578
2567,2495287,9286991
2568,2482452,9447748
2569,2463878,9242435
2570,2532223,9216867
2571,2629372,9246663
2572,2455281,9296231
2573,2472718,9436827
2574,2466265,9578716
2575,2438732,10001059
2576,2540633,9285262
2577,3359307,12084492
2578,2427479,11926033
2579,2495793,11934566
2580,2842870,9299833
2581,2511442,9451031
2582,2472203,9654802
2583,2493530,9313584
2584,2506661,9523620
2585,2482281,9229155
2586,2440254,9240956
2587,2515451,9095126
2588,2465207,9018901
2589,2489226,9366057
2590,2504354,9133622
2591,2461361,9115495
2592,2497935,9126132
2593,2457169,12080516
2594,2442499,9267757
2595,2453789,9189309
2596,2447896,9282020
2597,2466091,9558264
2598,2509085,9455282
2599,2472031,9999735
2600,2450206,9142199
2601,2451085,9196521
2602,2489428,10337288
2603,2444030,9261522
2604,2457049,9438025
2605,2487763,11693889
2606,2484705,10229793
2607,2452361,9310060
2608,2507010,10661175
2609,2536689,11608852
2610,2473664,9231449
2611,2469073,9398131
2612,2477858,9444960
2613,2485218,9543349
2614,2476797,9622388
2615,2567436,9282868
2616,2437914,9387565
2617,2542251,9463651
2618,2478672,10001601
2619,2548374,10697431
2620,2482984,9574000
2621,2481152,9492164
2622,2491412,9910933
2623,2480169,9416448
2624,2530955,9666604
2625,2561629,9478734
2626,2522178,9424565
2627,2489288,9620811
2628,2530021,9821227
2629,2497151,9780830
2630,2525276,9583952
2631,2508166,9380216
2632,2497526,9568153
2633,2565952,9639986
2634,2487348,9481918
2635,2491787,9642562
2636,2680815,9633401
2637,2496839,9549290
2638,2493724,9579276
2639,2500181,9344628
2640,2517121,9236728
2641,2488306,9271981
2642,2465284,9170306
2643,2478025,12508834
2644,2619223,10258557
2645,2618799,9862368
2646,2512151,11119680
2647,2544801,10698756
2648,2898552,9879989
2649,2745074,10284231
2650,2500147,10916604
2651,2696680,9917379
2652,2534762,10232162
2653,2483613,9828870
2654,2563256,9407771
2655,2464650,10239218
2656,2905837,16352185
2657,3260330,12675588
2658,4128758,9742007
2659,2459397,9294737
2660,2466885,9831256
2661,2527220,9911579
2662,2484032,10329497
2663,2473920,9569386
2664,2449869,9371001
2665,2562319,9247135
2666,2482226,9304981
2667,2421069,9336701
2668,2461635,9695641
2669,2473341,9263697
2670,3014680,9517196
2671,2423571,9719423
2672,2423428,9589300
2673,2475919,9327530
2674,2499828,9517998
2675,2518314,9440318
2676,2479642,9479436
2677,2464167,9317896
2678,2483556,9340890
2679,2559718,9314291
2680,2481176,9381181
2681,2495641,9446584
2682,2477847,9907192
2683,2467521,12774510
2684,2493314,9675299
2685,2460355,9442889
2686,2448346,9604090
2687,2607006,9436225
2688,2512285,9471152
2689,2457741,9562165
2690,2473556,9345017
2691,2465884,9427219
2692,2474705,9348526
2693,2511959,9290605
2694,2514661,9635770
2695,2526792,9401355
2696,2680134,9431831
2697,2469961,9620264
2698,2435079,9515919
2699,2584418,9477307
2700,2545424,9477644
2701,2582244,9464157
2702,2470165,9601114
2703,2462540,9320733
2704,2519000,9716738
2705,2490564,9587435
2706,2770382,9408348
2707,2420193,9483397
2708,2596021,9618656
2709,2617568,9915724
2710,2467024,9664554
2711,2504013,9366034
2712,2499906,9702346
2713,2502361,9487524
2714,2458716,9547422
2715,2513768,9278681
2716,2487619,9314933
2717,2487334,9659214
2718,2577494,9475555
2719,2452376,9647617
2720,2442094,9474685
2721,3328699,9689743
2722,2465882,9491133
2723,2502139,9458753
2724,2444774,10823207
2725,2484432,9663400
2726,2502571,9292322
2727,2536919,9400395
2728,2517316,9560073
2729,2479404,9496662
2730,2517228,9657201
2731,2597321,9344300
2732,2491701,9673557
2733,2475591,9702347
2734,2495940,10019547
2735,2497479,9687050
2736,2541190,9282487
2737,2839822,9349333
2738,2486149,10373922
2739,2497346,9398500
2740,2473990,9394091
2741,2510501,9523436
2742,2474434,9418558
2743,2422880,9341567
2744,2472018,9477549
2745,2448650,9722174
2746,2483053,9617858
2747,2459790,9259764
2748,2716463,9594415
2749,2467116,13107176
2750,2502340,9556427
2751,2465789,10352916
2752,2554593,9534845
2753,2515130,9373974
2754,2703481,9599747
2755,2484896,10412507
2756,2493996,9375945
2757,2508994,9497918
2758,2526476,9194666
2759,2577451,9242691
2760,2470209,10425082
2761,2473172,9260208
2762,2442264,9541593
2763,2457868,9341680
2764,2497462,9290427
2765,2434856,9409110
2766,2802231,11033010
2767,2479916,9893273
2768,2475174,10060760
2769,2578350,11113235
2770,3034656,9779504
2771,2526123,9856384
2772,2462113,11487216
2773,2700623,9870052
2774,2497360,10271216
2775,2491644,10154870
2776,2890285,10011922
2777,2519245,12775456
2778,2511075,12245026
2779,2578664,9906515
2780,2945388,9820017
2781,2476133,10524824
2782,2504878,9700525
2783,2464720,9356750
2784,2513294,9693417
2785,2484477,9328738
2786,2527664,10422878
2787,2451299,9205358
2788,2528105,9366112
2789,2483548,9585983
2790,2447459,9328241
2791,2563863,9357779
2792,2436475,9383028
2793,2542960,9464627
2794,2565478,9428621
2795,2531013,9329175
2796,2722413,9393820
2797,2436600,9680071
2798,2517239,9665089
2799,2499988,9532949
2800,2546181,9609108
2801,2481321,9340401
2802,2428270,9523598
2803,2429715,9340776
2804,2488523,9571919
2805,2503898,9677390
2806,2515453,10307732
2807,2474977,9389443
2808,2465741,9859551
2809,2694266,10664011
2810,2467037,9268922
2811,2511932,9230507
2812,2483691,9395538
2813,2519988,9522271
2814,2489965,9379512
2815,2481669,9564041
2816,2484063,9417747
2817,2746929,9640483
2818,2479123,9405592
2819,2459391,9315974
2820,2515192,9676490
2821,2448436,9340978
2822,2508632,9548270
2823,2486557,9442918
2824,2435494,9806550
2825,2458433,9621673
2826,2496868,9584987
2827,2594864,9388816
2828,2533132,9753073
2829,2497577,9336618
2830,2481186,9417388
2831,3337458,9526812
2832,2868561,9365349
2833,2512438,9577615
2834,2503267,9775787
2835,2506146,9884035
2836,2503576,9108892
2837,2619187,9290194
2838,2578249,9614781
2839,2549533,9669295
2840,2479616,9497196
2841,2489756,9328213
2842,2481491,9299512
2843,2477036,10094985
2844,2435732,9359142
2845,2484912,9518067
2846,2480309,9268706
2847,2511295,9379740
2848,2478608,9575898
2849,2443303,9354788
2850,2478680,9603364
2851,2467424,9191433
2852,2509511,9209846
2853,2521976,9472345
2854,2486045,9534620
2855,2465360,9473847
2856,2473370,9411860
2857,2480226,9369204
2858,2522720,9389077
2859,2515486,9705208
2860,2516930,9516195
2861,2574458,9747485
2862,2580536,9564779
2863,2534298,9585743
2864,2503392,9709626
2865,2438918,9765602
2866,2507829,9806230
2867,2786824,9634527
2868,2552245,10049936
2869,2476192,9984092
2870,2455677,9743296
2871,2598148,9928699
2872,2486530,10801578
2873,2498704,9645045
2874,2800964,9865924
2875,2488517,10098308
2876,2969137,10002211
2877,2516104,10131721
2878,2473107,9530617
2879,2516610,9485493
2880,2466079,9749412
2881,3333663,9640660
2882,2477020,9762932
2883,2788435,10293234
2884,2618889,9788202
2885,2481906,9518450
2886,2482850,9420512
2887,2485522,9293356
2888,2506195,9248242
2889,2555006,10582815
2890,2442602,9529934
2891,2530290,9283450
2892,2726506,9383453
2893,2444073,9455181
2894,2445918,10268017
2895,2662101,9434065
2896,2561080,9322766
2897,2518193,9296465
2898,2469959,10398234
2899,2417563,9470790
2900,2540533,9278944
2901,2471617,9346214
2902,2679874,9303170
2903,2499757,9376241
2904,2553206,9687756
2905,2531820,9295064
2906,2596134,9194969
2907,2489636,9315149
2908,2487294,9406109
2909,2472550,9299346
2910,2498970,9389491
2911,2521757,9569982
2912,2567010,9259331
2913,2607629,9536246
2914,2489779,10447205
2915,2455801,9300766
2916,2487838,9499517
2917,2525632,9351104
2918,2813560,9880160
2919,2466366,9418608
2920,2465453,9324716
2921,2508374,9248975
2922,2487179,9377498
2923,2446753,9210703
2924,2440314,9638533
2925,2488417,9490573
2926,2552797,9308062
2927,2501734,9253786
2928,2482699,9373548
2929,2454237,9364270
2930,2457756,10428632
2931,2462710,9267619
2932,2530883,9412683
2933,2391512,12281257
2934,2445733,9382148
2935,2875760,9459930
2936,2466209,9456961
2937,2435646,10319740
2938,2498373,9330673
2939,2436165,9450613
2940,2540013,9244585
2941,2484364,9348010
2942,2523941,12827933
2943,2541314,9193172
2944,2537672,10333049
2945,2496570,9278957
2946,2436849,10405178
2947,2643870,9640748
2948,2502100,9330494
2949,2482619,9519985
2950,3146153,9691403
2951,2514202,9735882
2952,2557575,9268108
2953,2501569,9263322
2954,2458239,9238262
2955,2450515,9304596
2956,2451839,9155792
2957,2458222,10333183
2958,2517241,9262277
2959,2762393,9712377
2960,2501480,9360853
2961,2459034,9277277
2962,2479831,9508442
2963,2543570,9298363
2964,2543183,9369001
2965,2506720,9313077
2966,2485059,9269620
2967,2460332,9237825
2968,2499777,9474774
2969,2490810,9591060
2970,2513834,9295734
2971,2509231,9347863
2972,2480849,9177767
2973,2515160,9278917
2974,2487728,9192764
2975,2415425,9339380
2976,2551107,9321658
2977,2520663,9379588
2978,2475219,9595315
2979,2626220,9300254
2980,2434556,9321852
2981,2476049,9333803
2982,2467290,9236900
2983,2522055,9332696
2984,2587431,9151045
2985,2533763,9224339
2986,2415873,9364098
2987,2465517,9644669
2988,2432273,9214414
2989,2518167,9520323
2990,2550413,9349790
2991,2438619,9425297
2992,2699570,10149736
2993,2694389,10179860
2994,2747005,10195043
2995,2682465,10235315
2996,2670872,14997003
2997,2683245,16591678
2998,2686163,10018401
2999,2687432,11368815
3000,2717038,12123256
3001,2654745,9929184
3002,2885141,10187268
3003,2704452,10190628
3004,2691050,10158459
3005,2648883,10086146
3006,2637461,9822263
3007,2686449,10164900
3008,2640812,9907278
3009,2645158,10055844
3010,2938197,10170715
3011,2651486,11217998
3012,2649805,9973725
3013,2697265,10252743
3014,2588222,10184434
3015,2813098,10133618
3016,2641413,9845305
3017,2709507,9995787
3018,2649796,9994386
3019,2685218,10020456
3020,2662901,11151669
3021,2665064,14085598
3022,2707970,10686375
3023,2678252,9924389
3024,2694605,10655087
3025,2733256,11696736
3026,2734948,11068065
3027,2899888,10086137
3028,2671328,10171683
3029,2648569,10964916
3030,2639205,10055431
3031,2766727,10318146
3032,2640951,9900444
3033,2789501,14563085
3034,2673868,10333265
3035,2719456,16715026
3036,2627403,10570147
3037,2757744,10315645
3038,2721701,9900761
3039,2605570,9881723
3040,2726485,10000333
3041,2647403,10065035
3042,2657532,10055013
3043,2698874,9978119
3044,2674563,9992792
3045,2716084,10138023
3046,2808224,10213618
3047,2672050,11422823
3048,2713220,9839739
3049,2724349,10178577
3050,2682293,11733677
3051,2746447,9959831
3052,2768342,13648450
3053,2667307,10073111
3054,2687427,9980246
3055,2630389,10378464
3056,2741085,10118721
3057,2659425,10170269
3058,2639356,13766576
3059,2676761,10268832
3060,2668267,10325552
3061,2920666,10683626
3062,2941023,10333822
3063,2714739,10061118
3064,2731900,9873153
3065,2662458,10078912
3066,2666988,10220194
3067,2644346,9931675
3068,2635133,9898151
3069,2633624,10048298
3070,2703175,10188918
3071,2670870,9856132
3072,2624879,10878656
3073,2653473,10007546
3074,2713715,15379794
3075,2674782,10456548
3076,2821203,10031164
3077,2722295,13796221
3078,2938453,9994100
3079,2664411,10122097
3080,2612853,10003332
3081,2779801,10844129
3082,2663465,10041182
3083,2704732,9945136
3084,2690171,10032036
3085,2658788,10323469
3086,2671377,9983047
3087,2702799,10573277
3088,2689786,10264908
3089,2719849,10729786
3090,2678804,10300407
3091,2704549,10291766
3092,2676917,14572545
3093,2694720,10261117
3094,2672721,10159514
3095,2665472,10056140
3096,2686170,9884756
3097,2653855,9987392
3098,2695528,10316379
3099,2697058,10137844
3100,2671439,9903653
3101,2639963,9843493
3102,2701312,9888987
3103,2666723,9826455
3104,2676220,10001050
3105,2709876,11128557
3106,2660717,10233195
3107,2711895,10364614
3108,2690041,10283956
3109,2727692,10267294
3110,2716681,10169475
3111,2737855,10338478
3112,2675164,10205429
3113,2697614,10420035
3114,2673820,10515629
3115,2746057,11490563
3116,2655295,10389481
3117,2669643,10437763
3118,2716528,10479508
3119,2702147,10252408
3120,2945269,10327388
3121,2613555,10375113
3122,2641424,10012335
3123,2855065,10065529
3124,2662887,10414595
3125,2633476,10556526
3126,2830081,10051146
3127,2673516,10432860
3128,2666344,10091869
3129,2788301,10254971
3130,2671988,9911163
3131,2660462,9882029
3132,2706376,11188186
3133,2716860,10012998
3134,2751024,11580237
3135,2689368,11238392
3136,2755993,10212663
3137,2686437,9858455
3138,2641997,9932688
3139,2689338,9941178
3140,2673520,9989349
3141,2647532,10654507
3142,2642592,9771697
3143,2678645,9979834
3144,2654314,15240572
3145,2680241,10391193
3146,2655547,10012765
3147,2687724,12339596
3148,2732532,10555116
3149,2654863,11237007
3150,2648791,11585319
3151,2807098,10010163
3152,2750113,9986615
3153,2642715,11802770
3154,2800654,9935713
3155,2672628,10050443
3156,2638816,10067822
3157,2667586,9971767
3158,2713180,13998833
3159,2672012,10918864
3160,2703466,9816049
3161,2662037,9975581
3162,2656143,9981993
3163,2694280,9825847
3164,2680128,9923899
3165,2609017,9956192
3166,2687749,9934661
3167,3152502,10332466
3168,2648727,9936641
3169,2683181,9815378
3170,2731332,9772902
3171,2887318,11328157
3172,2602346,9982145
3173,2815183,10580061
3174,2627463,10061486
3175,2637085,9919978
3176,2706483,9910013
3177,2700566,10329842
3178,2651881,9854571
3179,2657097,9941951
3180,2644914,10492187
3181,2621309,9882408
3182,2650358,9935004
3183,2672312,9889669
3184,2638420,9797411
3185,2662228,9780668
3186,2652069,10206571
3187,2672936,10187150
3188,2731618,10023109
3189,2678603,10168273
3190,2610066,9993940
3191,2684882,10213721
3192,2661712,10058150
3193,2599537,9803949
3194,2634096,15678302
3195,2706317,9941766
3196,2632512,9882807
3197,2663595,11474728
3198,2725163,11058029
3199,2811582,9983035
3200,2665548,9921915
3201,2637106,10264286
3202,2634715,9903917
3203,2774123,10065454
3204,2623616,9976013
3205,2606799,10037707
3206,2659967,15073505
3207,2741886,9934366
3208,2634104,9993614
3209,2719465,10300561
3210,2597502,9951472
3211,2836851,10234163
3212,2670943,14460631
3213,2665939,10421607
3214,2694197,9889641
3215,2609541,9948917
3216,2740694,12075903
3217,2714177,10097418
3218,2646889,9773005
3219,2643307,10084088
3220,2621602,9842931
3221,2984353,9886580
3222,2695778,9978642
3223,2649182,9834855
3224,2626645,12961911
3225,2649871,9936916
3226,2690827,10054225
3227,2642022,9855949
3228,2705620,10259927
3229,2614924,10094538
3230,2660082,14625901
3231,2617612,9845440
3232,2647498,10180261
3233,2729859,16522609
3234,2644707,13906123
3235,2693442,14679567
3236,2679701,11067273
3237,2722636,10049871
3238,2652553,16600996
3239,2634807,10886222
3240,2795141,15700599
3241,2666552,9944372
3242,2649546,9883281
3243,2639726,13429785
3244,2597527,10643715
3245,2735783,10389213
3246,2623164,10114672
3247,2661027,9915936
3248,2630937,10080364
3249,2651442,10143709
3250,2663513,10005912
3251,2647924,9765359
3252,2690662,9857638
3253,2677365,10089034
3254,2663316,10117721
3255,2675981,9999451
3256,2741893,11871048
3257,2654363,10400110
3258,2643592,10104518
3259,2642164,9834509
3260,2629420,9831811
3261,2671738,10025894
3262,2696395,13252192
3263,2651583,9812654
3264,2744535,10284645
3265,2623437,9938227
3266,2649453,9899754
3267,2636663,9782101
3268,2652632,10018692
3269,2676606,9848776
3270,2691834,9950452
3271,2687779,10008070
3272,2675792,9914077
3273,2660708,10108448
3274,2618914,10165578
3275,2793606,10109978
3276,2621623,9961784
3277,2633431,9860745
3278,2669397,9968082
3279,2654046,9952033
3280,2612340,9841093
3281,2698500,10049787
3282,2634164,9855602
3283,3047924,10251086
3284,2672688,10508657
3285,2691017,9836283
3286,2754935,9942678
3287,2660833,10194714
3288,2772759,10086698
3289,3621171,9924326
3290,2639067,9881230
3291,2666387,11064689
3292,2642141,10061070
3293,2652725,9968941
3294,2731598,10159262
3295,2651964,9978787
3296,2724009,9828258
3297,2662287,11188210
3298,2603936,9997979
3299,2662865,10045689
3300,2669962,10020716
3301,2640222,10087320
3302,2651342,9770657
3303,2861531,10326167
3304,2648916,9994604
3305,2661173,9988436
3306,2661972,9825540
3307,2651311,9925582
3308,2651859,9733122
3309,2734187,13423874
3310,2708849,9771012
3311,2623338,9925344
3312,2620230,10347123
3313,2793710,9970424
3314,2748417,10039229
3315,2622082,10200318
3316,2733645,10040669
3317,2681518,10145829
3318,2691802,10974777
3319,2652551,9931142
3320,2695231,10390781
3321,2645880,10564995
3322,2660136,10048031
3323,2702884,9808262
3324,2678243,10315325
3325,2760304,9814979
3326,2715162,9908690
3327,2674468,9923181
3328,2704377,9860938
3329,2622559,9869821
3330,2665109,10044942
3331,2731013,10106967
3332,2659395,9770920
3333,2632465,9922471
3334,2665004,9835438
3335,2755413,10096372
3336,2699775,10182769
3337,2725776,10286831
3338,2685388,10292121
3339,2652450,9986230
3340,2612178,9816290
3341,2689973,9915301
3342,2649935,9903828
3343,2688359,9838870
3344,2784398,9817141
3345,2676657,9935784
3346,2686740,9874286
3347,2645073,9900454
3348,2664911,9986029
3349,2643835,9981642
3350,2847727,10474692
3351,2659520,11595197
3352,2610550,10260800
3353,2648346,10198229
3354,2687632,10304611
3355,2705751,10302645
3356,2648572,10244381
3357,3270126,10263467
3358,2752992,10326404
3359,2749521,10286378
3360,3366476,10249677
3361,2672155,10402729
3362,2645038,10292706
3363,2713906,10274839
3364,2625541,10317359
3365,2692054,10241398
3366,3380118,10637904
3367,2637348,10544585
3368,2619349,10385698
3369,2673384,10218653
3370,2881295,10144101
3371,2628488,10094917
3372,2641268,10105419
3373,2703675,10031534
3374,2632651,9848313
3375,2594706,12326644
3376,2671397,9932808
3377,2699726,9980741
3378,2683213,10127973
3379,2789024,9919149
3380,2585199,9920536
3381,2603932,10584123
3382,2659785,10163510
3383,2648809,9979122
3384,2696176,10827494
3385,2708649,9841799
3386,2672112,10018859
3387,2659653,9941158
3388,2673905,9870497
3389,2622778,10040036
3390,2760156,10075090
3391,2638392,9972596
3392,2660378,9988130
3393,2668117,9975053
3394,2668215,10133794
3395,2655265,10226227
3396,2635327,10347223
3397,2685521,9945377
3398,2675246,9901140
3399,2601017,9899673
3400,2643262,9861487
3401,2687849,9882862
3402,2623207,9953002
3403,2634574,9902640
3404,2676455,9987983
3405,2670816,9830112
3406,2648501,9961889
3407,2672522,9990379
3408,2601680,10036886
3409,2967704,10382382
3410,2646797,10943475
3411,2641222,10010306
3412,2971145,10155744
3413,2687953,9888470
3414,2660102,9934914
3415,2683672,13951367
3416,2703993,10098252
3417,2638232,10014422
3418,2669760,9951147
3419,2630365,10094798
3420,2656986,10420737
3421,2798123,10332525
3422,2649292,11322576
3423,2668325,9805039
3424,2688239,10096382
3425,2636818,10151949
3426,2633041,10022274
3427,2621117,9769946
3428,2733919,9861992
3429,2608689,9796008
3430,2616172,9898902
3431,2635198,9723874
3432,2671432,9860283
3433,2666358,14747560
3434,2697849,10003432
3435,2773501,9965654
3436,2683449,9962793
3437,2659086,9937750
3438,2721075,9874567
3439,2635498,9868846
3440,2616067,9790662
3441,2641301,10034673
3442,2685236,10599020
3443,2617326,16358632
3444,2618493,9838434
3445,2717214,10035781
3446,2684042,9827881
3447,2679471,10547131
3448,2637931,9948479
3449,2714528,10081298
3450,2747912,10069059
3451,2877927,9881794
3452,2625868,10352446
3453,2697208,10494063
3454,2715758,9960668
3455,2677478,9960962
3456,2592592,9981624
3457,2686771,10267662
3458,2609887,9883900
3459,2643977,10022498
3460,2699092,10245061
3461,2676098,9879517
3462,2697602,9985829
3463,2635270,10059900
3464,2635982,10260792
3465,2685027,10072763
3466,2677615,10140700
3467,2684198,10131638
3468,2642349,9912479
3469,2871133,10093605
3470,2752574,10188077
3471,2715754,12550913
3472,3135925,10752070
3473,3191329,10957907
3474,2700275,10625606
3475,2642965,10514683
3476,2977405,10424163
3477,2624341,10374106
3478,2668742,10735320
3479,2955016,10810656
3480,2650827,10564084
3481,3155652,11654719
3482,3297924,11829118
3483,2601633,10580109
3484,2629514,11124411
3485,3056907,11518047
3486,2617884,10334458
3487,2629864,10239116
3488,2749480,10381237
3489,2708313,10283331
3490,2715139,10136931
3491,2641175,10478458
3492,2667311,11664773
3493,2693135,10255416
3494,2675687,10294425
3495,2643437,11616473
3496,2642295,10201258
3497,2689541,10325174
3498,2663444,10306324
3499,2694234,9921323
3500,2733396,10063363
3501,2645264,10185400
3502,2754750,10229281
3503,2688120,10033192
3504,2669178,10020434
3505,2705105,11041425
3506,2671206,10020538
3507,2643748,10224795
3508,2653815,10198229
3509,2674864,10013503
3510,2631606,10239177
3511,2678520,10151941
3512,2781243,10182907
3513,2626227,10585628
3514,2706398,10085923
3515,2791277,10370576
3516,2631824,10321168
3517,3571150,9987016
3518,2678959,10163325
3519,2669784,10208522
3520,2668015,10080264
3521,2685936,10152247
3522,2609603,10030574
3523,2660216,10238703
3524,2678740,10007129
3525,2670017,10435593
3526,2604076,10331684
3527,2649871,10529184
3528,2682178,10172401
3529,2626026,9998531
3530,2754144,10088535
3531,2685339,9944148
3532,2714760,10952789
3533,2682620,10113728
3534,2697458,10491358
3535,3502361,10446309
3536,3023670,10153978
3537,2619135,9954232
3538,2682399,10014044
3539,2668599,10152859
3540,2651863,9872471
3541,2760730,10066791
3542,2643748,10097985
3543,2653413,10065356
3544,2767652,10604651
3545,2693038,10397569
3546,2810025,10018626
3547,2777859,10213237
3548,2684537,10139179
3549,2635499,10165646
3550,2644716,9868081
3551,2651659,10116830
3552,2673388,10116154
3553,2655356,10093998
3554,2611682,10156627
3555,2695109,9900330
3556,2765805,10126844
3557,2689136,10326771
3558,2658184,9997021
3559,2673005,10237795
3560,2649081,10044366
3561,2822345,10080691
3562,2655394,10070779
3563,2640677,10215528
3564,2581599,10163650
3565,2676683,9963197
3566,2725221,9991492
3567,2665882,10037533
3568,2612009,10541978
3569,2646655,10109286
3570,2776665,9913413
3571,2607586,10371401
3572,2649327,10050645
3573,2713075,10241146
3574,2616273,10391174
3575,2761378,10034955
3576,2646103,10486520
3577,2616860,10180717
3578,2640631,10045792
3579,2728027,9944980
3580,2710868,9868939
3581,2663634,10227937
3582,2633534,10116422
3583,2602384,10594900
3584,2643518,10195267
3585,2619715,9978887
3586,2679486,10513432
3587,2688872,10031521
3588,2658237,10079371
3589,2649740,10125762
3590,2675908,9920654
3591,2703084,10080438
3592,2647377,9889448
3593,2649765,12135003
3594,2651441,9991818
3595,2719613,10487986
3596,2619041,10436188
3597,2701719,10253007
3598,2758034,10266727
3599,3724315,10625074
3600,2677120,10316674
3601,2834602,10428317
3602,2689812,10317175
3603,3647533,10412978
3604,2635483,10241723
3605,2706743,10399615
3606,2643376,10126982
3607,2641725,10180409
3608,2656293,10208034
3609,2619148,10350514
3610,2752089,10135097
3611,2663072,10256329
3612,2600531,10094949
3613,2741476,10216066
3614,2699791,10871851
3615,2639761,10770707
3616,2671267,10247250
3617,2698183,10036450
3618,2637357,9836046
3619,2652255,10176135
3620,2692228,9894578
3621,2635299,9895756
3622,2633794,9857527
3623,2715090,9943778
3624,2657498,9919671
3625,2662983,9724278
3626,2665743,9956508
3627,2619019,9966331
3628,2696350,11679023
3629,2630716,10466318
3630,2634526,9873024
3631,2718587,9871822
3632,2662863,10018724
3633,2665978,9938805
3634,2663519,9904504
3635,2622475,9869901
