Iteration,Payee_ns,Bank_ns
7775,2907520,9908415
7776,2612639,9900394
7777,2422425,9459748
7778,2572794,9662764
7779,2455538,9852984
7780,2497234,10110601
7781,2546454,9615488
7782,2647800,9632574
7783,2515667,9816371
7784,2534375,9452362
7785,2582109,9552644
7786,2460859,9651507
7787,2474792,9904098
7788,2817016,9638469
7789,2483014,9492128
7790,2561603,9445301
7791,2455666,9497768
7792,2495902,9645140
7793,2562671,9734256
7794,2476247,9426638
7795,2594568,9766523
7796,2460803,9570500
7797,2489243,9135307
7798,2867245,9218715
7799,2445896,9170965
7800,2472732,9245482
7801,2502980,9314587
7802,2451855,9336303
7803,2490481,9223793
7804,2473962,9185746
7805,2587002,9135577
7806,2431436,9216694
7807,2455629,9381091
7808,2453057,9270226
7809,2456612,10288816
7810,2529147,9282760
7811,2551189,9311779
7812,2486060,9439197
7813,2454602,9308621
7814,2477115,9220688
7815,2525071,9382984
7816,2475510,9230470
7817,2472565,9364763
7818,2432203,9357150
7819,2443860,9205430
7820,2497669,9294673
7821,2533210,9590661
7822,2475921,9348888
7823,2492631,9312293
7824,2687337,9442488
7825,2517290,9214023
7826,2889520,9305244
7827,2491835,9339715
7828,2454034,9191963
7829,2452140,9358722
7830,2539192,9444995
7831,2517228,9238203
7832,2576360,9256483
7833,2487588,9317605
7834,2444336,9320676
7835,2520223,9471321
7836,2455284,9485901
7837,2849595,9280697
7838,2433705,9392617
7839,2530853,9467537
7840,2473601,9397623
7841,2553117,9469257
7842,2532635,9326179
7843,2510250,9245610
7844,2711305,9144193
7845,2503001,10204428
7846,2485906,9360870
7847,2635360,9205755
7848,2466323,9466916
7849,2514826,9573280
7850,2467241,9288326
7851,2632294,9348090
7852,2566025,9432733
7853,2709948,9458649
7854,2505843,9622105
7855,2568383,9527678
7856,2499554,9342793
7857,2485733,9424262
7858,2700487,9354295
7859,2520127,9274500
7860,2502032,9382414
7861,2475080,9486809
7862,2681892,9548867
7863,2619373,9524240
7864,2580722,9425085
7865,2442697,9514387
7866,2984544,9612702
7867,2492411,9394655
7868,2515166,9574674
7869,2478373,9786101
7870,2467381,9685196
7871,2454497,9699480
7872,2488406,9563864
7873,3336201,9514212
7874,2481529,9932379
7875,2462897,9472292
7876,2483137,9879987
7877,2531436,9361318
7878,2609691,9417696
7879,2551966,9536203
7880,2473861,9379007
7881,2470100,9425385
7882,2486728,9390135
7883,2803530,9477657
7884,2555024,9382123
7885,2526955,9388358
7886,2517032,9603596
7887,2444006,9199719
7888,2767035,9362171
7889,2480110,9212887
7890,2522350,9284705
7891,2476310,9854602
7892,2451852,9887158
7893,2595526,9754183
7894,2538595,9269049
7895,2499147,9805780
7896,2483150,9977193
7897,2525583,9624781
7898,2533144,9262648
7899,2552818,9528789
7900,2516860,9601794
7901,2458623,9484553
7902,2448403,9499324
7903,2519837,9447564
7904,2804037,9777060
7905,2515022,9466260
7906,2499107,9392924
7907,2454633,9758693
7908,2627165,9325220
7909,2479560,9515684
7910,2498912,9369046
7911,2443424,9686558
7912,2473215,9851319
7913,2509220,9419127
7914,3048666,9378661
7915,2513195,9658202
7916,2542111,9571042
7917,2515907,9758853
7918,2517520,9364401
7919,2732644,9453883
7920,2611150,9395255
7921,2512539,12979322
7922,2464247,9645436
7923,2598414,9886377
7924,2460661,10060240
7925,2520945,9353527
7926,2731042,9388842
7927,2503229,9702140
7928,2455736,9738597
7929,2512955,9595527
7930,2495972,9592342
7931,2787110,9411915
7932,2739733,9581385
7933,2576971,9545203
7934,2458791,9528149
7935,2488041,9139593
7936,2743128,9504981
7937,2464846,9660807
7938,2455269,9923289
7939,2788192,10556384
7940,3320431,10338085
7941,2959459,10548031
7942,2734296,10634851
7943,2687519,10634831
7944,2665714,10388048
7945,2727180,10408299
7946,3187379,10215691
7947,2781011,10244367
7948,2773057,10704326
7949,2685037,10736245
7950,2674565,10937966
7951,2683684,10384476
7952,2723406,10348421
7953,2788215,10374817
7954,2647395,10690609
7955,2651024,10426699
7956,2725876,11434195
7957,2707365,10589769
7958,2693737,10335954
7959,2658249,10315835
7960,2684325,10903890
7961,2672460,10759522
7962,2644243,11559008
7963,2665084,10266771
7964,2759055,10286649
7965,2863928,10425283
7966,2664734,10703890
7967,2691127,10327843
7968,2668873,10334802
7969,2678933,9867893
7970,2659979,10302760
7971,2673944,10488145
7972,2666446,10164988
7973,2645932,10516071
7974,2909969,10171184
7975,2981607,10246322
7976,2677147,10682218
7977,2674044,9952422
7978,2744615,11224739
7979,2678297,9887325
7980,2692619,10043418
7981,2825516,10667891
7982,2667586,10153856
7983,2641834,10159948
7984,2695669,10313178
7985,3001904,10089290
7986,2832336,10572858
7987,2762872,9973768
7988,2670296,10036496
7989,2670947,10034878
7990,2663325,10152050
7991,2801363,9887340
7992,2802313,10211270
7993,2896568,10341227
7994,2654905,11061364
7995,2782757,11133292
7996,2631833,10270986
7997,2697936,10046068
7998,2693766,9900584
7999,3277124,10219889
8000,2669296,9722630
8001,2658852,9967383
8002,2627790,9959953
8003,2627102,10570031
8004,2716949,10088966
8005,2723912,9897884
8006,2793594,9955050
8007,2657840,9995704
8008,2686569,10829706
8009,2650747,10084074
8010,2667838,10805858
8011,2722393,10438291
8012,2680498,10789758
8013,2681605,10369799
8014,2825677,14960960
8015,2638981,10043909
8016,2708998,10121670
8017,2639031,9936194
8018,2694209,10157062
8019,2681792,10586923
8020,2660111,9941980
8021,2802832,11402973
8022,2741814,10739707
8023,2992032,10129268
8024,3095392,10792432
8025,2693846,10339706
8026,2760477,10324952
8027,2664737,10192681
8028,2682966,10158662
8029,2771269,10368643
8030,2695426,10202283
8031,2825989,10315760
8032,2678249,10333506
8033,2646758,10815205
8034,2656775,10623927
8035,3615507,10382514
8036,2670472,10959719
8037,4029989,11928755
8038,3283520,11818904
8039,3625292,11305116
8040,2671643,11019109
8041,2844308,11849051
8042,3831946,11331238
8043,3881783,11350617
8044,3623143,12622821
8045,3066974,11205118
8046,2679901,11360036
8047,3535946,11355671
8048,3426344,10436355
8049,2671749,11002179
8050,3610381,12005856
8051,2994086,10753476
8052,2781565,10843016
8053,2983801,10706786
8054,2655930,10409470
8055,2689593,10457064
8056,2701751,10534641
8057,2652827,10057742
8058,2658801,10059855
8059,2742871,9946463
8060,2641415,10346461
8061,3517631,10700205
8062,3550966,10483851
8063,2686180,10019742
8064,2674097,10017883
8065,2667152,10214939
8066,2686335,13261360
8067,2717571,9986891
8068,2793287,10151166
8069,2654333,10016372
8070,2693515,10253582
8071,2662455,10538691
8072,2693488,10512618
8073,2670546,10400483
8074,2686822,9856786
8075,2797032,9947694
8076,2691616,9994275
8077,2609246,9943955
8078,2664854,10404614
8079,2648304,10160158
8080,3035074,10039826
8081,2767643,9984550
8082,2670092,11472002
8083,2789116,10340094
8084,2705240,10076054
8085,2639285,10016011
8086,2623729,9974152
8087,2691295,10089606
8088,2722801,10110622
8089,2657638,10034761
8090,2970913,9995070
8091,2770691,10251268
8092,2644028,10557010
8093,2601893,10276838
8094,2696648,10329424
8095,2768771,10002450
8096,2838832,10503476
8097,3383262,10219637
8098,2662791,10198967
8099,2658723,10254355
8100,2639880,12558328
8101,2654128,9973358
8102,2885817,10018123
8103,2607668,10420988
8104,2626324,9821396
8105,2854810,10291236
8106,2683230,9946684
8107,2994228,10205605
8108,2666279,11504834
8109,2669689,14015076
8110,2680967,10048137
8111,2652617,10028039
8112,2644222,9899991
8113,2632338,10009191
8114,2822449,10115905
8115,2611732,10101968
8116,2641476,10376317
8117,2635919,9926883
8118,3139863,10289903
8119,2740944,10465452
8120,2607795,10171838
8121,2653697,10072642
8122,2621488,10115009
8123,2759352,10761949
8124,2641226,9963923
8125,2674019,10168274
8126,2623947,10423969
8127,2684487,9969157
8128,2692292,9943544
8129,2660872,9918830
8130,2667030,10301543
8131,2694833,10200534
8132,2677865,10062103
8133,3615046,10199659
8134,2714029,10107709
8135,2776391,10282610
8136,2673695,10718823
8137,2879711,10537777
8138,2762431,10273107
8139,2688014,10012308
8140,2670329,10095786
8141,2666586,10238116
8142,2641434,10060936
8143,2699621,9785698
8144,2975943,10843005
8145,2618445,10051434
8146,2623206,9987371
8147,2785205,10444739
8148,2671790,10155184
8149,2993204,9960994
8150,2781647,10527223
8151,2642364,11514372
8152,2685236,10923106
8153,2853242,10773861
8154,2844832,10340182
8155,3586109,10411175
8156,3012544,10641049
8157,3627758,10866734
8158,2726164,11468533
8159,2645578,11594107
8160,3694217,10864726
8161,2721007,10766409
8162,2797308,10402418
8163,2850577,10632247
8164,2608170,11243987
8165,3544051,10073188
8166,2724278,10761545
8167,2626357,11111504
8168,2659902,10027143
8169,2749879,9984676
8170,2635545,10621482
8171,2669126,9931534
8172,2652298,10227660
8173,2660299,11672345
8174,2672861,10197509
8175,2758893,10532349
8176,2665899,10271675
8177,2664388,9982859
8178,2613175,10006711
8179,2681803,9858656
8180,2789270,9993873
8181,2699440,10586771
8182,2698744,10443565
8183,2610625,10912945
8184,2912675,10182167
8185,2829944,10151259
8186,2681170,11087202
8187,2674590,9900439
8188,2668466,10537924
8189,2647804,10297487
8190,2648107,9994410
8191,2726331,9970649
8192,2770261,10277660
8193,2677491,10440390
8194,2618767,10158928
8195,2638622,10031096
8196,2649348,10060944
8197,2651704,10354827
8198,2639898,10130498
8199,2762754,10155196
8200,2625353,9941056
8201,2672971,9874939
8202,2692112,10245358
8203,2662478,10154842
8204,2675913,10026471
8205,2658518,10555080
8206,2809878,10569563
8207,2576529,9902598
8208,2654788,9952867
8209,2705163,10039709
8210,2754576,9883271
8211,2771265,10041578
8212,2620417,9994601
8213,2658863,11757964
8214,2670463,10379279
8215,2673904,10254367
8216,2692390,10018509
8217,2609748,11225939
8218,2619324,10194423
8219,2687813,10196685
8220,2683052,9860519
8221,2663227,10139556
8222,2643191,12377475
8223,2640220,9970585
8224,2641237,10049011
8225,2710946,10288869
8226,2912324,10129143
8227,2706008,10208027
8228,2667593,10227554
8229,2674694,10395975
8230,2630407,10018127
8231,2658006,9895858
8232,3312026,10110917
8233,2695381,10230039
8234,2622067,10031894
8235,2654296,10343871
8236,2765526,9937075
8237,2641382,10177836
8238,2646268,10365329
8239,2616011,10166412
8240,2681895,10329657
8241,2830711,9868146
8242,2684776,10214074
8243,2637518,10472588
8244,2654229,10058730
8245,2680334,10496541
8246,2666932,10066451
8247,2997798,9940042
8248,2629868,10320352
8249,2654811,10009038
8250,2658355,10018840
8251,2695270,9921132
8252,3038336,9788031
8253,2587581,10390279
8254,2672685,10280433
8255,2667230,10260096
8256,2710754,10107645
8257,2670267,9995408
8258,2601429,10544850
8259,2658136,10220687
8260,2695587,10283013
8261,2734698,11177774
8262,2771011,10256182
8263,2616608,10332848
8264,2639055,10448768
8265,2691687,10899238
8266,2672857,10174881
8267,2663312,10021711
8268,2815565,11231560
8269,2646040,10021584
8270,2761689,10064367
8271,2667112,10516861
8272,2661583,10599184
8273,2900686,10599892
8274,2621720,10402919
8275,2650217,10385437
8276,2684461,10698338
8277,2904427,10498431
8278,2650318,10701341
8279,2681060,10177579
8280,2692715,10498254
8281,2631040,10431247
8282,2641650,10734260
8283,2652741,10243033
8284,2688608,10668896
8285,2847725,10374789
8286,2678253,10175260
8287,2726241,10393044
8288,2994103,10652936
8289,2687986,10068491
8290,2909917,10937601
8291,2915768,10637796
8292,2694524,10637419
8293,2723350,11078723
8294,2654287,10614348
8295,2657995,10324423
8296,2702346,9978516
8297,2619827,13519203
8298,2661869,10106271
8299,2637505,10058877
8300,2639174,10265178
8301,4026880,11677142
8302,2704602,9970923
8303,2697012,11290309
8304,2780306,10795420
8305,2640562,11397426
8306,2622264,10451719
8307,2618190,10698028
8308,2997392,10663735
8309,2931152,10677918
8310,2806031,10651711
8311,2983893,13272257
8312,2689112,14186172
8313,3536391,10514462
8314,3969141,10506474
8315,2713852,10969573
8316,2669458,10964212
8317,3041866,10879929
8318,2943452,10443508
8319,2724107,10204566
8320,2660218,10266101
8321,2668760,10463514
8322,2653446,10177316
8323,2660717,10292155
8324,2998715,10243426
8325,2703156,10263710
8326,2672106,10334308
8327,2677007,10821835
8328,2697760,10305772
8329,2683959,10153752
8330,2685484,10180243
8331,2742018,10044076
8332,2644865,11264338
8333,2651073,9894946
8334,2725132,9984725
8335,2630798,10322651
8336,2646889,10363944
8337,2670656,10689246
8338,2685184,10470683
8339,2641395,9913453
8340,2682130,10200951
8341,2715491,10508801
8342,2660422,10020030
8343,2706569,10368158
8344,2639703,10000568
8345,2933771,10232234
8346,2917966,10105353
8347,2717122,10900587
8348,2641443,10511027
8349,2800590,10247677
8350,2602062,10010741
8351,2857248,10244509
8352,2591220,10129896
8353,2718752,10311506
8354,2863969,12570963
8355,3617558,10441368
8356,2650757,9944942
8357,2666170,10217597
8358,2670594,10470362
8359,2696995,11233441
8360,2724064,11347755
8361,2635938,10268199
8362,2705235,9916678
8363,2748979,10085141
8364,2659609,10705961
8365,2636702,10703033
8366,2982301,10382374
8367,2650954,10835042
8368,2849926,10271540
8369,2673577,10161615
8370,2717602,10043377
8371,2610839,10328642
8372,2669494,10481927
8373,2655580,10239581
8374,2625763,10058949
8375,2682913,10311011
8376,2643425,10034457
8377,2644044,10294698
8378,2670891,9925807
8379,2805037,10070678
8380,2646194,10424809
8381,2636113,10286880
8382,2671270,10496465
8383,2625698,9856841
8384,2753459,10178878
8385,2654236,10355499
8386,2716718,10404446
8387,2664200,10295214
8388,3665462,10692144
8389,3088087,10341209
8390,2825100,10425234
8391,2670266,10549617
8392,2733234,10454078
8393,2717105,10508399
8394,2672445,10237699
8395,2692417,10312980
8396,2647901,10220834
8397,2691422,10114748
8398,2640940,10131593
8399,2694224,10034035
8400,2937998,10372142
8401,2615501,10528360
8402,2684131,10250149
8403,2647753,11550718
8404,2670041,10573397
8405,2660318,10445513
8406,2711138,10060503
8407,2648008,10072844
8408,2646090,10156663
8409,2628641,10099670
8410,2666238,9983409
8411,2668377,10134120
8412,2997094,10520193
8413,2685781,10314130
8414,2646456,10283749
8415,2656591,10005498
8416,2658396,11434310
8417,2710003,10219026
8418,2768699,10342294
8419,2630361,10365164
8420,2678094,9791956
8421,2777220,10154274
8422,2729252,10139901
8423,2588989,10165873
8424,2630408,10256438
8425,2727410,10557158
8426,2812214,10073867
8427,2788622,10319151
8428,2663012,9952990
8429,2622437,9828181
8430,2692970,10256375
8431,2734397,10135382
8432,3061720,10142617
8433,2658862,11550049
8434,2630566,10308050
8435,2869297,10234055
8436,2626518,10462157
8437,3025101,11366356
8438,2762196,10358572
8439,2656036,10368841
8440,2648865,10114028
8441,2682248,10173958
8442,2638435,10074340
8443,2645553,10306255
8444,2705090,10321178
8445,2737625,10795101
8446,2643710,10811669
8447,2629713,9976090
8448,3191348,10204303
8449,2599415,10361498
8450,2896942,10402500
8451,2692866,10334441
8452,2662891,10178953
8453,2657625,10154578
8454,2646505,10249226
8455,2631264,10776909
8456,2685101,11389082
8457,3034838,11877615
8458,2924496,10585608
8459,3612577,11154207
8460,4080766,10928931
8461,2941163,10674336
8462,3588790,10582240
8463,2910789,10387469
8464,2675130,11141209
8465,2662486,10526522
8466,2982587,11050284
8467,2767898,10843022
8468,2684965,10846121
8469,2670674,10923925
8470,2733417,11035330
8471,3554335,10441447
8472,2622298,10484655
8473,2785583,10485758
8474,2663410,10499152
8475,2645911,10424046
8476,2736984,10563347
8477,2641601,10330016
8478,2894968,10843068
8479,2729851,9974444
8480,2599254,10183599
8481,2636149,10153256
8482,2720725,10511600
8483,2701742,10192478
8484,2695549,10183259
8485,3009797,10022640
8486,2597011,10036067
8487,2592233,10467101
8488,2629743,10754208
8489,2720203,10333683
8490,2612508,10322903
8491,2604089,10616515
8492,2684072,10428570
8493,2664877,10251391
8494,2690070,11894471
8495,2727449,10243757
8496,2660313,10206903
8497,2629775,10165973
8498,2693322,13240970
8499,2668436,10251413
8500,2637370,10390425
8501,2741519,9965847
8502,2673622,10178023
8503,2746348,10174944
8504,2643199,10383298
8505,2666094,10117686
8506,2639597,10066504
8507,2674712,10051288
8508,2827045,10098865
8509,2650556,10275135
8510,2651256,11445470
8511,2670399,10224442
8512,2755585,10176543
8513,2583996,10540869
8514,2657718,10515203
8515,2724431,10505704
8516,2645840,10500408
8517,2664139,10294704
8518,2926034,10846097
8519,2639833,27278119
8520,2678144,12340068
8521,2661918,10177469
8522,2657492,10574666
8523,2688085,10713013
8524,2676961,10278647
8525,2641060,10438572
8526,2654239,10201448
8527,2751562,10559881
8528,2619709,10780932
8529,2607300,10088735
8530,2690526,10499802
8531,2631574,11391913
8532,2670710,10486506
8533,2631387,10575583
8534,2603097,11745845
8535,3252275,10677580
8536,2715237,11693957
8537,3106889,10489425
8538,2698491,10457718
8539,2658614,10419680
8540,2638113,11057660
8541,2631281,10100279
8542,2682852,10172233
8543,2615163,10100059
8544,2601056,10116111
8545,2694952,10182182
8546,2613682,10001021
8547,2644501,10045601
8548,2644827,9990100
8549,2643244,10182449
8550,2646044,10094528
8551,2643863,10017184
8552,2744350,10310168
8553,2659570,10004245
8554,2664589,10032476
8555,2726156,10351815
8556,2662854,9993352
8557,2811577,10333161
8558,2610750,10116404
8559,2648185,10498154
8560,2677052,10634845
8561,2697116,10244570
8562,2692720,9926137
8563,2889240,10062947
8564,2692620,10401287
8565,2639869,10462636
8566,2727476,10180313
8567,2654722,10183719
8568,2599307,10253632
8569,2723921,10405985
8570,2651351,10140148
8571,2681089,10246690
8572,2727195,10219289
8573,2688675,10160666
8574,2655998,10135730
8575,2666692,10231967
8576,4046942,12031782
8577,2646931,10164126
8578,2658121,10067499
8579,2666597,9939250
8580,2645354,10185903
8581,2650156,10090262
8582,2731834,10163018
8583,2630581,10245307
8584,3534796,10398904
8585,2646778,9979363
8586,2654685,10073805
8587,2698193,10968426
8588,2647053,9909116
8589,2649521,9900868
8590,2609659,9789959
8591,2669283,10030350
8592,2638991,10002004
8593,2643307,10671125
8594,2664470,9963970
8595,2678112,10384095
8596,2644786,10150253
8597,2698904,9931172
8598,2843558,10023734
8599,2597770,9942263
8600,2716982,9905753
8601,2605449,10186075
8602,2622386,10181106
8603,2721914,10263390
8604,2680722,9861681
8605,2634725,11026516
8606,2644604,10062099
8607,2682238,9981211
8608,2617402,9992957
8609,2637860,10444993
8610,2687189,10377409
8611,2752684,10283565
8612,2681743,10287088
8613,2632251,10031223
8614,2883244,10483242
8615,2657591,10418989
8616,2651039,11246258
8617,2699728,10551718
8618,2621418,12442744
8619,2768402,10161069
8620,2637734,10211016
8621,2657090,10098421
8622,2678291,9981530
8623,2719090,11057493
8624,2681600,10876552
8625,2662802,10532259
8626,2682508,10956420
8627,2647144,10215672
8628,2660500,10296117
8629,2730044,10339372
8630,2646938,10202884
8631,2618436,9919439
8632,2860590,9969134
8633,2660286,13820485
8634,2659435,10078015
8635,2667575,9961488
8636,2725631,9967711
8637,2640354,10037724
8638,2666983,10648731
8639,2628535,10048393
8640,2826358,10332521
8641,2657216,10227685
8642,2635814,14758972
8643,2699687,10252098
8644,2731855,10103154
8645,2640366,10216851
8646,2677372,10100528
8647,2853910,15069796
8648,2728417,10365265
8649,2668909,9836307
8650,2651568,9755331
8651,2652742,10271110
8652,2709044,10025395
8653,2608230,9883684
8654,2647604,9905365
8655,2632853,9961605
8656,2630813,10424771
8657,2624617,9914484
8658,2693252,10151149
8659,2644421,9910769
8660,3101956,10113391
8661,2689904,9982383
8662,2601212,10736751
8663,2689591,10163580
8664,2617655,11142174
8665,2687545,10055979
8666,2675219,10205938
8667,2622369,9924696
8668,2641122,9891066
8669,2665629,10176216
8670,2709071,10356303
8671,2705744,10313405
8672,2661191,10039165
8673,2728823,10156817
8674,2683972,10081829
8675,2668687,10118164
8676,2686532,10113940
8677,2737039,10273056
8678,2623020,9833725
8679,2854653,9982384
8680,2663197,10017020
8681,2729629,10024584
8682,2662933,10195492
8683,2645188,10454233
8684,2711325,9944631
8685,2709738,10856685
8686,2656281,10227660
8687,2697221,10330717
8688,2648650,10527451
8689,2664469,10130790
8690,2786789,10553950
8691,2663355,10265488
8692,2698103,10553089
8693,2719923,10315590
8694,2696920,10515812
8695,2625509,10226551
8696,2755499,10223145
8697,2720591,10284865
8698,2679605,10463274
8699,2818386,10217906
8700,2635202,10108992
8701,2701690,9931695
8702,2615321,9912188
8703,2638254,9944308
8704,2690963,10226217
8705,2701273,10008094
8706,2655618,9845943
8707,2641531,11228783
8708,2655845,9880814
8709,2665512,11026437
8710,2709225,10163428
8711,2642040,10183403
8712,2661300,10190526
8713,2762939,10281672
8714,2710795,10072197
8715,2989577,10644905
8716,2676334,10197516
8717,2659074,10071541
8718,2720347,10040263
8719,2698170,9968647
8720,2653061,9931476
8721,2668722,10028709
8722,2697300,10131655
8723,2648628,9983006
8724,2653843,9944527
8725,2682189,10233379
8726,2670610,11608514
8727,2656989,10332749
8728,2667989,10887040
8729,2659381,17700877
8730,2649377,12334213
8731,2762775,13129896
8732,2689679,12922748
8733,3334960,11593661
8734,2724452,13723462
8735,2651841,10794177
8736,2724771,10337724
8737,2664219,10148776
8738,2640074,10217725
8739,2694074,11145394
8740,2606190,10030724
8741,2655869,10238034
8742,3011545,14386416
8743,2679232,10429031
8744,2845337,10663116
8745,2745260,11398028
8746,2690588,10580356
8747,2872042,10491711
8748,2804298,10807454
8749,3695232,10828843
8750,3110778,11300683
8751,2991584,10726780
8752,2679173,11421470
8753,2748474,11155247
8754,2708720,10446083
8755,2912597,10494600
8756,2775922,10505578
8757,2637718,11258629
8758,2734797,10316840
8759,2643207,10429311
8760,2884482,10502747
8761,2751300,11831185
8762,2695944,10471340
8763,2729110,11138320
8764,2648017,10665755
8765,2691940,11089968
8766,2742484,12690787
8767,2736475,10549032
8768,2666679,11211670
8769,3089783,10694889
8770,2714127,10630959
8771,2696247,10935823
8772,2698603,10743260
8773,2651919,10995011
8774,2693930,11142304
8775,2757750,11444344
8776,2815257,10878090
8777,3240353,10765353
8778,2665232,10778817
8779,2654711,10675527
8780,2662466,10638419
8781,2685565,10310025
8782,2698601,10622728
8783,2632951,10202186
8784,2696371,10645052
8785,2689686,10753270
8786,3630229,10858782
8787,3561779,10674737
8788,2672316,10255504
8789,2704182,10211243
8790,2798854,10399274
8791,2654825,10602535
8792,2703352,10377667
8793,2742072,10240080
8794,3080298,10660140
8795,2662662,10223148
8796,2819026,10485282
8797,2684424,12306545
8798,2668561,11176946
8799,3061440,10872980
8800,3526404,10836487
8801,2705860,10553236
8802,2678482,11164362
8803,2610618,11354893
8804,2699228,12470892
8805,2745008,11754534
8806,2671564,10856612
8807,3408082,10532942
8808,2898994,10252168
8809,2786031,10197554
8810,2690816,10526682
8811,2665454,10171940
8812,2631675,9991407
8813,2887978,10321967
8814,2801818,10217260
8815,2714355,10349131
8816,2650876,13493013
8817,2744455,10191227
8818,2685162,10247059
8819,2795521,9995066
8820,2772592,10308920
8821,2658353,10402592
8822,2634147,10630640
8823,2668179,10283133
8824,3415115,11953603
8825,2908929,10148581
8826,2679161,10046567
8827,2739421,10382742
8828,2658737,10588943
8829,2669605,10211519
8830,2788171,10135762
8831,2862644,10423714
8832,3050229,11106225
8833,2719289,10630670
8834,2681064,10826269
8835,2814634,13054432
8836,2830357,10499557
8837,2687706,10670164
8838,2655734,10365866
8839,2652862,10565544
8840,2713504,10770583
8841,2748128,10414935
8842,2832668,10025197
8843,3102867,10024377
8844,2707168,10123683
8845,2648187,10151757
8846,2664809,10297050
8847,2671328,10022858
8848,3064820,10112652
8849,2683773,10223641
8850,2645959,10391440
8851,2764473,10374570
8852,2644679,9941796
8853,2714546,10180373
8854,2706181,10438325
8855,2698567,10487597
8856,2724395,10281886
8857,2646154,10061850
8858,3003785,10138384
8859,2651498,10565124
8860,2702938,10431469
8861,2684237,10353687
8862,2683653,9975852
8863,2738712,10079737
8864,2774512,10477233
8865,2688598,10446918
8866,2658518,10075748
8867,2780053,9981758
8868,2799553,10181165
8869,2724253,10152799
8870,2740813,10353575
8871,2793596,10724635
8872,2660648,10744860
8873,2664070,10101414
8874,2935138,10088126
8875,2658349,10362524
8876,2637543,10078246
8877,2801826,10660955
8878,2694015,11868318
8879,2770969,13795057
8880,2625382,10144509
8881,3025414,10269781
8882,2673211,10382066
8883,2647396,10108394
8884,2635058,10059473
8885,2636830,10088643
8886,2764964,10156261
8887,2689371,10163014
8888,2650875,10069388
8889,2680738,10707754
8890,2654500,10098395
8891,2722524,10173639
8892,2632642,10130946
8893,2699173,10288824
8894,2603098,10047620
8895,2681349,10198130
8896,2718464,10346072
8897,2635086,11914836
8898,2662396,10392165
8899,2686681,10687474
8900,2648020,10118871
8901,2976531,10174146
8902,2854099,10301249
8903,2856084,10275548
8904,2656060,10331131
8905,2668804,10124265
8906,2857554,10403147
8907,2648777,10007155
8908,2599306,10055683
8909,2667641,10004481
8910,2638572,10072085
8911,2668708,10051845
8912,2670677,9915051
8913,2749320,10068053
8914,2675684,9872317
8915,2721421,10096283
8916,2728969,10008751
8917,2672524,9931027
8918,2627152,11101181
8919,2604444,10043327
8920,2685751,10145274
8921,2650478,10449783
8922,2621385,10122366
8923,2647088,9948588
8924,2682306,10468945
8925,2656134,10764473
8926,2758592,10504158
8927,2653408,10190732
8928,2678233,10008800
8929,4568487,10116506
8930,2749803,10150896
8931,2595974,10030854
8932,2658810,9953200
8933,2679057,10148223
8934,2631760,10002452
8935,2656203,9961126
8936,2712399,9883582
8937,2663827,10499275
8938,2706058,9973839
8939,2718144,10144372
8940,2678808,10248650
8941,2638367,10216680
8942,2635510,10133625
8943,2624779,10225990
8944,2734733,10025440
8945,2682889,11240514
8946,2672718,10141154
8947,3026374,10143578
8948,2657514,10060403
8949,2636780,10058380
8950,2646904,9838162
8951,2889356,10351577
8952,2641343,9985905
8953,2650240,10013279
8954,2708952,10556161
8955,2658761,10193222
8956,2700364,10599299
8957,2762516,10192128
8958,2748062,10264889
8959,2734966,10402526
8960,2664189,9982050
8961,2645800,9909243
8962,2684545,9956331
8963,2672344,10243773
8964,2779116,10012085
8965,2726197,10036531
8966,2647937,10030089
8967,2641126,10220639
8968,2687861,10122432
8969,2704150,10193511
8970,2644250,10188992
8971,2732994,10013808
8972,2707983,10090926
8973,2629413,10052169
8974,2629501,10227864
8975,2670225,10143753
8976,2621264,10058182
8977,2651996,10299420
8978,2662364,9926379
8979,2692766,10032380
8980,2632702,10143590
8981,2681315,10113542
8982,2680861,10078143
8983,2621190,9932759
8984,2642487,9810579
8985,2667517,10331777
8986,2666160,9997926
8987,2667881,10572679
8988,2673516,10080841
8989,2679809,10282112
8990,2756277,10053471
8991,2601662,10178669
8992,2618516,10133446
8993,2759425,9932541
8994,2655395,10145849
8995,2712390,10044637
8996,2663694,10002389
8997,2680640,10127434
8998,2672127,10105647
8999,2657586,10029646
9000,2612586,10237480
9001,2713499,10049305
9002,2646431,9816424
9003,2713103,10021936
9004,2676560,10050361
9005,2675440,10086055
9006,2665142,10046462
9007,2617312,9933780
9008,2699089,10057008
9009,2690575,10008136
9010,2664562,10163281
9011,2635328,10540425
9012,2662258,10651192
9013,2686784,10760046
9014,2649466,10255218
9015,2694351,10517033
9016,2751069,10294479
9017,2618879,10341951
9018,2712159,10285425
9019,2664763,10759881
9020,2603476,10302720
9021,2723029,10168062
9022,2618263,10431060
9023,2669221,10231046
9024,2770734,10758380
9025,2652104,11544223
9026,2802092,10581374
9027,2749194,11002006
9028,2657175,11886736
9029,2734869,10901831
9030,2706404,11587555
9031,3641312,10726730
9032,2816613,10654784
9033,2760830,11333873
9034,2724807,11089201
9035,2718996,10466145
9036,2668652,11743523
9037,2694496,10193653
9038,3002287,10701977
9039,2675138,10443336
9040,2671875,10519316
9041,2670006,10156099
9042,2684395,10150157
9043,2700978,10030992
9044,2843127,10290297
9045,2659876,10375059
