Iteration,Payee1_ns,Payer_ns,Payee2_ns
1635,2090483,5542041,3453631
1636,2263428,5555028,3476116
1637,2075364,5489380,3403138
1638,2072533,5512387,3404736
1639,2043919,5485311,3408572
1640,2270949,5759900,3357048
1641,2094759,5513649,3444207
1642,2103009,5516438,3418748
1643,2056459,5576339,3441798
1644,2096191,5528965,3519691
1645,2101935,5733273,3400411
1646,2079720,5491543,3442788
1647,2090173,5486818,3405279
1648,2154809,5558260,3395253
1649,2073278,5451898,3381690
1650,2084725,5522256,3341953
1651,2105378,5481836,3386780
1652,2135263,5493717,3365927
1653,2057220,5486734,3396063
1654,2033216,5510755,3416291
1655,2051485,5537352,3457879
1656,2072490,5495841,3401698
1657,2085695,5593343,3386100
1658,2089902,5448270,3544175
1659,2100209,5573029,3377341
1660,2132628,5570410,3446938
1661,2091194,5511948,3421291
1662,2064974,5614463,3412896
1663,2100340,5539994,3387447
1664,2104243,5490270,3393030
1665,2098723,5510033,3385059
1666,2043458,5428944,3550125
1667,2077053,5567109,3402447
1668,2065836,5479137,3350101
1669,2088954,5460431,3388411
1670,2032280,5475344,3388495
1671,2073892,5470974,3397157
1672,2075962,5406992,3427610
1673,2042779,5473702,3429202
1674,2063232,5476631,3384173
1675,2037764,5506554,3394856
1676,2054736,5464449,3368997
1677,2042741,5477982,3403774
1678,2052299,5612075,3459688
1679,2071227,5531223,3648807
1680,2119967,5504769,3368413
1681,2091483,5684543,3415217
1682,2084394,5512081,3423454
1683,2077222,5547612,3731462
1684,2076986,5779220,3443181
1685,2093913,5549764,3411153
1686,2066589,5554608,3463901
1687,2139468,5660851,3433437
1688,2097523,5524170,3395648
1689,2130884,5483503,3385894
1690,2099341,5513401,3405769
1691,2072913,5449662,3449458
1692,2084209,5491644,3394953
1693,2100644,5552028,3422407
1694,2083912,5536802,3379454
1695,2102714,5507024,3455270
1696,2098847,5533147,3402544
1697,2101331,5478049,3360540
1698,2060078,5545901,3362886
1699,2070819,5613281,3400050
1700,2108712,5486987,3453218
1701,2069460,5524554,3500110
1702,2061578,5599535,3440136
1703,2053300,5529863,3513390
1704,2089492,5528183,3412753
1705,2107955,5524119,3462145
1706,2097142,5514194,3424563
1707,2048819,5462107,3410778
1708,2065625,5622586,3365770
1709,2102096,5473585,3389315
1710,2112225,5502226,3353117
1711,2086439,5536456,3394196
1712,2058615,5461738,3458874
1713,2088534,5492406,3443294
1714,2118799,5748148,3422781
1715,2076985,5579840,3410109
1716,2038894,5537821,3402510
1717,2073543,5477259,3372969
1718,2080975,5495991,3420191
1719,2104129,5764395,3532275
1720,2201554,5559004,3669919
1721,2097438,5672386,3456296
1722,2129130,5561400,3415599
1723,2108648,5579758,3452608
1724,2068586,5614095,3517812
1725,2052976,5493503,3412352
1726,2260490,5672155,3442476
1727,2255647,5570274,3455109
1728,2080251,5641965,3727549
1729,2113160,5518768,3573579
1730,2207440,5667919,3471403
1731,2084147,5619556,3403078
1732,2564004,5521170,3410094
1733,2057976,5400590,3486521
1734,2115890,5507200,3367867
1735,2174083,5605994,3465088
1736,2091250,5609974,3441734
1737,2079001,5474914,3436417
1738,2069647,5523240,3476042
1739,2128039,5605107,3410579
1740,2099119,5722871,3391321
1741,2064198,5558886,3691872
1742,2125110,5470890,3368224
1743,2200776,5565826,3417939
1744,2098438,5498934,3382590
1745,2091624,5441382,3584306
1746,2077468,5626648,3883029
1747,2357842,5880335,3488809
1748,2155775,6369439,3563397
1749,2042616,5495431,3367190
1750,2076880,5636007,3391103
1751,2139373,5508850,3389503
1752,2133737,5501817,3458758
1753,2127067,5595495,3506989
1754,2071778,5507999,3444667
1755,2123884,5484540,3422674
1756,2072174,5612247,3494357
1757,2089223,6919635,4777503
1758,2132018,5900908,3581601
1759,2082118,5555304,3680866
1760,2121352,5578185,3546768
1761,2083569,5608374,3413017
1762,2065970,5497217,3375219
1763,2099396,5613910,3466302
1764,2068639,5576576,3499057
1765,2210068,5682164,3513172
1766,2155153,5755790,3517581
1767,2096175,5498098,3814281
1768,2102171,5781302,3544513
1769,2132389,5682634,3429624
1770,2193374,5684366,3438391
1771,2138536,5664327,3867103
1772,2258344,5727167,3460381
1773,2129876,5470797,3406483
1774,2043324,5498686,3394047
1775,2144727,5640869,3543940
1776,2099153,5636189,3529274
1777,2106275,5516086,3357704
1778,2099742,5555905,3429187
1779,2069399,5492047,3345320
1780,2099314,5509829,3514417
1781,2099061,5692472,3438830
1782,2119397,5747497,3369045
1783,2084733,5844152,3449629
1784,2083906,5537635,3628072
1785,2133843,5553877,3358703
1786,2105740,5527490,3363196
1787,2073987,5461425,3409709
1788,2045962,5475405,3420218
1789,2087041,5501462,3414850
1790,2151624,5539956,3378758
1791,2115896,5559350,3409520
1792,2097358,5486469,3465090
1793,2054551,5443359,3432327
1794,2283872,5518981,3424226
1795,2066003,5643894,3463147
1796,2090432,5617630,3478499
1797,2069106,5554356,3424293
1798,2098053,5713683,3366291
1799,2112238,5568112,3389829
1800,2168759,5815080,3448784
1801,2120402,5548837,3432187
1802,2071081,5494279,3416876
1803,2090529,5588792,3504669
1804,2147110,5693457,3370540
1805,2065908,5473726,3381889
1806,2062898,5470689,3472921
1807,2079184,5620518,3380412
1808,2057247,5620719,3418479
1809,2084778,5495327,3666618
1810,2236651,5623272,3529422
1811,2194074,5472751,3436032
1812,2078904,5514814,3437190
1813,2058827,5433909,3392162
1814,2078365,5529357,3393968
1815,2085053,5612488,3438622
1816,2078345,5511586,3461665
1817,2074001,5527042,3608774
1818,2136319,5577294,3519384
1819,2123705,5833413,3408064
1820,2061475,5505724,3413053
1821,2063735,5508410,3446086
1822,2085898,6002529,3451078
1823,2184526,5603960,3416305
1824,2127771,5700536,3400363
1825,2058832,5582425,3413620
1826,2161233,5526701,3404164
1827,2123668,5476843,3378320
1828,2080784,5446773,3382926
1829,2082495,5544759,3375466
1830,2053589,5457109,3376916
1831,2220841,5568180,3356475
1832,2099088,5597999,3406455
1833,2047376,5512878,3412283
1834,2073595,5512478,3384552
1835,2059775,5565495,3388262
1836,2095693,5649270,3388298
1837,2131816,5578288,3402018
1838,2064598,5486455,3372696
1839,2111976,5709238,3522923
1840,2355578,6073048,3396472
1841,2104779,6018212,3834497
1842,2281249,5525963,3463348
1843,2150527,5668194,3611829
1844,2176917,5661010,3693999
1845,2123677,5568591,3392001
1846,2149202,5973133,3682081
1847,2131111,5660597,3472287
1848,2229590,5834877,3392681
1849,2125686,5763396,3436024
1850,2086159,6127451,3429373
1851,2246958,5662138,3558879
1852,2123037,5770697,3555898
1853,2189300,5608602,3522576
1854,2283824,5863222,3476352
1855,2193222,6553854,4096696
1856,2401576,5896737,3781813
1857,2382877,5476598,3416990
1858,2141968,5570022,3597502
1859,2089336,5560670,3652690
1860,2071063,5618720,3435050
1861,2109318,5737405,3472520
1862,2105638,5542644,3451380
1863,2099316,5452398,3460940
1864,2078970,5587638,3371475
1865,2075936,5434758,3446876
1866,2102609,5478294,3431070
1867,2068365,5579049,3409723
1868,2084966,5459016,3381626
1869,2109001,5500330,3401863
1870,2103195,5462859,3338022
1871,2078999,5653185,3469443
1872,2119464,5662678,3457152
1873,2089337,5508740,3410073
1874,2086975,5542041,3411814
1875,2086071,5631469,3461697
1876,2111433,5685801,3480081
1877,2159390,5486714,3769990
1878,2120308,5532419,3434926
1879,2115004,5620091,3446629
1880,2103985,5629752,3461463
1881,2084890,5501001,3450466
1882,2130594,5466604,3366334
1883,2061685,5452762,3440311
1884,2064359,5597001,3393775
1885,2073679,5488200,3622965
1886,2104165,5471330,3484673
1887,2160991,5549090,3416120
1888,2044128,5535322,3494673
1889,2061229,5588174,3422165
1890,2106780,5590735,3576007
1891,2205014,5442101,3459665
1892,2074136,5723601,3439020
1893,2118509,5789755,3436747
1894,2040910,5558428,3632961
1895,2092378,5559396,3428324
1896,2065849,5535127,3363082
1897,2051253,5618273,3455182
1898,2104556,5588088,3668574
1899,2097039,5520136,3433159
1900,2094662,5679591,3358031
1901,2063830,5500327,3397125
1902,2033715,5560248,3436313
1903,2078680,5501681,3402904
1904,2100677,5522048,3437699
1905,2063001,5452239,3446449
1906,2103612,5512861,3445092
1907,2120832,5495780,3412107
1908,2045520,5675463,3403475
1909,2064343,5647796,3430214
1910,2064041,5464234,3392375
1911,2070937,5484488,3439676
1912,2089605,5567602,3398045
1913,2093786,5556531,3404593
1914,2080471,5508477,3387162
1915,2066697,5490441,3378489
1916,2074221,5469913,3396013
1917,2065921,5639070,3402282
1918,2067613,5547374,3436430
1919,2113734,5487213,3378719
1920,2085090,5542708,3410070
1921,2063610,5558548,3420376
1922,2170951,5528502,3495710
1923,2057308,5508624,3393395
1924,2052479,5502170,3425709
1925,2077566,5503214,3391421
1926,2087380,5501003,3431133
1927,2075683,5490119,3458145
1928,2199099,5542535,3387208
1929,2112545,5642618,3432261
1930,2104676,5541819,3522554
1931,2072720,5516994,3403242
1932,2074434,5830781,3500923
1933,2147694,5669380,3426441
1934,2081196,5602026,3463563
1935,2080101,5514982,3424840
1936,2218055,5626622,3461028
1937,2229350,5580810,3496002
1938,2083050,5683446,3560565
1939,2112337,5608599,3456318
1940,2046927,5539939,3495742
1941,2074336,5543582,3457143
1942,2121071,5552661,3410625
1943,2093606,5573439,3444975
1944,2116081,5625158,3477620
1945,2080742,5810290,3437935
1946,2121145,5563058,3511864
1947,2099043,5572065,3447477
1948,2090746,5616641,3409696
1949,2045244,5478779,3453407
1950,2054439,5590149,3586820
1951,2153907,5584782,3429037
1952,2090992,5519722,3465333
1953,2079679,5514989,3446204
1954,2109063,5478468,3393358
1955,2078219,5498478,3363407
1956,2108531,5424276,3421943
1957,2079851,5496417,3389241
1958,2074924,5544679,3377015
1959,2082671,5506274,3414524
1960,2054459,5481533,3406510
1961,2064137,5535798,3391179
1962,2055122,5505256,3412425
1963,2076125,5606390,3455331
1964,2092409,5485816,3392806
1965,2073515,5544372,3352472
1966,2079679,5535835,3400986
1967,2093220,5569509,3382669
1968,2081749,5470828,3426801
1969,2103545,5501867,3419642
1970,2095187,5509742,3405400
1971,2087164,5653778,3426712
1972,2099615,5491362,3393728
1973,2103041,5591412,3384819
1974,2076745,5504590,3467087
1975,2112348,5540762,3463358
1976,2093914,5460407,3424938
1977,2079598,5614881,3404995
1978,2108737,5890917,3450442
1979,2069922,5469345,3459814
1980,2076235,5525629,3412055
1981,2075036,5521482,3386868
1982,2082829,5471015,3425890
1983,2076904,5476866,3364331
1984,2108090,5470826,3374832
1985,2187684,5464796,3411106
1986,2075981,5534878,3466620
1987,2065035,5953641,3455661
1988,2092551,5538715,3728207
1989,2112986,5791534,3378996
1990,2094325,5606230,3488362
1991,2180214,5618343,3449927
1992,2332707,5463560,3409523
1993,2098022,5482946,3573168
1994,2110486,5779159,3386715
1995,2090366,5691535,3493636
1996,2121662,5600720,3640644
1997,2084355,5469907,3352622
1998,2049132,5526923,3417696
1999,2047897,5554986,3473801
2000,2134294,5559992,3466156
2001,2122428,5522352,3411599
2002,2108216,5464476,3533597
2003,2061048,5642913,3466388
2004,2141217,5561320,3595442
2005,2087407,5484062,3354071
2006,2205540,5803741,3492766
2007,2156064,5915731,3584354
2008,2117755,5671579,3499308
2009,2176425,5657707,3702798
2010,2130491,5625771,3504095
2011,2155112,5882268,3504980
2012,2149818,5712241,3506690
2013,2130989,5649191,3574428
2014,2139871,5616029,3514402
2015,3015315,5548365,3472115
2016,2121487,5844292,3552477
2017,2173525,5711764,3591288
2018,2133716,5665914,3505636
2019,2212995,5652861,3496765
2020,2104593,5669269,3492354
2021,2133477,5769746,3493029
2022,2132828,5637484,3563346
2023,2200694,5697491,3519771
2024,2182386,6021858,3506723
2025,2140621,5656130,3726913
2026,2197776,5711052,3603919
2027,2125379,5621521,3470052
2028,2135849,5700953,3521401
2029,2123092,5665510,3590909
2030,2127032,5638914,3461325
2031,2465638,5583582,3488336
2032,2147145,5663413,3536527
2033,2181936,5598539,3571904
2034,2126488,5723810,3468089
2035,2160422,5630333,3488262
2036,2127056,5730172,3495717
2037,2178961,5721551,3712882
2038,2122716,5623096,3470220
2039,2311831,5675163,3510713
2040,2150510,5648327,3461414
2041,2140685,5618317,3509286
2042,2091428,5604148,3453079
2043,2109020,5684590,3453876
2044,2149553,5674175,3499408
2045,2209807,5651840,3480235
2046,2123520,5643801,3587222
2047,2138102,5568799,3501132
2048,2064852,5607713,3450262
2049,2110129,5669822,3519943
2050,2158519,5639437,3497441
2051,2156392,5681563,3496595
2052,2142210,5609169,3550013
2053,2153111,5648841,3484212
2054,2162312,5649685,3508541
2055,2126882,5789039,3472346
2056,2118143,5662240,3523957
2057,2102341,5692901,3441219
2058,2130688,5625767,3493390
2059,2121790,5563190,3493094
2060,2138611,5601743,3435028
2061,2165521,5532402,3490472
2062,2117323,5697575,3743124
2063,2130106,5639003,3490796
2064,2253999,5656908,3517875
2065,2123670,5584158,3486365
2066,2129983,5632134,3511193
2067,2150572,5711174,3480810
2068,2189782,5721204,3512214
2069,2116981,5637290,3467110
2070,2164977,5606313,3553097
2071,2180178,5645258,3530597
2072,2159447,5765443,3450715
2073,2117551,5647057,3527935
2074,2098998,5632154,3438581
2075,2161479,5753003,3491362
2076,2142791,5653944,3508134
2077,2150232,5573573,3532001
2078,2133158,5662027,3477464
2079,2164425,5676549,3675695
2080,2146547,5642303,3474104
2081,2106962,5600281,3451955
2082,2137829,5634168,3507051
2083,2139964,5650619,3572398
2084,2128944,5605081,3441133
2085,2131623,5644261,3463837
2086,2110282,5646627,3539648
2087,2111789,5655244,3676457
2088,2151939,5632172,3494409
2089,2131235,5811876,3529954
2090,2131613,5798424,3497238
2091,2148515,5516428,3504865
2092,2120791,5694323,3493131
2093,2126422,5639208,3468659
2094,2127372,5885203,3473273
2095,2133064,5680458,3556039
2096,2178417,5610262,3475949
2097,2120264,5731218,3442968
2098,2160485,5653722,3608682
2099,2178747,5604885,3590589
2100,2137867,5774381,3576205
2101,2116393,5671165,3510430
2102,2127029,5568964,3486679
2103,2124662,5719279,3590987
2104,2098871,5621620,3459363
2105,2448433,5671446,3538585
2106,2116338,5700648,3507520
2107,2140372,5614405,3462470
2108,2128348,5669559,3520093
2109,2148064,5633213,3452135
2110,2109941,5611174,3748683
2111,2115915,5602821,3620071
2112,2112229,5615967,3502050
2113,2320182,5667436,3515351
2114,2149703,5792958,3480937
2115,2162279,5546771,3776465
2116,2123012,5636388,3486857
2117,2383433,6133910,3489628
2118,2152303,6336819,3495338
2119,2363113,5700320,3907852
2120,2149699,5644505,3505582
2121,2132955,5661793,3536148
2122,2165300,5913596,3493057
2123,2142757,5815451,3479370
2124,2129881,5660285,3517305
2125,2161699,5818925,3508940
2126,2174630,5889513,3750541
2127,2150268,5803443,3702803
2128,2189797,5689029,3469777
2129,2186086,5749075,3557172
2130,2202350,5767449,3529774
2131,2250674,5769125,3515441
2132,2144792,5708080,3567036
2133,2201707,5664237,3481077
2134,2251072,6080902,3615504
2135,2141806,5842088,3737022
2136,2158763,5670769,3492250
2137,2194910,6067559,3679334
2138,2143293,5742356,3594289
2139,2220831,5811328,3492039
2140,2106706,5768296,3580757
2141,2161519,5678416,3631240
2142,2148864,5634184,3472861
2143,2100518,5791178,3464216
2144,2081711,5599345,3511404
2145,2148397,5632442,3475575
2146,2240263,5844645,3541684
2147,2125417,5993711,3468491
2148,2100635,5666366,3483671
2149,2067540,5608254,3479106
2150,2078088,5606542,3467802
2151,2148994,5611227,3504085
2152,2138226,5711134,3564129
2153,2154257,6092961,3693580
2154,2253499,5614455,3581182
2155,2545116,5786636,3533770
2156,2159717,5746693,3455974
2157,2124417,5671781,3449832
2158,2131358,5677479,3551598
2159,2129979,5636000,3460926
2160,2116274,5567872,3459193
2161,2115194,5642857,3630722
2162,2114273,5669519,3451073
2163,2121129,5614553,3490013
2164,2103271,5591714,3423084
2165,2110445,5590898,3481881
2166,2117788,5672002,3513817
2167,2126274,5662571,3444317
2168,2115614,5682924,3491088
2169,2120560,5578146,3494944
2170,2112243,5611195,3511861
2171,2143168,5586164,3434914
2172,2120811,5621222,3479238
2173,2085290,5575250,3540284
2174,2158476,5632824,3459795
2175,2130922,5667593,3455401
2176,2119519,5638478,3477761
2177,2157092,5683811,3621974
2178,2130853,5567134,3519194
2179,2160528,5650920,3519249
2180,2117674,5617070,3498487
2181,2103424,5602569,3497286
2182,2114759,5798384,3504119
2183,2474122,5621348,3472384
2184,2115346,5774528,3566289
2185,2181542,5611635,3443393
2186,2141430,5600907,3491239
2187,2117358,5597202,3523504
2188,2122747,5591052,3596604
2189,2108340,5730678,3492337
2190,2098090,5600736,3808164
2191,2208711,5699346,3599880
2192,2234998,5694141,3721598
2193,2130871,5818734,3732971
2194,2181338,5997672,3488965
2195,2173803,5719529,3484405
2196,2128522,5634085,3586799
2197,2117448,5766761,3453513
2198,2170931,5617488,3443899
2199,2173568,5624147,3516204
2200,2119050,5649426,3532028
2201,2143182,5600632,3449824
2202,2148962,5666059,3460357
2203,2123411,5629987,3497732
2204,2287758,5821078,3510085
2205,2146109,5915645,3481979
2206,2103141,5580821,3436906
2207,2094736,5694245,3494100
2208,2110668,5640991,3516084
2209,2115612,5697863,3480336
2210,2116211,5605063,3468189
2211,2125339,5672896,3703104
2212,2331306,5936440,3516758
2213,2125670,5577642,3447147
2214,2212494,5653033,3507022
2215,2092870,5686068,3473118
2216,2115695,5605742,3482290
2217,2174528,5663110,3459097
2218,2108784,5576610,3470256
2219,2124285,5596281,3512367
2220,2216940,6112122,3481028
2221,2158618,5758020,3749182
2222,2187154,5666626,3456121
2223,2096457,5605188,3472784
2224,2123871,5683700,3513997
2225,2157434,5614772,3447166
2226,2117145,5630877,3520612
2227,2140943,5746384,3454902
2228,2119983,5614128,3486903
2229,2124634,5622465,3499490
2230,2230328,5692631,3465410
2231,2099946,5665604,4278189
2232,2204041,5779909,3677278
2233,2157628,5607296,3498468
2234,2102952,5635949,3490964
2235,2136071,5574538,3465800
2236,2133023,5582225,3486308
2237,2117696,5625372,3465019
2238,2111860,5593829,3501595
2239,2125385,5649696,3532795
2240,2138682,5597016,3511075
2241,2145648,5731607,3485048
2242,2122865,6177723,3594995
2243,2201777,5770805,3648260
2244,2157542,5721877,3529934
2245,2099517,5618817,3451308
2246,2128345,5601661,3579461
2247,2144819,5679271,3551179
2248,2156692,5640282,3531843
2249,2307836,5754915,3430588
2250,2131447,5685181,3485755
2251,2120870,5593119,3427335
2252,2168566,5641858,3496488
2253,2136731,5620399,3460991
2254,2107599,5723752,3462822
2255,2111059,5610365,3781242
2256,2121791,5628972,3492223
2257,2149500,5814984,3568279
2258,2109785,5620161,3526155
2259,2085906,5654469,3509248
2260,2159877,5640887,3476219
2261,2261417,5680480,3469545
2262,2115658,5791963,3515972
2263,2175654,5684887,3674962
2264,2143973,5610737,3441666
2265,2126932,5659543,3463651
2266,2098784,5589026,3507089
2267,2156594,5590019,3506129
2268,2165483,5630059,3455242
2269,2133131,5609063,3564516
2270,2120887,5593787,3488131
2271,2106250,5607807,3473520
2272,2118586,5656198,3490091
2273,2168621,5622682,3480426
2274,2132210,5640834,3491791
2275,2127149,5621450,3600469
2276,2144044,5588051,3451246
2277,2110593,5680088,3526013
2278,2128802,5611841,3442575
2279,2115469,5790113,3782284
2280,2169226,5707185,3584772
2281,2341615,5707313,3498172
2282,2094523,5682359,3468249
2283,2166121,5740829,3465962
2284,2151145,5709237,3597107
2285,2123641,5616586,3467347
2286,2130180,5796867,3457213
2287,2112536,5743753,3509912
2288,2176338,5693891,3529448
2289,2166727,5631832,3468928
2290,2141728,5777447,3578905
2291,2177270,5663226,3454359
2292,2124611,5720044,3534178
2293,2163224,5674385,3530135
2294,2125224,5875592,3465504
2295,2127858,6099480,3562514
2296,2146929,5674504,3584683
2297,2559961,5751584,3484502
2298,2148473,5652456,3587184
2299,2106585,5633304,3464739
2300,2116848,5549124,3473000
2301,2108308,5662412,3532671
2302,2157425,5785584,3479169
2303,2171683,5692334,3529600
2304,2140823,5683950,3600965
2305,2109219,5634093,3466453
2306,2331507,5821072,3524052
2307,2184086,5760068,3488584
2308,2268208,5772642,3658905
2309,2203493,5603431,3459745
2310,2127566,5602286,3599768
2311,2187268,5808135,3514607
2312,2102243,5640179,3463937
2313,2129723,5611914,3490685
2314,2149563,5776759,3542385
2315,2186261,5889734,3437142
2316,2133979,5763288,3618298
2317,2093734,5519681,3484396
2318,2086869,5628003,3555597
2319,2102466,5697828,3482725
2320,2138371,5730036,3506830
2321,2141358,5676183,3599737
2322,2154017,5625464,3523188
2323,2118889,5981477,3453090
2324,2188585,5569583,3424122
2325,2154205,5618216,3500750
2326,2141520,5685736,3497457
2327,2203331,5688607,3646487
2328,2123927,5716609,3552830
2329,2170717,5671673,3697225
2330,2156008,5664700,3549908
2331,2336369,5825671,3516208
2332,2129288,5875455,3509091
2333,2140485,5746536,3511556
2334,2145779,5660701,3475101
2335,2144550,5604971,3469322
2336,2102337,5604320,3486762
2337,2120575,5715347,3536211
2338,2144845,5687314,3504068
2339,2320997,5635477,3484512
2340,2152909,5787972,3483094
2341,2152752,5684583,3629109
2342,2145078,5699765,3428394
2343,2197125,5581607,3532755
2344,2142740,5677020,3486799
2345,2125035,5741272,3491496
2346,2141677,5620924,3530353
2347,2272089,5659328,3500372
2348,2095061,5605606,3482943
2349,2126828,5616040,3501708
2350,2119158,5680245,3478442
2351,2088656,5663000,3523930
2352,2151216,5628235,3526807
2353,2094456,5578220,3508293
2354,2114970,5620654,3600184
2355,2366059,5728984,3420821
2356,2109840,5795108,3485582
2357,2148670,5666929,3611877
2358,2171673,5677365,3547603
2359,2195510,5733263,3590986
2360,2137488,5608512,3480691
2361,2171228,5633716,3493346
2362,2133197,5635628,3623457
2363,2093514,5606261,3461255
2364,2144630,5837282,3527439
2365,2085537,5723550,3488111
2366,2133200,5649126,3643792
2367,2128049,5669180,3485625
2368,2139493,5828951,3506060
2369,2119842,5613335,3504754
2370,2147225,5581459,3513691
2371,2125968,5631433,3490376
2372,2243204,5609108,3469861
2373,2133703,5844517,3506337
2374,2160555,5684341,3711214
2375,2116487,5590846,3557285
2376,2144703,5610674,3457301
2377,2116020,5599347,3454420
2378,2112515,5643121,3467912
2379,2140791,5682922,3488199
2380,2185990,5674460,3434030
2381,2107458,5635769,3495822
2382,2093225,5628740,3457779
2383,2131784,5631856,3460262
2384,2120363,5614363,3479506
2385,2133086,5638317,3483379
2386,2134333,5638925,3688929
2387,2129329,5728323,3547661
2388,2372112,5762191,3511119
2389,2109741,5842989,3465216
2390,2117095,5713508,3478918
2391,2078507,5570198,3461885
2392,2129900,5592280,3543686
2393,2180139,5773583,3590108
2394,2148988,6080031,3662853
2395,2238791,6069080,3583715
2396,2147890,6144904,3445307
2397,2137650,5782113,3675173
2398,2147872,5779030,3794011
2399,2492757,5831210,3584689
2400,2197338,5926056,3568550
2401,2207593,5758311,3784041
2402,2433788,5941165,3464317
2403,2134781,5714953,3590518
2404,2151721,5672956,3491194
2405,2312620,5681504,3522941
2406,2154181,5735830,4024743
2407,2161758,5749226,3499231
2408,2160909,5815675,3617557
2409,2184316,5856020,3704296
2410,2225039,5687105,3458094
2411,2096724,6481614,4010028
2412,2190687,5833319,3612841
2413,2213440,5720381,3571508
2414,2153915,5866742,3576981
2415,2221979,5714815,3571815
2416,2159666,5996183,3565979
2417,2178466,5709347,3713280
2418,2145925,5715040,3489302
2419,2143439,5634914,3498036
2420,2202413,5804762,3592394
2421,2176159,5697159,3604606
2422,2126807,5626857,3486121
2423,2250075,5572922,3527189
2424,2105087,5676380,3440696
2425,2199520,5576238,3538407
2426,2202629,5694922,3465723
2427,2093620,5625444,3547994
2428,2138528,5568566,3569888
2429,2111995,5607107,3728084
2430,2109310,5650685,3522395
2431,2303724,5668469,3419149
2432,2145631,5659018,3547731
2433,2124016,5651549,3474727
2434,2098226,5611245,3472505
2435,2317985,5670693,3529907
2436,2147649,5677227,3566894
2437,2136737,5724970,3504833
2438,2160359,5635406,3456170
2439,2081548,5595973,3463523
2440,2127287,5709517,3459746
2441,2144010,5604895,3458835
2442,2113437,5564360,3487102
2443,2201997,5664360,3486760
2444,2101716,5766917,3575230
2445,2167005,5752713,3597377
2446,2147149,5590902,3472039
2447,2094622,5690508,3505066
2448,2158234,5675885,3449066
2449,2112138,5937872,3546205
2450,2137861,5897188,3740891
2451,2139077,5640159,3491810
2452,2282392,5647455,3467923
2453,2168254,5886062,3510493
2454,2171844,5615706,3683999
2455,2125686,5679833,3513293
2456,2131222,5698796,3511918
2457,2152682,5570857,3538133
2458,2138718,5733400,3690884
2459,2120579,5627434,3530747
2460,2391399,5654403,3460939
2461,2178848,5794002,3397781
2462,2132763,5790527,3634471
2463,2184541,5679645,3478226
2464,2107884,5624133,3476991
2465,2131182,5626036,3461530
2466,2123346,5600541,3500979
2467,2133067,5606953,3550684
2468,2288303,5630372,3511337
2469,2123739,6172563,3481954
2470,2126552,5775927,3472784
2471,2110813,5620972,3473815
2472,2163469,5651676,3526007
2473,2150999,5585187,3476905
2474,2132952,5584117,3490561
2475,2130772,5666464,3502949
2476,2149868,5620762,3424210
2477,2117403,5969012,3522776
2478,2171728,5814871,3559304
2479,2128168,5603148,3561986
2480,2122142,5656142,3542371
2481,2334374,5788297,3479229
2482,2425735,7910237,3484326
2483,2104329,6110216,3574980
2484,2133631,5618643,3441198
2485,2143332,5568846,3496818
2486,2254300,5802274,3566732
2487,2188586,5702915,3518230
2488,2104758,5745149,3581051
2489,2196809,5927243,3554324
2490,2438234,5710483,3517772
2491,2130229,5845530,3469263
2492,2144030,5574105,3563750
2493,2120964,5830687,3722446
2494,2153307,5743520,3553413
2495,2208025,5738740,3570452
2496,2172753,6247665,3479686
2497,2089940,5722051,3672357
2498,2145670,5671869,3425673
2499,2257257,5588793,3522551
2500,2129416,5640337,3557168
2501,2143712,5632962,3426715
2502,2155567,5626034,3466967
2503,2154205,5677055,3494162
2504,2109875,5733641,3470474
2505,2120637,5641260,3719510
2506,2235114,5718387,3584908
2507,2339507,5568961,3479426
2508,2121259,5830074,3573422
2509,2141117,5628156,3496527
2510,2100369,5633969,3496673
2511,2192230,5624834,3511123
2512,2165443,5845904,3541213
2513,2152636,5694422,3704272
2514,2178857,5655331,3521023
2515,2405736,5641784,3536016
2516,2168028,5774093,3537299
2517,2161575,5693654,3707535
2518,2156824,5652799,3565661
2519,2169464,5656914,3474937
2520,2143979,5711947,3496048
2521,2136725,5775320,3539621
2522,2188242,5605300,3460456
2523,2150127,5652386,3497069
2524,2146723,5640872,3420296
2525,2127156,5615121,3545920
2526,2115726,5634833,3524053
2527,2127678,5798028,3532099
2528,2214892,5629658,3523120
2529,2107510,5853596,3511804
2530,2147084,5644855,3537347
2531,2125224,5661325,3490475
2532,2176166,5635135,3536645
2533,2156917,5789177,3488779
2534,2127352,5648022,3623489
2535,2164928,5573926,3716584
2536,2340507,5690788,3507857
2537,2112666,5796301,3479143
2538,2153215,5682858,3637267
2539,2117325,5717121,3521671
2540,2112349,5638822,3474006
2541,2116814,5655570,3492182
2542,2148934,5652841,3463774
2543,2123617,5592014,3453462
2544,2242672,5556433,3467624
2545,2097667,5628075,3477191
2546,2108313,5625930,3480826
2547,2148501,5679545,3469702
2548,2121634,5744277,3510726
2549,2135080,5849198,3505302
2550,2171856,5606010,3609487
2551,2162192,5602432,3561784
2552,2322474,5666204,3520810
2553,2161940,5666157,3475129
2554,2106830,5717825,3507312
2555,2104222,5665947,3478314
2556,2294686,5606825,3557972
2557,2134779,5834286,3425462
2558,2125247,5627416,3526810
2559,2097010,5592984,3545366
2560,2098781,5637618,3507352
2561,2126685,5875827,3541661
2562,2086451,5692752,3468298
2563,2125880,5662907,3586376
2564,2140889,5670361,3511666
2565,2115205,5737852,3484831
