Iteration,Payee1_ns,Bank1_ns,Payee2_ns,Bank2_ns,Payee3_ns
1471,1977446,8186089,647865,647567,477518
1472,1923011,12408981,659270,677043,464006
1473,1968632,9314334,664109,672172,460241
1474,1947824,8458070,642547,652044,471269
1475,1947002,8301607,645211,636849,464482
1476,1969816,8055434,684747,646263,482161
1477,2091410,8475780,649179,650523,465180
1478,1956840,7986236,662121,648522,447634
1479,1894642,8422416,641954,656444,468842
1480,1942550,8374277,700797,712906,534768
1481,2098399,8482711,689902,674936,470722
1482,1983023,8679125,667451,660961,474988
1483,1928356,8372140,667672,674128,462028
1484,1995901,8395263,672676,663013,469122
1485,1932730,8388259,666084,653856,469897
1486,2000014,8616667,842157,654700,461829
1487,1935476,8220690,701413,701588,449538
1488,2013802,8279019,656343,681091,465701
1489,1969817,8544488,661586,746754,462597
1490,1954330,8080874,662172,695827,468043
1491,1938740,8116061,654982,652013,463831
1492,1925093,8316696,647700,649924,477401
1493,2038747,8266767,651992,659963,465620
1494,1906892,8373859,676014,660760,461007
1495,1962395,8472103,655767,774627,480129
1496,1966741,8310667,653188,644232,466248
1497,1922242,8537116,661289,663816,466772
1498,1988035,8326508,683724,658365,463433
1499,1933864,8254035,668226,655369,466847
1500,1944411,8266711,670174,693479,460267
1501,2083457,8134434,663338,640735,462626
1502,1922420,8104593,640453,657662,474031
1503,1936523,9169136,648548,636889,445683
1504,1953530,8163813,696564,669396,450422
1505,2010612,8311929,650194,646310,457598
1506,1912225,8304839,670146,694136,473079
1507,2003147,8618786,636682,638108,460174
1508,1930546,8180024,650710,679531,563706
1509,2057864,8110274,632309,644207,470281
1510,1914844,8695959,738837,735745,475397
1511,1910881,9853611,674672,658957,457320
1512,1890748,8397824,657437,650039,453557
1513,1942355,8416202,752500,818103,514330
1514,2038731,8048246,642457,743562,461576
1515,1924552,7991248,643992,647376,457790
1516,1913202,8233902,627442,680750,464310
1517,1927945,8234510,646471,640091,457407
1518,1954077,8145788,635586,672909,536118
1519,2021935,8258508,651594,627333,462345
1520,1951797,8282310,660907,655180,457438
1521,2010561,9607932,664978,659472,469588
1522,1974200,8356029,654190,794407,469055
1523,1956430,8351090,970675,684811,469950
1524,1934870,8086530,644321,643940,464407
1525,1925313,8388111,665319,649878,447566
1526,1970877,8076101,630060,665747,448412
1527,1974491,7956255,631101,618831,461026
1528,1946048,8125782,650966,632957,457971
1529,1928628,8018838,653194,639644,460775
1530,1941261,7656318,746143,638123,457944
1531,1914016,7866384,636426,639373,453474
1532,1892401,7676093,643660,643187,458285
1533,1962450,7989795,652484,640772,472934
1534,1917801,7710261,628120,636989,472664
1535,1905097,7807460,626709,634180,455515
1536,1917365,7703903,648753,665373,508819
1537,1927435,7942313,634085,642093,492358
1538,1882279,8302225,641760,662871,464207
1539,1883564,7575317,663339,646123,445782
1540,2092823,7746948,633215,647326,461501
1541,1901448,7907633,677117,662119,455121
1542,1937962,7739815,623113,636753,459732
1543,1899482,14268093,679251,651388,459476
1544,1896488,7959122,629290,632358,463007
1545,1927997,8451134,653345,646889,457962
1546,1879671,7841786,665936,743792,454920
1547,1976788,8142586,672457,653743,475282
1548,1946684,7913993,667241,653141,466893
1549,1975598,8249249,643036,632455,461348
1550,1933844,7874439,662590,668161,449580
1551,1941580,7781916,658748,699743,442752
1552,1919406,7612047,635033,639587,467218
1553,1944322,7881157,632745,636189,459761
1554,1884589,7789394,656980,664169,462965
1555,1978195,7725602,635063,743993,474870
1556,1921651,7785415,653714,643118,459193
1557,1919339,8192274,643046,641929,458709
1558,1914823,7846369,637538,641251,470392
1559,1925993,7905925,640800,646470,492152
1560,1949049,7783969,640016,725358,444154
1561,1908047,8142126,667444,658728,478267
1562,1887236,8084668,634445,638100,458397
1563,1897103,7815404,652380,661432,455878
1564,1937046,7965140,626735,637464,453006
1565,1856335,8151052,631931,643047,453046
1566,1947203,8035522,638270,646621,462605
1567,1913437,8043193,636676,650986,543094
1568,1968138,10639220,651729,640998,452394
1569,1896255,8333727,629549,632231,462480
1570,1911528,10566162,638355,652348,443042
1571,2178857,14644073,638058,645869,465542
1572,1938670,8437809,715872,647011,444406
1573,1934753,8257483,635774,642548,452850
1574,1914483,7919493,647713,646898,492753
1575,1926913,7951659,716567,666854,551499
1576,1954656,8032348,670188,678293,470536
1577,1992431,8384079,645951,660383,464275
1578,1903091,7973117,644897,631201,457343
1579,1910731,7916272,644013,633777,454150
1580,1903077,7890445,679972,646117,492289
1581,1946233,8135049,658643,664471,547937
1582,2297915,8018662,629952,637927,486559
1583,1911211,8762636,650028,640018,460868
1584,2243605,8116376,643989,633577,458263
1585,1896792,8528021,700934,665425,444822
1586,1920386,7933037,639143,646230,510134
1587,1941430,7948642,634899,649559,459609
1588,1958926,7900577,659931,641617,473269
1589,1888838,8271409,654902,659084,451439
1590,1916618,7841964,667492,703586,455245
1591,2234555,9421971,700499,670484,459987
1592,1932005,7950344,670742,671151,479901
1593,1935623,8483660,640948,654442,444276
1594,1932371,9248918,774074,622033,452871
1595,1902950,7974411,656612,709956,453107
1596,2051640,8109500,655719,634993,448091
1597,1927094,9516398,644777,735207,447064
1598,1902849,8547079,658531,654604,463765
1599,1903738,8518356,1462590,742835,444239
1600,1926313,8089015,825380,901371,632641
1601,2024982,8347020,651084,644544,453483
1602,1885892,8256364,929421,649076,456608
1603,1887739,8388043,713871,655945,461026
1604,1942286,8203903,756258,703392,463400
1605,2025940,8275971,669186,824003,510511
1606,1919248,8203153,648383,643592,469932
1607,1989202,8496165,694570,651338,459401
1608,1911669,9398255,694273,653708,461095
1609,1953847,8778139,1331320,667767,459675
1610,1884505,7878203,636237,633372,535375
1611,2302502,8245037,638363,653098,469091
1612,1978915,10657335,657433,635462,470161
1613,1925881,8554195,650961,645246,457849
1614,1888944,8488593,1149567,674110,505205
1615,1960669,8143145,632538,633280,461041
1616,1972316,8064086,628258,658677,463043
1617,1934221,8054765,639787,652575,456457
1618,1908451,8257336,649523,637591,461388
1619,1925810,7890616,654148,646466,447924
1620,1925070,8064182,646086,665214,454657
1621,1952237,8601394,643115,647293,466060
1622,1948818,8163489,649399,639032,465826
1623,1916355,7890836,658309,681342,454828
1624,1910632,8170158,641859,638321,461490
1625,1921905,8122889,644056,673463,445662
1626,1922864,7970974,639897,637500,456877
1627,1933082,7966260,643070,635744,469706
1628,1938687,7814787,626627,655430,488421
1629,2068856,7838871,656591,640484,457910
1630,1934639,14948067,632020,633713,478422
1631,1985466,14457529,634905,637090,470476
1632,1950394,7869206,672151,663433,455950
1633,2350950,8039668,652375,639976,464468
1634,1920476,7988998,641357,643447,467530
1635,1895939,7896590,645808,647970,458374
1636,1896829,7954443,629695,641790,471070
1637,1919305,7856177,651955,669270,466801
1638,1993089,7693534,625888,637546,475402
1639,1911504,7880698,641536,661509,465530
1640,1893242,7725358,628994,640402,464171
1641,1917713,7628550,638876,658476,519043
1642,1965283,7736423,644468,649892,462815
1643,1896995,8625181,659514,659073,465412
1644,1961162,9540640,642474,639621,470355
1645,1919994,7853838,637644,649843,463736
1646,1904399,9556043,759775,673848,464434
1647,2049303,7921790,639913,672091,458957
1648,1918138,8105829,645388,643689,458657
1649,1982504,7976852,658649,693598,445532
1650,1940567,8127446,660619,661086,465309
1651,1957623,8024785,632622,642668,462066
1652,1902711,8069644,750586,721762,457369
1653,1909420,8035977,642338,639312,461641
1654,1934652,11722949,646050,637940,471413
1655,1968979,9625040,635454,625839,460080
1656,1892529,8060954,667867,776375,463963
1657,1948816,8200546,656141,661342,442141
1658,1986879,8373240,644091,651541,443678
1659,1915044,8253737,660411,674323,491286
1660,1928859,8356912,708435,730036,452018
1661,1959642,7922879,631142,628723,455324
1662,1937867,8467057,640046,647368,464482
1663,1942179,8347665,651409,642109,461986
1664,1917727,7991782,700237,652013,458231
1665,1988321,7923443,629202,629707,469061
1666,1968605,8128661,651699,646499,458987
1667,1905558,7904342,645434,639106,477776
1668,1953443,7911212,684886,655139,456574
1669,1886899,7834036,786404,724181,504149
1670,1913116,7873896,628526,650365,453760
1671,1982179,8014617,648321,639047,457382
1672,1903958,8472201,636095,633303,469414
1673,1971192,9192645,1521845,707870,455481
1674,1955122,8213034,643941,651051,473077
1675,2189137,10377143,620596,630436,454803
1676,1918784,7815567,634860,636868,544313
1677,2012055,8079496,649531,646646,456253
1678,1918330,7832542,736454,762306,487012
1679,1892443,7774625,636890,635420,460749
1680,1937786,8096628,647149,647014,462559
1681,1904426,10052366,671281,657676,458646
1682,1901327,10993390,653895,641640,471039
1683,1882868,8446205,632560,702052,447814
1684,1940030,7828464,631025,638765,458841
1685,1908419,8725557,700168,652607,462997
1686,1913466,13423733,651553,645812,455707
1687,1946158,8315692,648221,632662,492784
1688,1932903,8572515,648884,638046,467263
1689,1949184,8394240,664617,649625,470258
1690,1921518,8321657,654764,662862,462945
1691,2052338,8734921,639654,636680,475899
1692,1925029,8320665,691552,645817,462148
1693,1916648,8687650,654173,646556,477453
1694,1970881,8424768,651769,646041,471954
1695,1911848,10968568,644994,650946,460211
1696,1951841,8381745,669449,643660,457424
1697,1924988,8541668,642421,645018,461904
1698,1916995,8248674,671067,647864,459634
1699,1885879,8483353,1477058,787462,541456
1700,1952147,8699148,1489134,743236,448149
1701,2066851,9365862,642982,623584,456353
1702,2605851,10778156,660348,640291,541597
1703,1988598,9204981,1498928,723994,456027
1704,1901162,8971187,639146,638028,465770
1705,2001655,9462601,828338,636925,464260
1706,1935743,12285802,1547936,1603609,746470
1707,1991480,10785906,1524893,949389,470604
1708,1936207,10551527,1516535,701231,451879
1709,1896386,8848559,1284694,648202,448964
1710,1923811,8238670,1483503,1048381,453714
1711,1957815,8159124,645938,644352,461874
1712,1928620,8212217,681679,677045,463266
1713,1913158,9165677,646018,641513,457638
1714,1902607,8713763,716086,835607,469527
1715,1919343,8707508,759603,657618,454816
1716,2105776,9556300,646842,645552,452310
1717,1986769,9216249,1458100,746561,448971
1718,1912994,9765899,1446780,838583,460285
1719,1958280,8794260,645687,649986,460981
1720,1940120,9009201,641641,634910,456790
1721,1894645,9887060,1469326,750306,459039
1722,1910110,8286965,645249,655343,482271
1723,1988953,8466267,1461342,750625,459021
1724,2076882,8885877,639250,630270,457861
1725,1897762,8458528,644331,638895,474421
1726,1938542,9113507,874331,644034,458591
1727,1935191,10471871,709295,685786,461002
1728,1989513,8459554,661548,673911,461913
1729,2053860,9464589,634990,637342,459169
1730,1890674,8391596,664769,667646,458183
1731,1928823,9836702,641602,649666,462025
1732,1932056,8229945,635696,657868,477205
1733,1915574,7800856,631059,675081,461978
1734,1936844,8040716,630490,642646,456901
1735,1908196,8388735,623316,641680,466042
1736,1880103,8261572,635275,637483,470962
1737,1947705,7761336,629914,635819,454822
1738,1967456,8501467,825039,686982,457118
1739,1884996,8444542,642830,628059,455092
1740,1912413,8205244,646884,641768,455523
1741,1985540,8151470,652845,641954,456370
1742,1951771,7820934,637923,712654,516811
1743,1963830,8202039,636592,647966,454575
1744,1909048,8592965,645636,642104,477281
1745,1927109,9448029,797811,669237,445892
1746,2074360,12067430,659751,626736,458139
1747,1910012,9618994,665538,666510,460021
1748,1909334,10893992,641538,664555,471385
1749,1913178,8217465,632288,639439,459126
1750,1949168,13107443,639031,638623,460044
1751,1949031,8071863,688239,675967,469428
1752,1931224,9550693,650703,651209,460012
1753,1913554,12185616,649076,644148,483499
1754,1934532,8464728,648443,638366,460928
1755,1976373,8817581,651219,651413,460983
1756,1917587,8448702,641431,656392,458483
1757,2214445,8541721,663332,650207,463209
1758,1907277,8410983,699283,675401,454515
1759,2063296,8317948,712200,630285,460230
1760,1951633,8347643,640018,722765,474497
1761,1962616,9734084,666627,651999,464836
1762,2107384,8434574,691626,662505,478461
1763,1969771,8287401,666197,655844,451754
1764,1932703,9501815,643704,637045,454321
1765,1875340,8195563,774081,652158,459446
1766,2175795,8252878,688361,706853,451372
1767,1899376,8189268,643711,631106,456638
1768,1869418,9268351,662761,660107,479671
1769,1899581,8021988,748704,629534,466211
1770,1885081,8625418,659107,626401,473728
1771,1936633,8461534,873364,660147,464412
1772,1870444,8505109,638065,635990,458715
1773,1919586,8261761,663321,647085,457715
1774,1913801,8107574,645852,720159,452612
1775,1931045,8162688,642102,655151,503032
1776,1990017,8581630,663523,669859,453435
1777,1892932,8678007,659835,653759,470258
1778,1967420,9436997,720354,645791,463048
1779,1953476,8468613,647009,794236,477705
1780,1919832,8546985,660565,653651,534287
1781,1942146,8177427,642001,631153,485403
1782,1948186,8464738,633499,627695,454029
1783,1927695,8640498,706020,647715,471859
1784,2006942,8484361,674599,635504,460705
1785,2060713,8150194,635436,668730,449385
1786,1891279,8219908,646907,853918,446225
1787,1910369,8301235,668118,678222,461451
1788,1946886,7958615,636066,641213,614648
1789,2238526,8393484,669632,640540,456238
1790,1906765,8813882,666451,674978,466836
1791,1923467,8323469,687131,702458,458455
1792,1915871,8001639,639399,632599,460791
1793,1928735,8202773,641365,627213,458001
1794,1895665,7956259,653650,661499,459433
1795,2141366,8586799,647365,644248,460920
1796,1962141,8572642,697226,651391,445761
1797,1963335,8509594,655130,650392,462683
1798,1931766,8384212,716935,680142,454185
1799,1928082,8369235,684994,686640,451779
1800,1935718,8693989,647899,641152,459623
1801,1947613,8422056,709140,659253,512420
1802,1977524,8213076,666559,668488,478254
1803,1999093,8262480,654275,641218,450389
1804,1897995,8795085,664374,655517,473501
1805,1899392,8288036,644584,645050,455777
1806,1959117,8295160,649472,630582,458199
1807,1904427,8056236,669676,701041,473572
1808,1961162,8102590,686195,650361,459975
1809,1909251,8596504,737934,807822,447441
1810,1880542,8064980,650625,655371,452154
1811,2054684,8463012,647567,654801,451778
1812,1914932,8168497,646859,635975,480294
1813,1947690,8600117,641260,623265,455058
1814,1919141,7984451,657453,633468,453987
1815,1928596,8072705,643247,650704,473289
1816,2017557,8316776,644147,640376,491312
1817,1956165,8274975,658544,660758,465395
1818,1948504,10867195,658339,663240,450409
1819,1926314,7771715,825871,803970,458119
1820,1933690,11341127,663511,661012,457425
1821,1897707,7928673,654107,649942,460140
1822,1931815,9194528,658117,639830,459726
1823,1894903,14404476,634248,637843,478464
1824,1865226,9837291,639745,641862,462716
1825,1910498,8025845,641263,672123,478182
1826,1930799,10658593,637052,645800,474774
1827,1968074,7887184,646149,827101,446882
1828,2057206,8168423,647503,641809,448717
1829,1914761,9382993,636664,659546,467744
1830,1890060,8446131,660701,681487,462931
1831,1915247,8119669,640005,640046,465219
1832,1932118,10184076,758595,705284,591060
1833,1931880,7918932,822714,741144,450720
1834,1922788,7941535,648208,638144,457917
1835,1954450,7878853,642251,668488,500909
1836,1913654,8407572,658320,651736,460915
1837,1899253,8189922,655320,624397,469315
1838,2030681,8258506,631977,664298,449356
1839,1908124,7857450,665076,669321,457573
1840,2013603,7921757,638296,651074,456969
1841,1879898,7990651,640255,645289,467385
1842,1880171,8609595,641403,647735,468839
1843,1915092,7818058,996647,1113251,733805
1844,2311702,10104694,632985,626109,456027
1845,1917117,7920350,655680,719592,620735
1846,1950206,8042395,640340,634343,462200
1847,1960894,11676922,632297,673731,450049
1848,1954710,8170460,633411,640597,461691
1849,1895869,8372098,630989,646718,450057
1850,1910116,8188292,716307,656659,457514
1851,1922985,8444293,1471812,723905,466715
1852,2101680,8245036,654118,630290,471956
1853,1904160,13424302,662657,642439,480698
1854,1936843,8525880,646074,641099,557925
1855,1951969,7926097,637706,642506,456312
1856,1884012,9115840,627409,634643,460957
1857,1931564,8801272,633190,679233,445479
1858,1967804,9356935,642449,672967,459659
1859,1912637,8502409,675770,642130,452467
1860,1944217,9560888,780873,670865,464740
1861,1954194,8551814,662976,655238,466701
1862,1901872,8042833,623161,625806,463055
1863,1896599,8339328,658937,646547,460582
1864,1904930,8072159,666448,668426,461183
1865,1891360,7783275,1098368,664604,455705
1866,1901602,7858432,646117,634241,470737
1867,2033793,7812116,633352,637998,455697
1868,1911403,8572396,630734,638272,461247
1869,1906490,8328670,657427,651092,462192
1870,2285936,8138140,635584,632942,451116
1871,1938615,7740299,671196,670759,445978
1872,2032335,9047157,670692,653931,488800
1873,1904565,13142274,647869,645692,465466
1874,1910763,7685810,642344,892540,854691
1875,1930024,8331231,623698,629371,458437
1876,1932458,8182517,630269,633615,463706
1877,1946668,9165028,634820,651185,451799
1878,1939364,7980816,671389,708016,446981
1879,2078890,7971761,655909,781452,451840
1880,1929820,8172040,644470,652455,470422
1881,1887305,8170480,635852,680003,473781
1882,1881551,8932520,1496590,736445,447952
1883,2441535,10534173,678817,626116,456587
1884,1929197,8667119,736306,896047,501594
1885,1915181,8554327,641274,673182,491724
1886,2061804,8312356,676019,647013,471933
1887,1937106,8580113,681422,682570,475667
1888,1976763,8815479,655604,639971,457750
1889,1866584,8552471,664525,870014,520780
1890,2046056,8400896,1462330,809075,550417
1891,1987331,8895333,1191335,657879,452439
1892,1920857,8370123,698631,701578,487192
1893,2133546,8390855,1510576,735525,443390
1894,2285131,8837088,660957,670118,464045
1895,1916349,8530444,658197,656121,481960
1896,1956547,10055941,1482816,1173259,544135
1897,2277743,8292206,658464,655951,464469
1898,2005166,8616395,670922,648173,457620
1899,1901025,9259047,642540,635449,469419
1900,1906459,8368392,658155,658390,473862
1901,1924468,8383839,654539,642934,464974
1902,1891681,7862635,637133,638768,465397
1903,1948287,8096143,637919,637421,456910
1904,1932612,7803667,634269,646745,458130
1905,1912635,7905225,646662,644225,460070
1906,1874508,7835635,645503,633481,460563
1907,2084941,8030469,654465,677798,467612
1908,1971628,8004598,649235,637582,454380
1909,1911256,9101324,642931,631459,451761
1910,1903039,8260251,683546,775410,446531
1911,1933136,8332466,642157,643784,457110
1912,1943754,8325045,1566615,676672,457624
1913,1916551,7986433,639607,650243,460768
1914,1885660,7826903,643169,636743,467153
1915,1898021,8814439,637362,628193,452765
1916,1983768,8106729,647412,656865,460716
1917,1947797,8086300,688773,637195,458866
1918,1943880,7918372,737493,714666,460958
1919,1937181,7738006,626841,630750,453482
1920,1946588,7895447,647551,646110,462138
1921,1886628,8155240,635433,639843,456553
1922,1891759,7907955,693336,633566,463720
1923,1980277,9204546,656167,640584,461793
1924,1971966,8240082,644318,646476,458434
1925,1882153,8329604,634860,624159,457299
1926,1962081,8001300,636681,652751,463129
1927,1924019,7875428,644952,880595,621769
1928,1983357,7992038,641271,649493,459716
1929,1999057,8097466,628681,641561,455872
1930,1915481,8011309,657822,739111,451767
1931,1920728,8900316,663606,839690,515258
1932,1964502,8185581,655510,661167,518688
1933,2056668,7740865,643654,631434,460982
1934,1903355,8108732,641930,627901,458549
1935,1912410,8001048,812538,671515,450062
1936,1955735,7847870,658751,658387,454873
1937,2053752,8105348,631052,649591,456631
1938,1930980,7938964,664418,733215,454250
1939,1911842,7808666,641595,645623,458192
1940,1895106,7806713,639410,649952,456738
1941,1906092,8135502,655850,649677,480315
1942,1976126,9712653,669126,670493,455916
1943,1950564,11315874,1113535,651984,466448
1944,1986510,10327472,1541026,1602739,609664
1945,1925507,8317511,640847,681230,466130
1946,1908418,7861270,642708,658179,564703
1947,2169187,7822032,615097,654506,463779
1948,1893533,7862776,650536,651757,460712
1949,1931185,8183447,662258,640640,461582
1950,1954679,7785416,644328,666430,466712
1951,1983994,9229031,650894,653877,461068
1952,1968913,9816188,1136822,665409,452828
1953,1945837,8718698,670906,631794,482319
1954,1882291,8381864,649294,643551,464045
1955,1912704,9695316,705022,782444,458707
1956,2345455,7991166,651832,646852,461709
1957,2125331,7906841,664836,654653,456645
1958,1908876,8099706,662923,651034,461150
1959,1904999,7943787,704961,841503,453176
1960,1923497,7847204,641758,646867,475030
1961,2316899,8558008,647151,645440,446331
1962,1962463,8056744,669328,631019,480613
1963,1945386,8008982,685106,636440,467004
1964,1949286,7829930,649219,652482,465868
1965,2137303,7816882,643182,633308,538034
1966,1931006,8008350,660454,634455,469207
1967,1941505,8095615,669119,644395,453661
1968,1934762,7769316,631807,645370,472393
1969,2302704,8132905,651486,637667,462306
1970,1916844,8054066,649879,643848,534676
1971,1923168,8078138,659808,644422,463709
1972,1955356,7971960,645550,663595,461568
1973,1923642,7984140,655292,652276,463555
1974,2000024,8043782,664718,643463,460476
1975,1907367,8315498,652222,629355,457176
1976,1944149,7977965,666837,825049,725604
1977,2065306,8019523,659378,664310,458635
1978,1895755,8259692,634903,630212,461781
1979,1924041,7945488,646053,652298,468084
1980,1936693,7733463,677813,669063,463063
1981,1952464,7941692,654952,646312,461771
1982,1927305,7882118,645973,635529,452507
1983,1885816,8010337,655719,636422,455269
1984,1910340,7795856,654950,645510,461803
1985,2228190,7899771,693936,642873,458301
1986,1953286,8242960,651259,641740,456355
1987,1928841,8650853,668889,874287,576234
1988,2115330,8015402,647154,643932,462558
1989,1905896,8607897,644633,642443,453066
1990,1923218,8466612,688150,701705,452174
1991,1910901,8140003,645561,659806,466421
1992,1928791,7936031,651247,650150,467823
1993,2014843,7996462,648149,644282,443295
1994,2128333,9175844,651673,650272,458174
1995,1969955,8356040,670004,656092,461180
1996,1912223,8183221,674524,647115,477626
1997,1904511,7961134,697497,664702,514760
1998,1946217,8054972,662275,658620,460412
1999,1940951,8433840,638772,634619,502701
2000,2020936,9377218,1488899,738731,445835
2001,1935078,9684812,644962,638366,455006
2002,1951863,8210956,639466,645680,474626
2003,1959297,7974477,638538,669673,462589
2004,1938007,8284980,642419,654441,462044
2005,1895844,8066312,680274,705199,447916
2006,1907570,7927250,648180,704966,592065
2007,1948322,11827483,715967,710409,586342
2008,1939752,8290523,653822,649650,465377
2009,1934995,7859831,645317,645064,458065
2010,1897075,7731444,635069,628731,547886
2011,1918742,7831403,647640,648496,454110
2012,1928860,8027564,632715,635715,468962
2013,1965111,7831347,671275,651275,456500
2014,1913455,7890049,636644,641636,460250
2015,1893881,11679310,658337,631408,471752
2016,1925331,7974219,707067,1026072,637102
2017,2553898,8063646,644501,643669,461343
2018,1970878,8035740,662923,650234,465319
2019,1933213,8147128,665544,652643,458427
2020,1926066,7876985,664969,652662,469488
2021,1966913,7773003,635406,638075,457209
2022,2022765,7642915,663977,653841,501883
2023,1923202,7665704,637002,635678,455268
2024,1905802,7640256,636358,631718,456306
2025,1942067,7764356,632216,644038,462825
2026,1906331,7794954,638736,763689,461182
2027,1949240,7727956,648462,664918,462196
2028,1929409,8143760,631230,643264,478058
2029,1892651,7714752,685417,710122,454761
2030,1934664,7837409,648558,657564,465164
2031,1921242,8119577,641579,641633,457441
2032,1895722,9098604,857339,710346,453112
2033,1883749,7909112,641378,654105,456848
2034,1920001,7912817,665050,645868,473620
2035,1945921,7735304,627783,639821,466940
2036,1933891,7840274,647476,647409,461499
2037,1905291,7922151,630304,633910,458434
2038,1898612,7858337,645983,645298,463545
2039,2034271,8241066,631817,681709,459059
2040,1944597,7863656,651998,672985,619271
2041,1936494,7902313,641793,639611,464507
2042,1879796,8018247,712088,649665,443334
2043,2018049,8739868,657979,708895,444321
2044,2056349,8144391,875328,660861,471374
2045,2146434,8653765,689704,640687,455627
2046,2038004,8277543,708330,710033,510527
2047,1917896,8401574,649740,635518,454216
2048,1868497,8049571,660440,639794,467911
2049,1925808,8098275,657167,645040,457403
2050,2096818,8299992,678545,671684,460533
2051,1914900,8342981,683432,652051,467152
2052,1937326,8410927,1516052,675632,456609
2053,1879435,8362028,671243,656196,445678
2054,1973034,8089528,660725,659799,466762
2055,1891856,7921333,658065,625493,459823
2056,1899382,8358552,642315,646713,456565
2057,1891867,8552708,642132,668358,465400
2058,1888255,8144109,670089,697005,497668
2059,2195092,8465567,640507,664433,511397
2060,1992432,8304038,653432,723640,458649
2061,1883227,8058177,631171,631573,458512
2062,1919752,8242666,634584,635332,559694
2063,1975648,8339382,635371,644305,458064
2064,1934495,8107462,659420,684020,457592
2065,2007864,11789811,663078,708269,469916
2066,1904731,8173239,639692,649427,456519
2067,2250709,8331582,645067,633448,502759
2068,1925075,8179125,915115,668065,445598
2069,1950667,8290445,667336,655817,463892
2070,1905974,10187240,640845,641094,464188
2071,1918429,8041839,649301,647263,459621
2072,2054471,8507895,642025,630734,458277
2073,1871816,7896782,641361,645708,460873
2074,1972174,9456188,660472,651649,459886
2075,1931146,8111367,652865,659323,459628
2076,1993010,8134443,646469,659408,468861
2077,1896071,8352872,657421,643122,460062
2078,1908215,8148257,661350,840739,478983
2079,2014791,9328005,659484,658981,495711
2080,2208303,8093498,637824,627898,466044
2081,1890605,8079807,686897,716458,464831
2082,1946344,8595864,651152,634903,457053
2083,1947652,8153255,641844,629787,455342
2084,1908672,8071527,658192,655247,467315
2085,2021579,8275852,649775,648006,466746
2086,1969629,8508179,670879,652264,463556
2087,1895206,12529398,740975,635217,462367
2088,1952976,8372998,682301,734490,510692
2089,2019069,8229701,647857,642240,464879
2090,1932915,8632729,654767,662760,468440
2091,1891794,9623023,655329,705133,500041
2092,2175958,8275946,657412,650088,538303
2093,2020639,8092280,641613,634997,456568
2094,1951976,7700457,626289,621286,460777
2095,1911738,7950646,632222,643142,461392
2096,1906367,7776109,638390,656976,458820
2097,1866105,8134849,635689,714455,450707
2098,1951599,9649438,693496,637327,460319
2099,1906846,7735962,641578,634010,458784
2100,1892429,7916971,636959,628659,457505
2101,1961351,9578120,653216,673215,462891
2102,1949641,7825022,631414,641067,466932
2103,1922757,7799612,640437,678432,447893
2104,1918761,7668843,635697,643812,470768
2105,1921874,7796771,654627,646414,459185
2106,1881087,8987871,621390,628790,460280
2107,1895819,8394682,645922,654730,464493
2108,1889066,7925314,637092,661913,521691
2109,1986688,7846356,1468684,669692,453048
2110,1909525,7802632,640487,650592,461498
2111,1885650,7680983,632354,656906,453151
2112,1961576,7864820,640280,631982,450254
2113,1939095,8150536,635843,641878,459447
2114,2028036,7926715,1325811,702493,453244
2115,1911086,7797524,642084,662354,456097
2116,1943243,8062103,626391,642183,464917
2117,1926116,9254880,631056,632467,458006
2118,1936698,7918824,644214,673093,449705
2119,1967546,8256917,633894,636063,457441
2120,1900399,7726188,627054,637756,459390
2121,1913093,7686523,664025,653494,464654
2122,1911153,7784876,641429,643477,457354
2123,1932361,7749682,657153,657464,459708
2124,1897712,7978985,657274,639906,459202
2125,1963477,8003437,628403,633480,462102
2126,1996241,7887638,664362,653592,454078
2127,1865055,8035079,631562,638147,457498
2128,1953036,8135656,645284,667321,450963
2129,1884245,8110546,668118,694892,451531
2130,1884129,8001697,634539,637817,458066
2131,1925537,8143792,657259,655283,482034
2132,1938250,7917705,651381,627671,458791
2133,1935752,7937596,638789,653212,461807
2134,1885213,8703366,646796,663883,460975
2135,1907590,8055066,634937,651870,460053
2136,1914531,7755876,636067,639573,443163
2137,2034648,7965419,647349,632312,466890
2138,1952116,7768167,652870,653997,444234
2139,1917894,7831309,652027,649769,454963
2140,1906057,8335757,656710,639869,461183
2141,1929586,7742081,656684,646060,464579
2142,1933635,7698439,650197,648770,452954
2143,1918633,8954930,666853,654916,458680
2144,1901498,7812079,645718,640205,453910
2145,1878368,7834268,669981,677100,455247
2146,1900985,12679163,628148,644978,480410
2147,1918498,8028376,667234,660477,451214
2148,1918019,8048792,641709,627172,462172
2149,2026660,8068087,649143,655659,452106
2150,1935263,8027789,643851,643102,454049
2151,1921005,7991769,648800,647878,461907
2152,1955535,7893712,712273,690394,455892
2153,1895818,7646865,637462,658813,456524
2154,1980740,7777152,629177,624582,458779
2155,1921222,8014214,643904,640582,460881
2156,1955457,7797384,676215,656149,456043
2157,1891206,7569629,631832,649764,572939
2158,1942908,8015799,646401,667387,477274
2159,1923754,7814098,716430,642812,439773
2160,1904115,7697086,641631,652665,464334
2161,1875486,8234792,687236,650733,458020
2162,1918689,8602771,634529,643633,456746
2163,1894582,8069262,634337,636764,453726
2164,1942559,7866666,648470,683551,511309
2165,2085688,8005642,642979,646700,457793
