Iteration,Payee1_ns,Bank1_ns
2380,540282,3072343
2381,548097,3194305
2382,545234,3162097
2383,557260,3145219
2384,556171,3106700
2385,545259,3116861
2386,541630,3133144
2387,545965,3078798
2388,546658,3051636
2389,542702,3129033
2390,536756,3061756
2391,560990,3070913
2392,547222,3021195
2393,548712,3091544
2394,537715,3293178
2395,554028,3072869
2396,541902,3126157
2397,551731,3096867
2398,545987,3179037
2399,548170,3060967
2400,538408,3094369
2401,553248,3079264
2402,551529,3081322
2403,576374,3118151
2404,551327,3068550
2405,576147,3095258
2406,544675,3238359
2407,538433,3060526
2408,549764,3056293
2409,544592,3130592
2410,535716,3062444
2411,656604,3085401
2412,549240,3055060
2413,532827,3048442
2414,555631,3064342
2415,671101,3055090
2416,549038,3097286
2417,561378,3077530
2418,554787,3070736
2419,591770,3039411
2420,535166,3046973
2421,530780,3094816
2422,537060,3088597
2423,547691,3094856
2424,520880,3042377
2425,555297,3067009
2426,551096,3051738
2427,547236,3112331
2428,544422,3037824
2429,553702,3050678
2430,544429,3083715
2431,537576,3132778
2432,542446,3079188
2433,525727,3050842
2434,553279,3038462
2435,537311,3087607
2436,553170,3096152
2437,544453,3056117
2438,556951,3070064
2439,536220,3039750
2440,531227,3053590
2441,533201,3090573
2442,559356,3038685
2443,546699,3160619
2444,576448,3111539
2445,531636,3118101
2446,533918,3064284
2447,530695,3166885
2448,555422,3068014
2449,569438,3100670
2450,550207,3049146
2451,526419,3036945
2452,536347,3122812
2453,547255,3053495
2454,530095,3002050
2455,533719,3058951
2456,546393,3082731
2457,561863,3054123
2458,545301,3079511
2459,538505,3010989
2460,535192,3032902
2461,540198,3058052
2462,535476,3067282
2463,523639,3046434
2464,533327,3088076
2465,554068,3071369
2466,544839,3045218
2467,555511,3010735
2468,547323,3137191
2469,557402,3137367
2470,551284,3082953
2471,563187,3108266
2472,542702,3155501
2473,543852,3068712
2474,532129,3082558
2475,553315,3075748
2476,541690,3124306
2477,538927,3065117
2478,541625,3076470
2479,544278,3091026
2480,621315,3183729
2481,566603,3140345
2482,545196,3138987
2483,537301,3060320
2484,536200,3146600
2485,547082,3079944
2486,545547,3033937
2487,539019,3064120
2488,553441,3081344
2489,538864,3055848
2490,538169,3074640
2491,536629,3032826
2492,536020,3058596
2493,554361,3174326
2494,575998,3117437
2495,548581,3114658
2496,559368,3135135
2497,538559,3060443
2498,551477,3144693
2499,550357,3041792
2500,537258,3010614
2501,548581,3065733
2502,551314,3026498
2503,568827,3064998
2504,552695,3118230
2505,553789,3122067
2506,544053,3104027
2507,542196,3041886
2508,549232,3098250
2509,551510,3114937
2510,546399,3097354
2511,547245,3068179
2512,559803,3086466
2513,605586,3494626
2514,566440,3099907
2515,548298,3117065
2516,535912,3100870
2517,525374,3097884
2518,530621,3050495
2519,539828,3052413
2520,539113,3094315
2521,550568,3097295
2522,543035,3042113
2523,547936,3043336
2524,544567,3079664
2525,534764,3017177
2526,674789,3130650
2527,556674,3044417
2528,539707,3054564
2529,538687,3076989
2530,537914,3059507
2531,550916,3076029
2532,537947,3081364
2533,543859,3042094
2534,552755,3192641
2535,588064,3091456
2536,557566,3143853
2537,564206,3082892
2538,556488,3128396
2539,540963,3030960
2540,537262,3096733
2541,549969,3060505
2542,558237,3110937
2543,543097,3083678
2544,537830,3116203
2545,554839,3104338
2546,547262,3064233
2547,540059,3071622
2548,532967,3044362
2549,539480,3106627
2550,546808,3096104
2551,558940,3069119
2552,578234,3068279
2553,553137,3124371
2554,532076,3149777
2555,548757,3112969
2556,555133,3051357
2557,553934,3035953
2558,531373,3056250
2559,539386,3078139
2560,538165,3130212
2561,557317,3057329
2562,544984,3177869
2563,539176,3084318
2564,552173,3035715
2565,539769,3085128
2566,537372,3097328
2567,538460,3113583
2568,542908,3080180
2569,555120,3063227
2570,543500,3127454
2571,571210,3114928
2572,566754,3125003
2573,553131,3112989
2574,542246,3108140
2575,681791,3382390
2576,548307,3093683
2577,545214,3062406
2578,534827,3119722
2579,619834,3080927
2580,557006,3081626
2581,558999,3083864
2582,535667,3025915
2583,700978,3175458
2584,536593,3042270
2585,540536,3052947
2586,576145,3033794
2587,571577,3122220
2588,555284,3069028
2589,553130,3048011
2590,523870,3078066
2591,553977,3099431
2592,539824,3037584
2593,533972,3079990
2594,541554,3070777
2595,535766,3046306
2596,535132,3056284
2597,528545,3031815
2598,536181,3049853
2599,538814,3099071
2600,555801,3082523
2601,566664,3116838
2602,543027,3059388
2603,527823,3223165
2604,564209,3088107
2605,549303,3049000
2606,559346,3069636
2607,549494,3205419
2608,556760,3057395
2609,544864,3073750
2610,542356,3083358
2611,538551,3071321
2612,539190,3086160
2613,541943,3030671
2614,575753,3068720
2615,555924,3148424
2616,561195,3084724
2617,547394,3084535
2618,551718,3079078
2619,547220,3095600
2620,536774,3163858
2621,550809,3092360
2622,534286,3072675
2623,555270,3150144
2624,607621,3207621
2625,561363,3175542
2626,572811,3089806
2627,560052,3132739
2628,559638,3083465
2629,552582,3102766
2630,554449,3119345
2631,543946,3037328
2632,615918,3121626
2633,538172,3135934
2634,551260,3131976
2635,549402,3041961
2636,594725,3088912
2637,553824,3076356
2638,535924,3132816
2639,556562,3113861
2640,540016,3124841
2641,553053,3075840
2642,534070,3037685
2643,543158,3079753
2644,531531,3126432
2645,545383,3088243
2646,530661,3064202
2647,562865,3096788
2648,540527,3250722
2649,550202,3041029
2650,543777,3078787
2651,550342,3065928
2652,537853,3114067
2653,548205,3107851
2654,537466,3065036
2655,558377,3064324
2656,551657,3192550
2657,562871,3048828
2658,545496,3123364
2659,564772,3049911
2660,546171,3118306
2661,558552,3102013
2662,555937,3103935
2663,550996,3095388
2664,554012,3107650
2665,566851,3098292
2666,559068,3080320
2667,549087,3072673
2668,549621,3080235
2669,542636,3119253
2670,551022,3084100
2671,554508,3106607
2672,553653,3073187
2673,573319,3292189
2674,549099,3079131
2675,547938,3042149
2676,541705,3044686
2677,542193,3131995
2678,541068,3141770
2679,555169,3087867
2680,551923,3087339
2681,543455,3087873
2682,540771,3061972
2683,553178,3062273
2684,534511,3067046
2685,543027,3084048
2686,546392,3095388
2687,547177,3065889
2688,535510,3098350
2689,556347,3277034
2690,573701,3073474
2691,533258,3067631
2692,537043,3024341
2693,533678,3062805
2694,534141,3119396
2695,532738,3082787
2696,542971,3035570
2697,533750,3029990
2698,532625,3065673
2699,548207,3056935
2700,534387,3064793
2701,549178,3054621
2702,546950,3113145
2703,546293,3020635
2704,538768,3027695
2705,562771,3077747
2706,537320,3236614
2707,568762,3101565
2708,557676,3062855
2709,540220,3095237
2710,546166,3124992
2711,544313,3035745
2712,548605,3104356
2713,537418,3059726
2714,531201,3028150
2715,529996,3046454
2716,543484,3088524
2717,550418,3069770
2718,529314,3074751
2719,548272,3034318
2720,540401,3093360
2721,548016,3038268
2722,551190,3039509
2723,551063,3021088
2724,558191,3134724
2725,538548,3036737
2726,542866,3062648
2727,549737,3106232
2728,545156,3078886
2729,545564,3061575
2730,557154,3012172
2731,552637,3082037
2732,538454,3083616
2733,537609,3089505
2734,567497,3047652
2735,588835,3134577
2736,546793,3067564
2737,557782,3078915
2738,543701,3053970
2739,533509,3119729
2740,544233,3075636
2741,548312,3073433
2742,547190,3062898
2743,553412,3128121
2744,563429,3035989
2745,549610,3039227
2746,535954,3071759
2747,540079,3192877
2748,566636,3067773
2749,543839,3113967
2750,549812,3085953
2751,535529,3162663
2752,581483,3056709
2753,548709,3116216
2754,541880,3118623
2755,549217,3172239
2756,571531,3164811
2757,559775,3131969
2758,549904,3066215
2759,541344,3077315
2760,537580,3063378
2761,539194,3092236
2762,566500,3072763
2763,545083,3105279
2764,538061,3060070
2765,538358,3121633
2766,550502,3069122
2767,560589,3104684
2768,556335,3250799
2769,555735,3152730
2770,548612,3075604
2771,560184,3023206
2772,537370,3121888
2773,549823,3126136
2774,555151,3037469
2775,534091,3036397
2776,539644,3025672
2777,561411,3031209
2778,532390,3027283
2779,527450,3081147
2780,539699,3019620
2781,529456,3089925
2782,546533,3062695
2783,551380,3106806
2784,564308,3274391
2785,633825,3103945
2786,549472,3106847
2787,554945,3055413
2788,537954,3085808
2789,635003,3187552
2790,535654,3115446
2791,545823,3097700
2792,538057,3029750
2793,538138,3035459
2794,540265,3031129
2795,549714,3055055
2796,614335,3226841
2797,544648,3105725
2798,559376,3129020
2799,548011,3062015
2800,547526,3034590
2801,538264,3128401
2802,546731,3083183
2803,545938,3078229
2804,549421,3124277
2805,654221,3062316
2806,534228,3074498
2807,560385,3027472
2808,539694,3054486
2809,545898,3213453
2810,573689,3128319
2811,551944,3060035
2812,547190,3096752
2813,672947,3110134
2814,552268,3132500
2815,583082,3088798
2816,552025,3117176
2817,548672,3215298
2818,559070,3100627
2819,552566,3057705
2820,545866,3148779
2821,544537,3088904
2822,581254,3088338
2823,583062,3225233
2824,551838,3062036
2825,538454,3045347
2826,565545,3060749
2827,547323,3086060
2828,550144,3190615
2829,561442,3087120
2830,542672,3044988
2831,554878,3308628
2832,559023,3322742
2833,585423,3392690
2834,565765,3046867
2835,532939,3141435
2836,551857,3175365
2837,592611,3286269
2838,835140,3140436
2839,548027,3177975
2840,542061,3514505
2841,552564,3184679
2842,795238,3135909
2843,561416,3145849
2844,553266,3125421
2845,562834,3102167
2846,590417,3194414
2847,563118,3045883
2848,548095,3033976
2849,550015,3081629
2850,551829,3114715
2851,593033,3186642
2852,553748,3173812
2853,565853,3148512
2854,553188,3251282
2855,570514,3151976
2856,560484,3090323
2857,546451,3091452
2858,548006,3069663
2859,550703,3107753
2860,545703,3231641
2861,549471,3111680
2862,564371,3195936
2863,566540,3106600
2864,583568,3106542
2865,545236,3078202
2866,551025,3097164
2867,582722,3111931
2868,561858,3222339
2869,630841,3165778
2870,609210,3343560
2871,560490,3128396
2872,541794,3098843
2873,569663,3145203
2874,541389,3204814
2875,595936,3146658
2876,576897,3178341
2877,553552,3201046
2878,571273,3349248
2879,611298,3442227
2880,552559,3098333
2881,555836,3142485
2882,581844,3153040
2883,538855,3083933
2884,546040,3245401
2885,557632,3071147
2886,548341,3116459
2887,556783,3145137
2888,555607,3076977
2889,543852,3068420
2890,592100,3121208
2891,559981,3042712
2892,550372,3141004
2893,591783,3149740
2894,546322,3278122
2895,546663,3096056
2896,539775,3053090
2897,556662,3142943
2898,571666,3065075
2899,530467,3081194
2900,549536,3074742
2901,549349,3038612
2902,536182,3071981
2903,554747,3026382
2904,554507,3078594
2905,533970,3100694
2906,543272,3081872
2907,543009,3122473
2908,538771,3136786
2909,562779,3133028
2910,552724,3138166
2911,560161,3102199
2912,538712,3054618
2913,556595,3084375
2914,583125,3072436
2915,703699,3093842
2916,557905,3078556
2917,543982,3060260
2918,557054,3097828
2919,548811,3049898
2920,544459,3105138
2921,544916,3055248
2922,541241,3337454
2923,574257,3095046
2924,549550,3092832
2925,565156,3144947
2926,561047,3084191
2927,547808,3017272
2928,538817,3181683
2929,563194,3092654
2930,549181,3088426
2931,550411,3058103
2932,544313,3079319
2933,546271,3082758
2934,556433,3066708
2935,552963,3075519
2936,535986,3042146
2937,552047,3070378
2938,532670,3029949
2939,538598,3043641
2940,539638,3071509
2941,525331,3024945
2942,535761,3092767
2943,553985,3160426
2944,566562,3091186
2945,558302,3067645
2946,540989,3011368
2947,529550,3048582
2948,555646,3011881
2949,531519,3033730
2950,553723,3044074
2951,557626,3076937
2952,554280,3057057
2953,544569,3167206
2954,560691,3082902
2955,545787,3085346
2956,547997,3122317
2957,532931,3013724
2958,545378,3031850
2959,552709,3067386
2960,546411,3104252
2961,545099,3178903
2962,551244,3080557
2963,537319,3063810
2964,538193,3230137
2965,567523,3088787
2966,544812,3129154
2967,547454,3112021
2968,536704,3335925
2969,554572,3147834
2970,539403,3054161
2971,536811,3050664
2972,529069,3090398
2973,540650,3077486
2974,537684,3053812
2975,558525,3116832
2976,563877,3106740
2977,544008,3096925
2978,552008,3061646
2979,547906,3066812
2980,533003,3054521
2981,546622,3053499
2982,547699,3063661
2983,541282,3069377
2984,543166,3032909
2985,536363,3057494
2986,538904,3048356
2987,534542,3119574
2988,571970,3098736
2989,557953,3124424
2990,538885,3091319
2991,531004,3032626
2992,546076,3070483
2993,558557,3198475
2994,566815,3078781
2995,548437,3043179
2996,541783,3056383
2997,543378,3365053
2998,585019,3138277
2999,559206,3139108
3000,541611,3148212
3001,542341,3193206
3002,551354,3092804
3003,550907,3086122
3004,537069,3035753
3005,555604,3110436
3006,547062,3079968
3007,557263,3089909
3008,548410,3113541
3009,528568,3137044
3010,547770,3074112
3011,551357,3029689
3012,541913,3080170
3013,551471,3097457
3014,554100,3065374
3015,547944,3096708
3016,552662,3103150
3017,546092,3123029
3018,557957,3094920
3019,554894,3050338
3020,534761,3059590
3021,548493,3106990
3022,563987,3069552
3023,552487,3110258
3024,539326,3070531
3025,536705,3111907
3026,542787,3098233
3027,547149,3104246
3028,528819,3065236
3029,556529,3115108
3030,542488,3078107
3031,540304,3076939
3032,544200,3069903
3033,555223,3095853
3034,577302,3115547
3035,557008,3096180
3036,543997,3166290
3037,550791,3089235
3038,553226,3080397
3039,548518,3135107
3040,540559,3168123
3041,567671,3058957
3042,549687,3107199
3043,546434,3096733
3044,554778,3116800
3045,546858,3050666
3046,552297,3173599
3047,581316,3247280
3048,666303,3152467
3049,551541,3226946
3050,541188,3064137
3051,541053,3105969
3052,714001,3107165
3053,542880,3048205
3054,546504,3107622
3055,572054,3101043
3056,612458,3132331
3057,547727,3117455
3058,551604,3117269
3059,540903,3072216
3060,548422,3061152
3061,541000,3095238
3062,553182,3195024
3063,563709,3069740
3064,595647,3092779
3065,545930,3092011
3066,545143,3127551
3067,548063,3065301
3068,544535,3102825
3069,561179,3071884
3070,534021,3091949
3071,559090,3085915
3072,552540,3101878
3073,546943,3062848
3074,542949,3111304
3075,549096,3165058
3076,576205,3093807
3077,539435,3074160
3078,540366,3070019
3079,557457,3143026
3080,529785,3055177
3081,562791,3092535
3082,550064,3108005
3083,544937,3061077
3084,541189,3060598
3085,542349,3085002
3086,552755,3241137
3087,559114,3153193
3088,533110,3077335
3089,543165,3054445
3090,540145,3037309
3091,591059,3154378
3092,569493,3149424
3093,660522,3041848
3094,557976,3097958
3095,558873,3069619
3096,544357,3083928
3097,562265,3107889
3098,543540,3136821
3099,544402,3170392
3100,546324,3129010
3101,576797,3153688
3102,577245,3116649
3103,563031,3202264
3104,569691,3052301
3105,535442,3098704
3106,548379,3073950
3107,547291,3123504
3108,551414,3156755
3109,554447,3166967
3110,528300,3101449
3111,567440,3201660
3112,565481,3115698
3113,563323,3091859
3114,547173,3101428
3115,571770,3166698
3116,548768,3130789
3117,552748,3125274
3118,537257,3083605
3119,569270,3142711
3120,571808,3123326
3121,573004,3090718
3122,546613,3088599
3123,550034,3152552
3124,569983,3100637
3125,558753,3094894
3126,531599,3075493
3127,567501,3123828
3128,548095,3126148
3129,554708,3037276
3130,551790,3076911
3131,553767,3072842
3132,552787,3105858
3133,558500,3104102
3134,548250,3082352
3135,547584,3112976
3136,539824,3055888
3137,554160,3105981
3138,530813,3079803
3139,557788,3094712
3140,661192,3132966
3141,563120,3097727
3142,590743,3090464
3143,549222,3075614
3144,554864,5603851
3145,550201,3080281
3146,547582,3093318
3147,533096,3050186
3148,539461,3024761
3149,546317,3042713
3150,549045,3058662
3151,542575,3063210
3152,545521,3083501
3153,527412,3074073
3154,537423,3043945
3155,544402,3088125
3156,537431,3078608
3157,548774,3060623
3158,550550,3073352
3159,547972,3096405
3160,597846,3215903
3161,555452,3059750
3162,528696,3071470
3163,540295,3044427
3164,551181,3125462
3165,553911,3077569
3166,542758,3083083
3167,552814,3072138
3168,542424,3099505
3169,539856,3041972
3170,527849,3116379
3171,540530,3073738
3172,542686,3075051
3173,540313,3059654
3174,556927,3092480
3175,530084,3061029
3176,555269,3107157
3177,562968,3040736
3178,547587,3061780
3179,544827,3079942
3180,550646,3749552
3181,547835,3076037
3182,549700,3089575
3183,549057,3043174
3184,543068,3106484
3185,552437,3081046
3186,530543,3015810
3187,534820,3116015
3188,555812,3036490
3189,536654,3073849
3190,538867,3108212
3191,532427,3054154
3192,531447,3079948
3193,579405,3077961
3194,535451,3060809
3195,539711,3051594
3196,528827,3031439
3197,543506,3334984
3198,579836,3162781
3199,575752,3112752
3200,555042,3099712
3201,550992,3125064
3202,561335,3126186
3203,547047,3089908
3204,546646,3068982
3205,550269,3127161
3206,561760,3162387
3207,552748,3135550
3208,540036,3075711
3209,544450,3091040
3210,555821,3045394
3211,552787,3061098
3212,542556,3074570
3213,608288,3191561
3214,554567,3069394
3215,550892,3081916
3216,536333,3094394
3217,551291,3096325
3218,551650,3077062
3219,543724,3096198
3220,561773,3073591
3221,567642,3107517
3222,546329,3074191
3223,540740,3079238
3224,547764,3065024
3225,544334,3100082
3226,550471,3083428
3227,529160,3072631
3228,543592,3094502
3229,552665,3076651
3230,564875,3060081
3231,541662,3050982
3232,559871,3022169
3233,544941,3093788
3234,589613,3102431
3235,548024,3122083
3236,555159,3249759
3237,563390,3087319
3238,551253,3080571
3239,537461,3095056
3240,553581,3070418
3241,551190,3036015
3242,538153,3084753
3243,541329,3069846
3244,539550,3075610
3245,559124,3038728
3246,549454,3121654
3247,537216,3081649
3248,542909,3047917
3249,536210,3099221
3250,565813,3044085
3251,542687,3048622
3252,539676,3068181
3253,540455,3060905
3254,546896,3056392
3255,544361,3091045
3256,554988,3050272
3257,531802,3057788
3258,554701,3037468
3259,537559,3040096
3260,538380,3069486
3261,548963,3084883
3262,543983,3075499
3263,539826,3046458
3264,526362,3018794
3265,543967,3033659
3266,536256,3035399
3267,527613,3266829
3268,559646,3133325
3269,547919,3067447
3270,540067,3091431
3271,551123,3128176
3272,540915,3074397
3273,534997,3094658
3274,541561,3064846
3275,550311,3124478
3276,563101,3074515
3277,546318,3133481
3278,531331,3091527
3279,541628,3094933
3280,548047,3090900
3281,544384,3086955
3282,551931,3117324
3283,544812,3126469
3284,544268,3123675
3285,552231,3064714
3286,542092,3056896
3287,536137,3061273
3288,566068,3094616
3289,543750,3084866
3290,536376,3048143
3291,551569,3054793
3292,541300,3144551
3293,546494,3059750
3294,560236,3079513
3295,535787,3091610
3296,546167,3140576
3297,555030,3073846
3298,542676,3085304
3299,530792,3074019
3300,548023,3208485
3301,564076,3056838
3302,555132,3111052
3303,547549,3040210
3304,551291,3093422
3305,554617,3064983
3306,540197,3032616
3307,522986,3080071
3308,533667,3089531
3309,545120,3058249
3310,531667,3028863
3311,536870,3081431
3312,561726,3165751
3313,609375,3054427
3314,556875,3093477
3315,541645,3045538
3316,549554,3165238
3317,553161,1425488230
3318,575368,3134792
3319,540503,3098767
3320,547101,3082200
3321,601185,3086317
3322,539387,3084482
3323,543679,3077583
3324,577989,3143371
3325,675289,3086166
3326,539659,3046271
3327,561781,3072416
3328,540322,3137320
3329,554605,3322080
3330,566124,3156214
3331,545336,3061923
3332,556787,3053007
3333,534397,3126285
3334,536117,3054103
3335,547006,3060820
3336,542412,3052340
3337,554647,3125929
3338,558075,3113560
3339,552252,3165325
3340,542917,3048879
3341,530052,3055943
3342,539480,3066067
3343,540309,3116018
3344,523765,3329088
3345,606175,3129863
3346,563745,3052773
3347,545944,3206328
3348,553293,2990927
3349,539861,3068072
3350,553787,3055934
3351,543751,3027334
3352,548451,3127307
3353,556481,3143317
3354,539999,3053833
3355,546082,3217253
3356,576396,3104414
3357,555330,3070609
3358,542419,3162087
3359,541361,3093334
3360,563847,3094850
3361,601515,3065520
3362,534802,3156790
3363,546690,3205465
3364,572651,3139261
3365,550992,3119363
3366,552670,3348184
3367,560154,3159476
3368,560318,3131142
3369,587758,3120030
3370,545677,3169752
3371,540639,3224624
3372,543326,3150282
3373,552076,3146225
3374,603838,3167454
3375,544926,3087521
3376,548843,3091101
3377,539501,3192537
3378,561681,3175123
3379,552820,3094371
3380,545286,3022106
3381,537139,3078577
3382,534042,3095525
3383,549629,3030489
3384,530960,3011606
3385,533698,3053313
3386,532865,3167296
3387,557381,3099597
3388,566731,3185923
3389,543533,3119317
3390,545982,3072184
3391,526281,3044695
3392,541283,3015763
3393,542577,3053044
3394,540245,3101373
3395,553506,3111901
3396,563419,3067026
3397,549351,3074463
3398,545989,3035072
3399,543223,3069630
3400,557833,3086535
3401,567557,3114817
3402,543234,3110073
3403,536786,3063509
3404,544403,3059814
3405,526155,3005922
3406,537803,3046808
3407,539313,3126793
3408,545395,3089502
3409,544820,3074893
3410,542425,3138743
3411,562962,3291783
3412,557846,3125704
3413,543483,3032135
3414,551022,3049901
3415,540927,3055719
3416,545943,3088017
3417,547368,3100964
3418,543282,3097042
3419,547471,3053727
3420,536438,3039791
3421,537340,3069688
3422,542548,3073860
3423,548825,3097279
3424,556740,3186127
3425,564550,3042519
3426,542465,3230803
3427,563857,3120635
3428,687190,3056782
3429,543859,3061979
3430,536898,3125516
3431,562816,3058326
3432,557097,3028912
3433,543852,3034232
3434,544923,3062615
3435,528995,3053202
3436,537866,3170865
3437,542156,3076298
3438,534671,3091611
3439,523844,3058672
3440,541983,3085982
3441,542092,3050617
3442,546364,3134949
3443,547162,3039797
3444,545406,3032318
3445,538905,3033996
3446,541624,3077705
3447,548150,3086561
3448,535668,3063752
3449,546926,3073554
3450,536473,3081875
3451,544656,3137599
3452,630228,3152840
3453,558508,3077375
3454,546808,3087012
3455,546487,3071228
3456,540365,3107249
3457,541388,3022819
3458,546254,3120526
3459,542969,3107532
3460,558773,3076816
3461,674357,3112862
3462,557117,3086511
3463,546434,3037435
3464,551622,3032683
3465,552731,3091014
3466,533683,3097152
3467,542719,3075814
3468,543913,3067040
3469,540741,3058056
3470,539796,3087489
3471,542407,3073600
3472,541283,3063094
3473,530738,3058668
3474,533776,3069564
3475,536161,3062583
3476,540453,3057327
3477,569306,3057356
3478,538002,3025192
3479,553548,3060561
3480,532755,3026909
3481,528541,3058382
3482,762242,3148993
3483,565436,3109831
3484,560426,3123243
3485,567725,3249596
3486,575787,3135298
3487,563054,3103192
3488,545787,3060035
3489,537062,3099854
3490,543032,3039253
3491,535685,3047418
3492,539392,3050618
3493,539585,2997942
3494,545665,3259965
3495,560231,3126111
3496,538596,3114024
3497,549632,3157661
3498,565878,3030376
3499,528935,3055585
3500,540667,3204080
3501,553883,3086651
3502,556734,3220048
3503,537965,3078547
3504,553384,3088469
3505,534389,3068644
3506,539714,3090837
3507,537896,3025506
3508,541077,3082282
3509,547661,3049079
3510,551019,3022370
3511,552946,3068019
3512,545453,3037258
3513,550300,3048890
3514,523705,3087801
3515,539775,3094246
3516,540983,3052029
3517,532176,3086444
3518,552441,3101846
3519,542739,3037183
3520,542766,3052872
3521,535348,3072528
3522,537060,3073177
3523,537976,3041308
3524,541420,3006470
3525,552223,3043079
3526,540387,3078916
3527,544557,3035668
3528,529843,3031806
3529,529152,3040678
3530,551825,3072324
3531,542017,3085962
3532,550973,3093418
3533,541300,3039099
3534,535049,3078521
3535,538043,3023091
3536,553886,3023750
3537,527443,3100741
3538,547926,3035968
3539,532367,3080240
3540,540016,3050007
3541,529069,3034197
3542,533276,3079733
3543,548009,3062361
3544,542317,3082771
3545,535823,3113195
3546,592059,3150215
3547,570199,3124844
3548,552266,3144543
3549,565173,3099207
3550,544101,3101208
3551,552656,3087346
3552,586789,3054285
3553,544861,3097367
3554,546026,3078795
3555,547923,3066432
3556,553560,3079495
3557,538068,3083616
3558,531144,3049990
3559,541904,3042236
3560,534917,3082340
3561,553725,3081649
3562,555603,3068371
3563,544644,3057135
3564,543863,3126933
3565,554695,3046109
3566,547103,3073458
3567,542312,3066273
3568,542976,3151507
3569,548441,3100590
3570,543506,3041639
3571,564318,3052383
3572,545750,3148300
3573,549272,3072171
3574,532750,3074133
3575,533049,3057820
3576,559666,3111261
3577,545675,3087294
3578,547851,3068308
3579,548539,3081511
3580,545733,3092813
3581,535590,3075711
3582,529720,3071418
3583,537121,3060179
3584,534942,3067668
3585,575738,3075601
3586,552398,3065895
3587,543899,3104986
3588,548958,3065882
3589,568657,3377267
3590,550213,3066849
3591,533822,3123068
3592,556476,3060068
3593,569473,3099435
3594,538135,3100676
3595,555533,3082968
3596,549877,3061632
3597,536690,3180669
3598,562398,3097941
3599,546210,3070064
3600,536068,3082442
3601,535045,3281145
3602,565615,3109033
3603,544146,3063745
3604,538817,3070928
3605,532558,3151967
3606,556395,3086900
3607,557829,3117432
3608,555112,3111363
3609,525133,3110648
3610,534955,3146969
3611,584167,3058996
3612,532131,3061902
3613,543567,3139904
3614,557249,3078858
3615,550119,3064490
3616,542322,3134690
3617,542940,3026947
3618,582763,3078502
3619,543366,3079226
3620,542558,3066908
3621,537358,3074525
3622,587513,3109594
3623,553055,3079616
3624,537815,3113800
3625,556562,3106918
3626,536803,3237146
3627,546842,3121814
3628,559780,3194190
3629,546580,3084150
3630,543019,3037494
3631,532370,3069579
3632,541427,3066664
3633,566344,3042906
3634,533668,3064509
3635,542588,3026279
3636,536180,3073318
3637,562416,3121573
3638,535729,3069422
3639,540169,3050197
3640,545788,3082931
3641,553546,3083541
3642,563681,3194033
3643,556600,3090680
3644,540729,3060896
3645,539846,3010024
3646,546674,3056160
3647,543998,3071959
3648,563041,3107695
3649,539300,3038771
3650,549648,3036912
3651,536038,3031324
3652,542845,3076139
3653,536584,3058625
3654,540768,3116893
3655,547458,3003763
3656,542009,3062264
3657,519674,3093885
3658,537189,3049993
3659,543723,3069176
3660,529835,3072710
3661,530453,3118688
3662,554962,3057112
3663,542570,3078855
3664,551300,3103936
3665,544792,3063562
3666,544702,3120981
3667,538358,3059780
3668,543255,3052613
3669,548126,3067443
3670,538308,3023137
3671,539383,3051780
3672,520274,3105060
3673,542237,3113553
3674,548033,3071170
3675,540582,3019821
3676,562214,3089330
3677,559873,3095657
3678,534852,3011771
3679,537328,3080583
3680,536723,3073158
3681,541194,3058450
3682,546460,3083850
3683,537708,3011483
3684,541775,3047025
3685,558974,3030864
3686,523415,3012671
3687,539295,3035441
3688,541730,3097452
3689,562981,3251743
3690,601658,3221844
3691,605081,3519640
3692,711749,3206899
3693,560314,3083159
3694,591429,3542657
3695,566189,3131488
3696,555360,3327955
3697,539391,3076817
3698,541421,3052494
3699,552696,3299137
3700,627190,3124574
3701,684392,3165536
3702,559305,3107550
3703,542163,3044142
3704,539966,3290288
3705,562476,3324621
3706,613656,3211322
3707,534015,3034690
3708,535909,3303543
3709,557517,3168643
3710,564837,3134349
3711,616519,3123854
3712,567939,3154551
3713,575489,3186678
3714,636710,3164404
3715,569503,3194595
3716,581493,3160077
3717,558904,3132146
3718,555014,3125906
3719,537198,3105138
3720,548833,3135093
3721,570933,3154893
3722,565494,3158409
3723,567311,3131258
3724,564468,3115632
3725,567812,3135079
3726,570989,3211609
3727,555992,3152047
3728,544495,3068492
3729,537844,3063691
3730,645521,3152546
3731,556225,3020661
3732,544718,3174715
3733,557235,3071868
3734,547581,3235235
3735,570822,3157099
3736,551978,3236785
3737,560227,3138884
3738,558783,3140708
3739,564301,3136800
3740,573451,3144342
3741,580133,3158983
3742,551330,3140063
3743,561785,3099629
3744,538469,3129852
3745,562352,3297211
3746,546783,3152049
3747,570104,3123830
3748,552812,3170409
3749,584792,3126055
3750,579006,3319853
3751,559875,3112261
3752,581414,3135076
3753,557636,3064542
3754,538664,3145293
3755,575923,3143814
3756,560331,3186416
3757,583175,3170450
3758,564148,3138955
3759,551719,3092024
3760,548709,3154752
3761,569319,3153636
3762,544225,3134145
3763,558911,3081886
3764,537903,3118323
3765,556572,3098817
3766,550983,3071523
3767,551971,3089585
3768,572914,3173658
3769,612988,3121739
3770,540603,3066013
3771,537154,3094094
3772,551786,3082340
3773,581183,3102437
3774,546145,3075333
3775,547378,3102222
3776,572180,3093638
