Iteration,Payee1_ns,Bank1_ns
4956,617796,3114838
4957,557095,3083670
4958,535558,3074370
4959,541927,3059942
4960,529858,3193139
4961,539380,3067807
4962,544366,3072900
4963,561042,3095678
4964,553970,3045033
4965,549968,3035937
4966,546736,3026051
4967,553018,3107736
4968,551971,3099137
4969,552559,3071736
4970,548826,3041383
4971,536483,3093853
4972,529846,3141659
4973,538263,3049309
4974,570482,3102993
4975,533582,3091117
4976,552681,3129129
4977,551364,3109329
4978,544706,3107773
4979,533643,3059969
4980,540430,3143868
4981,553785,3079441
4982,536049,3071959
4983,552940,3073339
4984,540491,3046273
4985,588963,3082002
4986,560370,3051274
4987,547160,3026506
4988,532503,3082015
4989,611498,3093290
4990,547326,3178460
4991,561412,3138583
4992,558195,3171927
4993,576757,3120587
4994,547487,3068295
4995,651131,3097684
4996,551453,3067993
4997,538445,3110171
4998,536537,3066304
4999,538448,3198601
5000,551724,3043872
5001,531917,3156380
5002,540867,3026833
5003,554030,3130760
5004,560890,3067916
5005,552159,3091826
5006,542252,3034881
5007,565094,3100079
5008,550312,3093530
5009,553612,3075341
5010,539952,3107185
5011,545039,3042688
5012,611336,3096336
5013,540039,3100673
5014,557007,3080287
5015,562437,3095285
5016,534162,3138186
5017,534528,3177727
5018,566188,3089347
5019,546202,3087214
5020,556070,3126124
5021,554182,3116020
5022,543141,3068477
5023,543102,3094967
5024,549284,3071363
5025,574260,3078683
5026,618984,3121538
5027,549836,3084903
5028,539940,3113622
5029,566378,3126338
5030,570827,3095540
5031,545808,3088911
5032,529458,3106732
5033,556087,3061649
5034,543635,3128506
5035,561106,3081221
5036,552002,3016223
5037,572466,3170001
5038,565512,3087170
5039,557411,3068843
5040,540648,3099720
5041,546884,3105137
5042,536576,3149340
5043,546188,3080562
5044,540494,3107538
5045,540824,3080925
5046,574801,3087607
5047,545027,3053298
5048,532458,3110178
5049,539403,3046138
5050,554620,3140992
5051,552069,3083899
5052,556830,3069801
5053,549551,3084102
5054,547847,3241009
5055,549426,3060247
5056,551538,3182538
5057,547866,3041293
5058,535199,3026971
5059,553897,3086496
5060,545484,3145850
5061,555547,3045310
5062,537779,3031118
5063,537941,3088059
5064,548819,3169005
5065,560876,3082350
5066,551443,3120460
5067,552708,3117256
5068,551999,3095665
5069,553889,3186811
5070,560752,3096187
5071,539396,3090853
5072,536102,3095487
5073,536715,3063465
5074,535076,3072604
5075,545881,3066870
5076,544832,3058557
5077,547854,3096995
5078,545102,3309332
5079,573849,3075675
5080,572624,3020791
5081,535990,3048210
5082,536128,3072513
5083,545796,3064829
5084,545204,3050799
5085,536733,3019530
5086,534801,3042765
5087,527433,3030276
5088,572936,3060812
5089,555834,3119567
5090,534366,3064790
5091,540808,3008461
5092,545097,3035464
5093,540764,3066953
5094,530054,3037453
5095,551746,3020645
5096,567498,3064321
5097,545992,3055087
5098,537804,3139413
5099,540260,3062920
5100,533244,3030971
5101,541625,3066706
5102,535408,3092283
5103,551618,3037866
5104,565923,3044306
5105,547217,3094063
5106,543324,3031584
5107,539002,3003532
5108,557113,3059898
5109,556199,3081919
5110,541989,3063828
5111,539451,3093805
5112,536704,3081324
5113,537589,3067116
5114,548242,3066722
5115,526477,3009242
5116,540816,3061658
5117,566133,3008154
5118,537941,3099684
5119,547751,3053093
5120,542337,3092330
5121,538738,3032285
5122,546938,3030136
5123,546118,3062478
5124,545030,3002395
5125,534276,3061065
5126,540413,3071262
5127,533303,3102403
5128,540291,3138995
5129,556142,3142484
5130,532421,3089261
5131,552297,3046634
5132,538110,3092035
5133,549120,3214211
5134,564648,3052190
5135,548134,3113701
5136,550020,3056237
5137,541640,3139835
5138,549651,3106057
5139,540735,3079787
5140,532687,3103203
5141,536805,3200835
5142,555084,3095024
5143,542469,3096787
5144,521288,3076310
5145,551534,3047817
5146,541040,3020346
5147,537139,3049301
5148,533518,3052413
5149,532185,3081355
5150,548272,3051813
5151,532920,3048816
5152,536357,3048330
5153,537391,3074252
5154,544252,3030073
5155,530926,3129072
5156,536808,3008802
5157,536758,3020121
5158,554579,3082901
5159,538738,3142311
5160,534507,3004302
5161,550388,3072741
5162,539064,3080199
5163,534651,3065712
5164,547756,3070267
5165,533903,3052848
5166,540192,3094045
5167,530936,3016217
5168,540651,3050022
5169,527696,3074137
5170,542010,3048101
5171,531895,3047568
5172,535018,3058054
5173,537494,3038952
5174,541162,3045850
5175,537598,3205630
5176,560637,3059532
5177,538004,3070971
5178,546850,3054408
5179,541032,3068734
5180,545351,3054027
5181,532830,2996802
5182,522790,3077743
5183,528520,3075549
5184,539692,3033136
5185,537793,3067562
5186,540273,3102891
5187,547035,3091640
5188,540886,3093637
5189,544031,3040076
5190,521338,3028350
5191,529015,3090558
5192,727857,3096068
5193,565780,3035935
5194,550475,3103427
5195,544652,3045464
5196,547729,3084762
5197,531587,3066974
5198,549147,3030215
5199,539542,3055450
5200,532503,3001137
5201,527435,3053524
5202,546237,3171720
5203,567033,3146228
5204,546881,3128360
5205,549072,3111833
5206,548758,3032125
5207,554681,3081468
5208,546108,3227378
5209,567423,3096806
5210,546846,3123424
5211,580058,3123245
5212,563500,3153805
5213,558396,3099733
5214,550734,3045853
5215,545369,3056456
5216,540892,3085155
5217,527689,3052711
5218,543161,3096611
5219,539840,3049703
5220,551492,3100548
5221,546074,3066308
5222,534796,3026075
5223,533823,3143071
5224,564515,3160436
5225,569115,3029528
5226,550171,3037301
5227,523812,3095678
5228,550997,3052958
5229,530602,3062910
5230,545481,3038950
5231,545233,3086234
5232,530001,3043544
5233,536068,3028433
5234,549922,3046501
5235,534815,3055595
5236,554899,3068422
5237,546990,3115933
5238,542222,3097701
5239,530732,3045860
5240,553058,3032717
5241,524567,3013124
5242,538523,3039863
5243,537679,3080993
5244,542355,3048350
5245,546033,3135391
5246,542319,3084547
5247,553753,3103236
5248,541221,3083204
5249,535914,3013849
5250,528355,3077125
5251,528910,3005717
5252,549148,3083130
5253,532766,3059870
5254,532152,3052422
5255,540221,3098530
5256,545820,3052862
5257,547936,2980184
5258,543300,3065714
5259,550203,3053959
5260,540079,3066263
5261,549677,3015830
5262,537031,3031608
5263,539232,3086116
5264,555648,3091022
5265,540743,3049519
5266,640179,3206224
5267,549790,3043170
5268,540320,3031720
5269,556622,3020995
5270,542393,3057846
5271,575838,3036320
5272,545760,3073826
5273,552393,3117346
5274,544155,3066084
5275,552032,3033625
5276,536452,3080875
5277,544697,3059617
5278,533642,3082567
5279,580828,3062511
5280,546237,3037756
5281,537141,3102332
5282,568555,3261548
5283,560413,3084726
5284,551078,3045927
5285,535730,3015482
5286,546109,3154619
5287,536274,3034965
5288,535303,3080927
5289,550982,3039146
5290,533987,3072048
5291,541949,3063625
5292,545400,3037396
5293,531762,3008013
5294,539397,3091641
5295,546169,3065349
5296,539231,3035310
5297,546617,3086807
5298,558797,3033391
5299,531076,3068776
5300,544372,3078667
5301,537991,3035174
5302,547856,3026736
5303,641960,3105477
5304,541771,3050999
5305,552122,3113107
5306,554850,3068473
5307,534825,3069290
5308,531365,3052127
5309,540164,3018985
5310,541815,3082742
5311,553080,3194376
5312,555089,3073256
5313,543681,3058761
5314,537831,3065889
5315,540263,3062737
5316,546827,3005726
5317,533883,3028134
5318,545882,3089330
5319,567342,3049239
5320,531934,3002001
5321,543852,3046923
5322,529264,3026294
5323,534785,3064332
5324,599429,3165330
5325,560231,3154662
5326,552187,3114543
5327,554505,3077039
5328,522510,3198857
5329,551281,3052626
5330,538347,3074433
5331,542645,3042240
5332,545022,3244327
5333,550122,3009625
5334,541607,3092028
5335,550911,3067822
5336,548478,3110992
5337,542913,3048772
5338,566364,3049886
5339,552085,3031399
5340,534103,3332496
5341,579522,3153508
5342,560189,3089116
5343,545133,3308349
5344,577500,3227707
5345,560019,3170893
5346,577278,3156702
5347,549777,3123608
5348,552518,3094777
5349,552756,3079133
5350,550686,3087372
5351,535941,3038954
5352,537147,3056432
5353,562148,3092817
5354,554386,3113878
5355,539917,3038163
5356,553856,3063866
5357,531836,3052821
5358,544252,3071016
5359,545467,3047953
5360,542749,3067633
5361,555640,3046933
5362,537537,3047969
5363,535524,3015023
5364,538029,3019887
5365,561659,3048639
5366,537034,3106455
5367,528305,3065232
5368,546286,3018674
5369,534177,3035200
5370,534945,3053644
5371,537720,3034245
5372,530537,3066494
5373,533520,3074667
5374,559090,3049918
5375,554834,3076747
5376,547548,3074710
5377,553099,3003252
5378,520600,3010085
5379,531101,3122823
5380,613190,3044057
5381,541352,3228598
5382,578084,3106342
5383,537801,3074543
5384,534992,3061254
5385,542804,3066363
5386,536715,3050808
5387,547646,3050771
5388,532822,3059851
5389,554783,3142071
5390,557065,3102877
5391,545298,3035550
5392,545445,3064978
5393,543737,3025661
5394,561035,3037205
5395,547990,3033169
5396,537269,3025415
5397,550264,3071341
5398,535320,3075380
5399,552477,3050635
5400,540687,3079598
5401,547385,3173898
5402,582029,3143948
5403,554275,3077522
5404,557716,3061263
5405,543354,3005652
5406,661820,3173768
5407,564176,3142359
5408,550588,3021908
5409,537990,3089726
5410,556790,3048316
5411,536022,3114812
5412,550016,3079192
5413,544429,3056616
5414,586473,3023779
5415,534957,3028476
5416,536794,3043228
5417,545886,3062843
5418,530586,3049946
5419,543044,3025714
5420,538698,3050117
5421,531552,3054907
5422,538753,3086256
5423,597185,3048185
5424,532704,3078183
5425,539724,3037237
5426,533967,3311914
5427,561343,3192100
5428,550674,3179766
5429,561388,3101530
5430,555003,3087396
5431,602029,3277922
5432,577939,3099652
5433,583479,3310941
5434,566186,3136285
5435,604291,3046878
5436,556688,3214687
5437,544345,3215950
5438,551934,3105453
5439,570716,3110778
5440,552969,3078434
5441,541467,3119956
5442,546225,3748728
5443,564433,3186195
5444,567925,3148677
5445,573931,3116261
5446,550839,3176610
5447,550272,3237703
5448,563536,3103054
5449,557811,3083809
5450,543879,3130732
5451,547542,3108921
5452,549237,3331070
5453,558736,3080955
5454,535074,3054161
5455,533135,3069233
5456,555133,3095261
5457,551140,3140949
5458,566830,3218365
5459,551582,3155735
5460,565610,3120400
5461,559658,3076861
5462,533477,3217112
5463,630873,3593716
5464,544833,3140472
5465,552174,3184458
5466,541421,3039341
5467,563162,3217643
5468,541139,3279742
5469,603246,3148438
5470,538599,3048898
5471,554834,3082285
5472,577974,3455600
5473,657031,3615747
5474,623775,3083501
5475,557122,3038184
5476,554563,3111443
5477,563374,3159726
5478,573277,3577203
5479,667348,3072498
5480,548429,3052993
5481,549167,3321340
5482,545752,3227607
5483,641171,3096893
5484,561426,3153851
5485,542201,3094854
5486,657926,3291000
5487,550075,3160969
5488,550717,3079581
5489,548905,3053217
5490,530808,3120519
5491,556610,3208387
5492,568475,3047492
5493,551812,3072374
5494,535677,3057058
5495,536672,3059506
5496,534970,3090381
5497,538240,3047184
5498,527253,3051292
5499,533981,3090335
5500,549155,3060106
5501,543927,3048111
5502,556054,3074249
5503,543458,3028351
5504,551335,3092544
5505,539285,3046119
5506,546437,3011471
5507,571483,3051211
5508,533838,3020517
5509,539451,3057197
5510,529777,3075348
5511,531920,3049582
5512,541059,3029423
5513,541415,3066413
5514,548985,3097066
5515,566086,3087021
5516,550005,3028640
5517,535668,3014770
5518,559473,3053693
5519,558485,3069345
5520,531597,3106731
5521,544768,3099809
5522,542859,3032659
5523,553996,3096561
5524,545948,3132889
5525,538692,3065646
5526,548686,3125132
5527,539578,3039521
5528,528708,3056867
5529,555725,3052184
5530,533346,3060271
5531,549166,3051211
5532,548690,3046448
5533,536991,3051259
5534,541632,3052766
5535,562363,3088270
5536,561094,3033874
5537,559245,3112938
5538,553749,3126801
5539,554316,3072617
5540,534242,3089953
5541,539313,3066667
5542,534972,3017965
5543,537318,3093225
5544,539896,3083212
5545,558395,3167305
5546,547655,3135949
5547,580655,3116586
5548,544191,3157434
5549,559226,3114511
5550,547526,3029354
5551,560672,3084000
5552,545645,3012606
5553,547865,3091238
5554,535469,3038264
5555,547181,3028948
5556,539523,3059285
5557,539329,3087251
5558,536108,3060096
5559,534023,3090607
5560,554610,3101818
5561,544382,3085411
5562,551001,3075496
5563,545924,3061320
5564,547679,3083218
5565,549736,3102856
5566,566172,3120364
5567,551372,3204997
5568,555959,3059838
5569,550971,3039301
5570,1112135,3317213
5571,560040,3096147
5572,538633,3060993
5573,601084,3201399
5574,549954,3133819
5575,550195,3139458
5576,558727,3051789
5577,534324,3087165
5578,558592,3194687
5579,551957,3063018
5580,539518,3086798
5581,562950,3035787
5582,548745,3056158
5583,539211,3128554
5584,560903,3124636
5585,541543,3093768
5586,545324,3266977
5587,552302,3113729
5588,548827,3092242
5589,549729,3177117
5590,564866,3240615
5591,548687,3148834
5592,539104,3023680
5593,538292,3065618
5594,567573,3328409
5595,573423,3158870
5596,554845,3136834
5597,544189,3155421
5598,555999,3230839
5599,544308,3219869
5600,585537,3048524
5601,544433,3103025
5602,546060,3077956
5603,557368,3043255
5604,552038,3030861
5605,539064,3126329
5606,548651,3054323
5607,532374,3044339
5608,546473,3067132
5609,549507,3217267
5610,562875,3138707
5611,551491,3028999
5612,540015,3064393
5613,531928,3065451
5614,541565,3038707
5615,537352,3035128
5616,536757,3071669
5617,532930,3098147
5618,550927,3048851
5619,533462,3076158
5620,539883,3031996
5621,539348,3064374
5622,533850,3045490
5623,542251,3020054
5624,535152,3056520
5625,530266,3062337
5626,538179,3050136
5627,532370,3000156
5628,539533,3006723
5629,527565,3122363
5630,552272,3032359
5631,535338,3032204
5632,527129,3063866
5633,555961,3064980
5634,552315,3058782
5635,550450,3130658
5636,563078,3101222
5637,549628,3140706
5638,552692,3075333
5639,545113,3229861
5640,548962,3057544
5641,536858,3077262
5642,560891,3090379
5643,538238,3226211
5644,561961,3073997
5645,547948,3045014
5646,547500,3056923
5647,542640,3213316
5648,555077,3095563
5649,545446,3101247
5650,531952,3107957
5651,549416,3149591
5652,558971,3093101
5653,545250,3063193
5654,534667,3035905
5655,548073,3273000
5656,554397,3047936
5657,567599,3041947
5658,547875,3053349
5659,542151,3130880
5660,524226,3071875
5661,545682,3027941
5662,531787,3029946
5663,538555,3056002
5664,533483,3024650
5665,562387,3003728
5666,549627,3087579
5667,543395,3021938
5668,535176,3105871
5669,545624,3052668
5670,542784,3070727
5671,545389,3045733
5672,550028,3061991
5673,576579,3056467
5674,553008,3047841
5675,547263,3099074
5676,538675,3038607
5677,557835,3089939
5678,527786,3049567
5679,554021,3068238
5680,552749,3054694
5681,557870,3105476
5682,541816,3058510
5683,534748,2997172
5684,531310,3173291
5685,560961,3196283
5686,554461,3106830
5687,544499,3060436
5688,560223,3359012
5689,555577,3096053
5690,538669,3115050
5691,546489,3004691
5692,537173,3100653
5693,540441,3057620
5694,550925,3050596
5695,524999,3009674
5696,539347,3065584
5697,577425,3046657
5698,541122,3058903
5699,550093,3075252
5700,543298,3010413
5701,678199,3069672
5702,547903,3085877
5703,537366,3027722
5704,548005,3105090
5705,540312,3151941
5706,570510,3134306
5707,548620,3110673
5708,555653,3077559
5709,559666,3158578
5710,536490,3082612
5711,536023,3053664
5712,533098,3146201
5713,549369,3116304
5714,547961,3044184
5715,535314,3085460
5716,542056,3062578
5717,543059,3053796
5718,541599,3025504
5719,540704,3050010
5720,538157,3066622
5721,525739,3126030
5722,534619,3046117
5723,531166,3055774
5724,535572,3116319
5725,536711,3131081
5726,547800,3071519
5727,554134,3036615
5728,538114,3107015
5729,569887,3268707
5730,542633,3054315
5731,536556,3055634
5732,541627,3113613
5733,533086,3037478
5734,546004,3004059
5735,556936,3027006
5736,553785,3100723
5737,541204,3036344
5738,573244,3202881
5739,548124,3063090
5740,536905,3066935
5741,532093,3020890
5742,526763,3043582
5743,541919,3040965
5744,547276,3094002
5745,544898,3033810
5746,536873,3040695
5747,538852,3062020
5748,551941,3049375
5749,564427,3091686
5750,548423,3248018
5751,526430,3057633
5752,544467,3061964
5753,531489,3011935
5754,537119,3066797
5755,550558,3018539
5756,532838,3071548
5757,552667,3030921
5758,558417,3081431
5759,596402,3091591
5760,570995,3138505
5761,555783,3098479
5762,542624,3031991
5763,536951,3047133
5764,546488,3090463
5765,537081,3055866
5766,557177,3109625
5767,541606,3088753
5768,545465,3061063
5769,530036,3058647
5770,543120,3053782
5771,549149,3077926
5772,557026,3039533
5773,548965,3041581
5774,552189,3039839
5775,549841,3109155
5776,548481,3118925
5777,547325,3029477
5778,549908,3028057
5779,541402,3070068
5780,541304,3073881
5781,537580,3047605
5782,535481,3095516
5783,536472,3006497
5784,550308,3111944
5785,547785,3063891
5786,540062,3079287
5787,543422,3054600
5788,553210,3065855
5789,545634,3015712
5790,590072,3072167
5791,557208,3090412
5792,554059,3063951
5793,549306,3045825
5794,546342,3100918
5795,541105,3084329
5796,545643,3077819
5797,543600,3063338
5798,537169,3037606
5799,530368,3079928
5800,539689,3066302
5801,560436,3079980
5802,538788,3045986
5803,548036,3258391
5804,585573,3124297
5805,566992,3086986
5806,555789,3068356
5807,568811,3054972
5808,557053,3089830
5809,545737,3145142
5810,552238,3080843
5811,550375,3020682
5812,555561,3047154
5813,547365,3070937
5814,537647,3071600
5815,535305,3158027
5816,554941,3055328
5817,537363,3060403
5818,529950,3059243
5819,543268,3039281
5820,550598,3076160
5821,542086,3046173
5822,534979,3120623
5823,566730,3131457
5824,532983,3045171
5825,560508,3079057
5826,565580,3112025
5827,555332,3116105
5828,550425,3130402
5829,571988,3054773
5830,596139,3116702
5831,556606,3166795
5832,559096,3132404
5833,854428,3187502
5834,557336,3214010
5835,567580,3136675
5836,565304,3122019
5837,616893,3083899
5838,544692,3172100
5839,567909,3181012
5840,552471,3116673
5841,609067,3075106
5842,543142,3123868
5843,556261,3131800
5844,541971,3144358
5845,606681,3078206
5846,553478,3047984
5847,547729,3110523
5848,543825,3108651
5849,549237,3179929
5850,560611,3114338
5851,539969,3038008
5852,548115,3042003
5853,555422,3035389
5854,537126,3046933
5855,545210,3035682
5856,560576,3020484
5857,561741,3078863
5858,532933,3057387
5859,538170,3043267
5860,527624,3054372
5861,538059,3080391
5862,534786,3050828
5863,550079,3127453
5864,550476,3082316
5865,552999,3065552
5866,572275,3032447
5867,542903,3073682
5868,545303,3086070
5869,552018,3097890
5870,555804,3059649
5871,550141,3025623
5872,541248,3041554
5873,546822,3014786
5874,547391,3013916
5875,566842,3032654
5876,538642,3049969
5877,554037,3073157
5878,549069,3069467
5879,554858,3044765
5880,537096,3005368
5881,550708,3011996
5882,538491,3066702
5883,534904,3100555
5884,545994,3081369
5885,546183,3100530
5886,537616,3051277
5887,644056,3097204
5888,556574,3309298
5889,569453,3080144
5890,539263,3134286
5891,581098,3246323
5892,621350,3118640
5893,593886,3322274
5894,542515,3073150
5895,536617,3051789
5896,547736,3035117
5897,557064,3084780
5898,538601,3068608
5899,533680,3043360
5900,545016,3054422
5901,534883,3047706
5902,537725,3092221
5903,581472,3130137
5904,552452,3111530
5905,547577,3111056
5906,538035,3085946
5907,562580,3103318
5908,543621,3136086
5909,558068,3102898
5910,548294,3098723
5911,563279,3085718
5912,547502,3113849
5913,539212,3033023
5914,542762,3048975
5915,544868,3049307
5916,544479,3059417
5917,543105,3059464
5918,534892,3065223
5919,534492,3049019
5920,548573,3074907
5921,554658,3043793
5922,555693,3048475
5923,546108,3001016
5924,552939,3052676
5925,556675,3016420
5926,555336,3121299
5927,531728,3056954
5928,542817,3001821
5929,544804,3018766
5930,532583,3049807
5931,532882,3052951
5932,535924,3002757
5933,520783,3040831
5934,534749,3100293
5935,551042,3048455
5936,554828,3064341
5937,548997,3105547
5938,542372,3040354
5939,542228,3082097
5940,562817,3058897
5941,538093,3072025
5942,538950,3117614
5943,536060,3045775
5944,549681,3063733
5945,536608,3064781
5946,543921,3027046
5947,539643,3022071
5948,546035,3044869
5949,528548,3048387
5950,539315,3070848
5951,535044,3001868
5952,524958,3177876
5953,558191,3057493
5954,533128,3026299
5955,541804,3104738
5956,531913,3055297
5957,523087,3047018
5958,530011,3089314
5959,532232,3065704
5960,544210,3118174
5961,586999,3031694
5962,554009,3070647
5963,553483,3072647
5964,536721,3034798
5965,543318,3088425
5966,551164,3179042
5967,533435,3022287
5968,536144,3030098
5969,547484,3091472
5970,555897,3326790
5971,556410,3106100
5972,542351,3050382
5973,552290,3051968
5974,542760,3082143
5975,556713,3234791
5976,557995,3049751
5977,543723,3079997
5978,547161,3022238
5979,534895,3045228
5980,540546,3043353
5981,545886,3036575
5982,548831,3083507
5983,556259,3090350
5984,586629,3126572
5985,558976,3113945
5986,549481,3069657
5987,548358,3072865
5988,547559,3091260
5989,547919,3026135
5990,541406,3083233
5991,555832,3009920
5992,549704,3017539
5993,548023,3031038
5994,536900,3051305
5995,533031,3077333
5996,534033,3025988
5997,553954,3042463
5998,533646,3120752
5999,549227,3076932
6000,550462,3069626
6001,545605,3127180
6002,561917,3369351
6003,555043,3142138
6004,537352,3073961
6005,555711,3050910
6006,580966,3108981
6007,533102,3051547
6008,539025,3069918
6009,545667,3056275
6010,543126,3182144
6011,566042,3080823
6012,552875,3073096
6013,534693,3063277
6014,548028,3112294
6015,536893,3052652
6016,541299,3041326
6017,534754,3035237
6018,551007,3067865
6019,542781,3114629
6020,536204,3062353
6021,527250,3068717
6022,551125,3126022
6023,536417,3061998
6024,540190,3074130
6025,533682,3047036
6026,545845,3114189
6027,618727,3092983
6028,540086,3077158
6029,546933,3110886
6030,548115,3052000
6031,548741,3048063
6032,528741,3074349
6033,549674,3024013
6034,539158,3060790
6035,547657,3091768
6036,532038,3051730
6037,543356,3087998
6038,539032,3089125
6039,534719,3078054
6040,546106,3054900
6041,539549,3043634
6042,531914,3034144
6043,549017,3053238
6044,547488,3023824
6045,552883,3058966
6046,547204,3044606
6047,550926,3100163
6048,527452,3114389
6049,559188,3103992
6050,543224,3113260
6051,537337,3116458
6052,557386,3094996
6053,551500,3091845
6054,558495,3037269
6055,536502,3055103
6056,546701,3092565
6057,553774,3042446
6058,528531,3086795
6059,549254,3075580
6060,590245,3133272
6061,543231,3083596
6062,537574,3041419
6063,539855,3087066
6064,546236,3069076
6065,555177,3046731
6066,536756,3063788
6067,540449,3062048
6068,540605,3206935
6069,536938,3104149
6070,532360,3068058
6071,535054,3065329
6072,536025,3049344
6073,547356,3065466
6074,550474,3054748
6075,542465,3078930
6076,530822,3029777
6077,532254,3032319
6078,560008,3079580
6079,533201,3045385
6080,536763,3088022
6081,572849,3045866
6082,546952,3095356
6083,550547,3087552
6084,536949,3100943
6085,547315,3069453
6086,541901,3134159
6087,563222,3060790
6088,558758,3096710
6089,649575,3051885
6090,546215,3079554
6091,556007,3062178
6092,533023,3004662
6093,529150,3092979
6094,534882,3034775
6095,542886,3054943
6096,546375,3045633
6097,554153,3032005
6098,547263,3069205
6099,545642,3069725
6100,549631,3063557
6101,543403,3121994
6102,557462,3024973
6103,535229,3050929
6104,547007,3043530
6105,535029,3022605
6106,538829,3028550
6107,536029,3062093
6108,524691,3062267
6109,531063,3088878
6110,568479,3056707
6111,539036,3050966
6112,536904,3075328
6113,554469,3016652
6114,544220,3045852
6115,545273,3080031
6116,535789,3091823
6117,528621,3069381
6118,537264,3093012
6119,548571,3038106
6120,550794,3037838
6121,548275,3057019
6122,558348,3083585
6123,541149,3055232
6124,554427,3074508
6125,550283,3070772
6126,544937,3086319
6127,605669,3592924
6128,744513,3420977
6129,557860,3166582
6130,549586,3060559
6131,554562,3193915
6132,710776,4020695
6133,568975,3089187
6134,558532,3208178
6135,559237,3117606
6136,556943,3126536
6137,610994,3103511
6138,556657,3106650
6139,552029,3107400
6140,551119,3073911
6141,538934,3094396
6142,560766,3210423
6143,553520,3077396
6144,541296,3146904
6145,551361,3143924
6146,544593,3119240
6147,554214,3089716
6148,531667,3073004
6149,538618,3080195
6150,553976,3084417
6151,542363,3059877
6152,531472,3066826
6153,540439,3150156
6154,559234,3119581
6155,541922,3087602
6156,560517,3162137
6157,540819,3089516
6158,542058,3114790
6159,543565,3080213
6160,553957,3018803
6161,539739,3069048
6162,534478,3025117
6163,519860,3075178
6164,545171,3083040
6165,551165,3086544
6166,544963,3052218
6167,542888,3075618
6168,541419,3030748
6169,522631,3029322
6170,555408,3012007
6171,533173,3077964
6172,558552,3057271
6173,538506,3009262
6174,543368,3043274
6175,545915,3090055
6176,525364,3055805
6177,548998,3082948
6178,546639,3045974
6179,533608,3038529
6180,540283,3066080
6181,537625,3075776
6182,547925,3033116
6183,545239,3022542
6184,540114,3054324
6185,549477,3044147
6186,538329,3032315
6187,538216,3063834
6188,549861,3088326
6189,551379,3056959
6190,527700,3044325
6191,546797,3017726
6192,531150,3074569
6193,538363,3037191
6194,534412,3081395
6195,559956,3047571
6196,539629,3073122
6197,533789,3062312
6198,548870,3007688
6199,525974,3064056
6200,555732,3172795
6201,556960,3041490
6202,548444,3049730
6203,543497,3053292
6204,591089,3050909
6205,548456,3071455
6206,539805,3039299
6207,535734,3007164
6208,553841,3055962
6209,551069,3112364
6210,546410,3072606
6211,535854,3070451
6212,560916,3018592
6213,554397,3075380
6214,543824,3057658
6215,550095,3022481
6216,536833,3097570
6217,543962,3052214
6218,541539,3057677
6219,546706,3052169
6220,583394,3091626
6221,532041,3112680
6222,587188,3146200
6223,572823,3076037
6224,541549,3101650
6225,592960,3084854
6226,550070,3057446
6227,524232,3044413
6228,576300,3112579
6229,526038,3122378
6230,555746,3137179
6231,545958,3071278
6232,538611,3062130
6233,542502,3117872
6234,541747,3113984
6235,529563,3089896
6236,534335,3104755
6237,538947,3131183
6238,546309,3126792
6239,561657,3065407
6240,563793,3061008
6241,544848,3078393
6242,546313,3056180
6243,540088,3084571
6244,546191,3029228
6245,539497,3135975
6246,628701,3085045
6247,525263,3124542
6248,547735,3042320
6249,552802,3072714
6250,541092,3075880
6251,535602,3042321
6252,532911,3051685
6253,537263,3044005
6254,537045,3058958
6255,533021,3051395
6256,549219,3076371
6257,539823,3028787
6258,543371,3052670
6259,539032,3084645
6260,550977,3070159
6261,529385,3091975
6262,542846,3093403
6263,549772,3071614
6264,546668,3079825
6265,546259,3034842
6266,543330,3062375
6267,529018,3151437
6268,574396,3072336
6269,535836,3058636
6270,531257,3134428
6271,532948,3109390
6272,550488,3092232
6273,550687,3051384
6274,550998,3128176
6275,570592,3155546
6276,580670,3094477
6277,529147,3047653
6278,552442,3032084
6279,569535,3329658
6280,563888,3116660
6281,548371,3040697
6282,544920,3051393
6283,543436,3209600
6284,543016,3025787
6285,555441,3113000
6286,548418,3075640
6287,536855,3211680
6288,549396,3351073
6289,539868,3207835
6290,555676,3526165
6291,560379,3082860
6292,525885,3075979
6293,535349,3083374
6294,592461,3272293
6295,594933,3132017
6296,544221,3048403
6297,537060,3094021
6298,537575,3089153
6299,552648,3215668
6300,544923,3151683
6301,566775,3060759
6302,551999,3029562
6303,547113,3287986
6304,612707,3395217
6305,781336,3074568
6306,556839,3118091
6307,539045,3119824
6308,640255,3278652
6309,573902,3505109
6310,595123,3123691
6311,556003,3040863
6312,548538,3323064
6313,564845,3227579
6314,586447,3235959
6315,583516,3187824
6316,554074,3090652
6317,566452,3111576
6318,556528,3333417
6319,593749,3054321
6320,553597,3145924
6321,545716,3060059
6322,546897,3114554
6323,541592,3458188
6324,667127,3499448
6325,549868,3106831
6326,547115,3065285
6327,538899,3196070
6328,574928,3384089
6329,591011,3378584
6330,554253,3062649
6331,548994,3047460
6332,532291,3109428
6333,598856,3348488
6334,643118,3248989
6335,545032,3037229
6336,543127,3074231
6337,578349,3080976
6338,551117,3043728
6339,544260,3278580
6340,567901,3047850
6341,539787,3120441
6342,661823,3399556
6343,587676,3142824
6344,570373,3174817
6345,539092,3084490
6346,538394,4010312
6347,624151,3713252
6348,664382,3186212
6349,589628,3174721
6350,555051,3072508
6351,548489,3144828
6352,590145,3119468
